	cluster	degree
Carmil1	0	39
Carnmt1	1	75
Cars	3	284
Cars2	1	53
Casc3	0	3142
Casd1	2	199
Cask	1	2
Caskin2	0	465
Casp1	0	260
Casp12	2	20
Casp2	2	864
Casp3	0	67
Casp4	1	2
Casp7	3	1890
Casp8	1	66
Adprhl1	1	5
Casp9	2	2009
Cast	3	377
Castor1	0	51
Castor2	2	388
Cat	1	10
Catsper4	1	94
Carf	1	7
Catsperg	1	298
Cav1	0	276
Cavin2	1	7
Calml4	1	3
Cavin3	3	595
Cbfa2t2	2	1739
AABR07040624.1	2	14
Cbfa2t3	0	323
Cbfb	1	55
Cbl	0	2636
Cblb	0	351
Cbll1	2	370
Cbln3	3	926
Cbr1	0	320
Cbr2	3	133
Cbr4	1	76
Cbs	3	679
Cbwd1	1	57
Cbx1	2	2140
Cbx2	3	1496
Cbx3	1	21
Cbx4	2	1514
Cbx5	2	1559
Cbx6	0	466
Adra2b	0	21
Cbx7	0	873
Cbx8	1	17
Atp5me	1	3
Cc2d1a	2	2966
Cc2d1b	3	2359
Ccar1	1	157
Ccar2	3	3037
Ccbe1	0	43
Ccdc102a	0	1060
Ccdc115	3	773
Ccdc117	3	321
Ccdc12	3	26
Ccdc120	0	962
Ccdc124	3	1462
Ccdc125	2	480
Ccdc126	1	158
Apcs	1	13
Ccdc127	2	2214
Ccdc130	2	1310
Ccdc138	1	112
AC135409.1	1	19
Ccdc14	2	496
Ccdc141	3	908
Ccdc149	3	1034
Ccdc167	0	652
Ccdc17	1	235
Ccdc174	2	743
Ccdc186	2	1762
Ccdc198	0	49
Ccdc22	2	3211
Ccdc25	2	1154
Ccdc28a	3	353
Ccdc32	1	100
Ccdc43	1	157
Ccdc47	3	2405
Ccdc50	2	1325
Ccdc51	3	1425
Ccdc59	2	210
Ccdc6	0	2668
Ccdc66	2	742
Ccdc71	0	2831
Ccdc71l	0	426
Ccdc77	2	33
Ccdc80	1	90
Ccdc82	0	304
Ccdc85b	0	46
Ccdc85c	3	1308
Ccdc86	0	1578
Ccdc88a	0	54
Ccdc9	1	82
Ccdc90b	1	202
Ccdc91	2	2618
Ccdc93	2	2312
Ccdc97	3	3119
Ccdc9b	2	706
Cchcr1	0	1702
Ccl19	0	39
Ccl2	0	5
Camp	0	4
Ccl21	0	65
AABR07065790.1	0	7
Ccl3	0	319
Ccl4	0	131
Ccl5	0	52
Ccl9	0	488
Ccm2	3	1085
Ccn1	0	2
Atf3	0	8
Ccnc	1	159
Ccnd1	3	141
Ccnd2	2	2106
Ccnd3	0	1577
Ccndbp1	1	85
Ccng1	0	247
Ccnh	1	2
Ccni	0	511
Ccnk	3	2176
Ccnl1	0	7
Ccnq	1	73
Ccnt1	1	305
Ccnt2	1	148
Ccny	2	2742
Ccnyl1	0	1450
Ccpg1	2	3185
Ccpg1os	0	40
Ccr5	0	433
Ccrl2	0	3
Ccs	3	47
Ccser2	2	1536
Cct2	2	599
Armt1	1	11
Cct3	1	22
Cct4	1	200
Cct5	1	13
Brcc3	1	12
Cct6a	2	738
Cct7	3	2722
Cct8	2	2787
Ccz1b	1	250
Atad2	1	11
Cd14	3	884
Cd151	0	57
Angptl6	0	9
Cd163	0	1547
Cd164	3	55
Cd180	0	152
Auts2l1	0	2
Cd2	0	323
Cd200r1	1	173
Cd200r1l	1	12
Cd22	0	1788
Cd226	0	262
Cd24	2	39
Cd247	0	67
Cd274	0	604
Cd276	0	893
Cd2ap	0	549
Cd2bp2	2	3100
Cd300a	0	389
Cd300le	2	108
Cd300lf	2	42
Ccdc159	2	1
Cd300lg	0	22
Cd302	1	44
Cd37	0	2399
Cd38	0	743
Cd3e	0	157
Cd40	0	17
Cd44	0	624
Cd47	0	381
Cd48	1	34
Cd52	0	16
Cd53	0	358
Cd59	1	211
Cd5l	0	78
Cd63	0	216
Cd68	0	1886
Cd69	0	3
Cd3g	0	5
Cd7	0	52
Cd74	0	456
Cd79a	0	129
Cd81	1	34
Cd82	3	1668
Cd84	0	698
Cd86	0	117
Cd8a	0	45
Cd8b	0	12
Cd93	0	217
Cdadc1	1	244
Cdan1	2	721
Cdc123	1	313
AABR07005806.1	1	15
Cdc14b	2	1167
Cdc16	0	760
Cdc20	1	4
Cdc23	2	2402
Cdc25a	0	1158
Cdc25b	0	63
Cdc25c	0	10
Cdc27	2	1241
Cdc34	1	28
Cdc37	3	2830
Cdc37l1	1	182
Cdc40	2	1994
Cdc42	1	319
Cdc42bpa	0	1000
Bbs10	1	10
Cdc42bpb	3	3296
Cdc42bpg	3	1497
Cdc42ep1	0	574
Cdc42ep2	3	198
Cdc42ep4	1	19
Cdc42se2	0	2030
Cdc5l	3	1840
Cdc73	2	931
Cdca4	0	32
Cdh1	3	1669
Cdh2	3	1238
Cdh5	0	1620
Cdin1	2	292
Cdip1	2	1550
Cdipt	3	3007
Cdk11b	2	1264
Cdk12	2	1351
Cdk13	1	19
Cdk14	2	1403
Cdk16	0	2789
Cdk18	3	2282
Cdk19	0	2264
Cdk2	0	2572
Cdk20	0	1642
Cdk2ap1	2	739
Cdk2ap2	2	848
Cdk4	0	1697
Cdk5	2	1675
Cdk5rap2	2	1228
Cdk5rap3	3	21
Cdk6	2	1559
Cdk7	1	122
Cdk9	1	11
Cdkal1	2	20
Cdkl5	2	1147
Cdkn1a	0	20
Cdkn2aip	1	27
Bola2	1	10
Cdkn2aipnl	1	32
Cdo1	1	17
Adh5	1	3
Angptl3	1	3
Cdon	2	1843
Cdr2l	2	542
Cds1	0	1227
Cds2	2	2595
Cdv3	0	2008
Cdyl	0	10
Cdyl2	3	35
Ceacam1	3	1237
Ceacam20	2	562
Ceacam4	0	121
Cebpb	0	93
Cebpd	0	75
Cebpz	2	2092
Cebpzos	1	89
Cecr2	2	1398
Celf1	2	3205
Celf2	1	131
Cemip	3	649
Cemip2	0	173
Cenpa	1	12
Cenpb	0	1759
Cenpc	1	117
Cenpj	3	2005
Cenpm	3	220
Cenpo	0	61
Cenpv	2	1768
Cep104	0	2107
Cep120	0	450
Cep131	3	2247
Cep152	1	176
Cep164	0	2849
Cep170	2	236
Cep170b	2	2938
Cep19	0	2228
Cep20	1	267
Cep250	2	1172
Cep295	1	19
Cep295nl	0	948
Cep350	2	1121
Cep43	1	88
Cep44	1	225
Cep57	1	44
Cep57l1	0	599
Cep63	2	34
Cep68	2	2272
Cep70	1	41
Cep76	2	214
Cep78	2	159
Cep83	2	1567
Cep85	0	434
Cep85l	3	102
Bag4	3	21
Cep89	0	2665
Cep95	2	359
Cep97	2	27
Cept1	1	58
Acot4	1	14
Cerk	0	2482
Cerkl	1	262
Cers2	3	1595
Cers4	2	1464
Cers6	0	1093
Cert1	2	491
AABR07072108.1	1	30
Ces1c	1	21
Ces1d	1	2
Ces2a	3	83
Ces2c	0	345
Ces2g	3	22
Ces2h	1	27
Ces4a	3	617
Cesl1	3	40
Cetn3	1	75
Cfap126	0	7
A2ml1	0	1
Cfap20	1	24
Cfap20dc	1	112
Cfap36	1	18
Atp6ap2	1	12
Cfap410	3	2752
Cfap97	1	20
Cfb	0	560
Cfd	0	2
Cfdp1	2	1731
Cfhr1	1	98
Cav2	1	2
Cfhr2	1	20
Cfi	2	1137
Cfl1	0	2434
Cfl2	1	249
Cflar	1	216
Cfp	1	9
Amdhd2	1	3
Cggbp1	1	64
Alg6	1	1
Cgn	2	1932
Cgnl1	0	673
Cgrrf1	1	149
Chac1	0	43
Chac2	1	147
Champ1	3	3132
Chchd1	1	191
Ccdc107	1	7
Chchd10	3	942
Chchd2	1	21
Chchd3	2	208
Chchd5	3	191
Chchd6	0	15
Ccdc62	1	15
Chchd7	0	31
Chd1	2	636
Chd1l	3	117
Chd2	3	474
Chd3	2	322
Chd4	3	3237
Chd6	2	1972
Chd7	0	528
Chd8	2	3665
Chd9	2	1979
Chdh	3	340
Chek2	2	5
Cherp	3	2833
Chfr	1	31
Chi3l1	0	1204
Chic2	0	391
Chid1	0	40
Chkb	2	190
Chm	1	53
Chmp1a	1	42
Chmp2a	0	143
AABR07007675.1	1	6
Chmp2b	1	9
Chmp3	2	2396
Chmp4b	3	3238
Chmp5	1	148
Chmp6	0	902
Chmp7	3	2366
Chn2	2	714
Chordc1	1	29
Chp1	3	2388
Chpf	0	1213
Chpf2	0	1167
Chrac1	1	150
Chrd	0	303
Chrne	2	364
Chst12	0	1877
Chst14	0	1622
Chst15	2	1673
Chst9	1	7
Chsy1	0	1170
Chtf8	3	2723
Chtop	2	1950
Chtopl1	2	2082
Chuk	1	151
Churc1	1	243
Ciao1	2	65
Ciao2a	1	183
Ciao2b	2	310
Ciao3	3	2672
Ciapin1	1	41
Arrdc3	1	2
Ascc1	1	5
Ciart	0	348
Cib1	3	1786
Cibar1	1	16
Cic	0	1031
Cidea	3	17
Cideb	3	2619
Cidec	0	1060
Ciita	0	273
Cilk1	0	2473
Cinp	1	197
Cipc	3	1700
Cir1	2	2093
Cisd1	1	9
Cisd3	0	2394
Cish	0	17
Cit	0	351
Cited2	0	147
Ciz1	2	1672
Ckap4	0	743
Ckap5	3	1618
Ckb	0	2153
Cklf	1	103
Cks1b	1	121
Clasp1	2	2852
Clasp2	3	2648
Clasrp	2	588
Clcc1	2	13
Clcn2	3	1513
Clcn3	2	2553
Clcn4	1	55
AC094212.1	1	9
Clcn5	2	1136
Clcn6	3	1838
Clcn7	2	2819
Cldn1	1	23
Cldn12	2	1996
Cldn14	1	37
BC024139	1	18
Cldn2	0	566
Cldn3	3	1217
Clec12a	0	166
Clec14a	1	24
Clec16a	2	2055
Clec1a	1	35
Clec1b	1	112
Clec20a	1	109
Clec2g	1	138
Clec4a1	0	651
Clec4a2	0	225
Clec4a3	0	212
Clec4d	0	34
Clec4e	0	20
Clec4f	1	3
Clec4g	0	228
Clec5a	1	328
Clec7a	0	29
Clic1	0	664
Clic2	0	243
AABR07028615.2	2	16
Clic4	3	3100
Clint1	2	2011
Clip1	0	1964
Clip2	0	2085
Clk1	1	45
Clk2	3	3047
Clk3	2	95
Clk4	1	139
Clmn	2	285
Cln3	3	1690
Cln5	0	1261
Cln6	0	1287
Cln8	3	587
Clns1a	1	68
Clock	2	778
Clp1	1	39
Clpb	3	2154
Clpp	3	148
Clptm1	3	2862
Clptm1l	3	2650
Clpx	1	30
Clstn1	0	858
Clta	0	1954
Cltb	0	2137
Cltc	3	870
Clu	0	1901
Cluap1	2	885
Cluh	3	2145
Clybl	3	863
Cmas	2	596
Bnip1	1	8
Cmbl	1	39
Adgrv1	1	9
Cmc2	3	9
Cmip	3	2780
Cmklr1	0	1796
Cmpk1	1	171
Cmpk2	1	56
AABR07025140.1	1	4
Cmss1	3	248
Cmtm3	0	1877
Cmtm4	2	1945
Cmtm6	2	1150
Cmtm7	0	684
Cmtm8	1	37
Cmtr1	2	2844
Cmtr2	0	946
Cmya5	2	1279
Cnbd2	0	578
Cnbp	1	8
Cndp1	0	273
Cndp2	3	1140
Cnep1r1	2	417
Cnih1	1	154
Cnih4	1	346
Cnksr3	0	210
Cnn2	0	1330
Cnn3	0	843
Cnnm2	0	842
Cnnm3	3	2606
Cnnm4	3	2052
Cnot1	3	3170
Cnot10	2	1851
Cnot11	0	2610
Cnot2	2	2693
Cnot3	2	2640
Cnot4	2	1655
Cnot6	0	977
Cnot6l	3	110
Cnot7	1	338
Cnot8	1	30
Cnot9	2	2215
Cnp	0	1555
Cnppd1	1	4
Anxa4	1	1
Cnpy2	1	198
Cnpy3	0	2942
Cnr2	1	133
Cnrip1	0	641
Cnst	0	503
Cntfr	0	360
Cntrl	2	2114
Coa3	1	223
Coa4	2	578
Coa7	2	1131
Coa8	1	30
Coasy	3	1301
Cobl	3	2762
Cobll1	3	978
Cog1	3	2621
Cog2	3	1279
Cog3	2	1278
Arl6	2	3
Cog4	2	393
Cog5	2	730
Cog6	2	2354
Cog7	2	2638
Cog8	3	3073
Coil	1	10
Col12a1	0	316
Col13a1	0	653
Col14a1	0	1777
Col18a1	0	1128
Col1a1	3	941
Col1a2	0	755
Col20a1	1	250
Col3a1	0	498
Col4a1	0	584
Col4a2	0	1045
Col5a1	3	1473
Col5a2	0	6
Col6a1	0	709
Col6a2	0	626
Col6a3	3	431
Colec10	0	40
Colec11	1	145
Colec12	1	4
Colgalt1	3	2272
Commd10	3	528
Commd3	2	120
Commd5	3	697
Commd6	1	124
Commd7	2	370
Commd8	2	17
Commd9	3	1792
Comt	3	5
Comtd1	3	651
Cop1	2	2585
Copa	3	2826
Copb1	3	95
Cope	1	49
Copg2	2	1788
Coprs	1	128
Cops2	1	37
Cntf	1	2
Cops3	1	296
Cops4	3	90
Cops5	3	191
Cops6	3	2134
Cops7a	3	73
Cops7b	2	1746
Cops8	2	2353
Copz1	3	2176
Copz2	3	47
Coq10a	3	371
Coq10b	1	30
Coq2	3	1685
Coq3	1	209
Coq4	3	1200
Coq5	1	17
Apol3	1	6
Cdk10	1	6
Coq6	3	378
Coq7	3	302
Coq8a	1	12
Coq8b	3	1134
Coq9	3	98
Coro1a	0	42
Coro1b	0	737
Coro1c	3	1832
Coro7	3	1865
Cotl1	0	1953
Cox10	2	1757
Cox11	1	66
Cox15	3	2969
Cox18	3	514
Cox19	1	98
Cox4i1	1	111
Cox5a	3	872
Cox5b	3	433
Cox6a1	3	1709
Cox6b1	3	810
Cox6c	1	155
Cox7a2l	1	15
Cox7b	1	139
Cox7c	1	131
Cp	0	141
Cpa2	2	97
Cpamd8	3	450
Cpb2	0	1279
Cpd	0	314
Cpeb3	2	935
Cpeb4	2	249
Cped1	2	53
Cpg1	1	454
Cplane2	2	561
Cplx2	0	953
Cpm	0	163
Cpn1	3	964
Cpn2	0	1557
Cpne1	2	1556
Cpne2	0	1744
Cpne3	0	2500
Cpne8	0	51
Cpox	3	1483
Cpped1	3	1119
Cpq	2	474
Cps1	3	88
Cpsf1	3	2078
Cpsf2	2	2886
Cpsf3	1	17
Cep192	1	12
Cpsf4	0	1269
Cpsf6	1	34
Cpsf7	2	147
Cpt2	2	233
Cptp	2	1403
Cpz	0	974
Cr1l	0	1188
Cracr2b	0	123
Cradd	2	164
Cramp1	2	955
Crat	1	17
Crbn	1	39
Creb1	2	1206
Creb3l1	2	2245
Creb3l2	3	996
Creb3l3	2	91
Crebbp	2	2306
Crebl2	2	2747
Crebzf	1	120
Creg1	3	132
Creld1	0	1779
Creld2	2	11
Crem	1	18
Crim1	0	1340
Crip1	0	129
Crip2	0	1404
Cript	1	330
Crispld2	0	401
Crk	1	28
Crkl	3	1688
Crlf2	0	845
Crlf3	0	646
Crls1	1	138
Crnkl1	1	36
Crot	1	1
Crtapl1	0	43
Crtc1	2	342
Crtc2	0	1314
Crtc3	0	1718
Cry1	1	12
Cry2	3	1352
Cryab	3	267
Crybg1	3	2117
Crybg2	2	1025
Crybg3	0	636
Cryl1	3	329
Cryz	3	931
Cryzl1	1	103
Cs	3	2845
Csad	0	5
Csde1	1	90
Cse1l	3	1209
Csf1	0	2689
Csf1r	0	1716
Csf2ra	0	1920
Csf2rb	0	1145
Csf3r	0	726
Csgalnact1	0	22
Csgalnact2	0	212
B3gnt2	0	9
Csk	0	2657
Csmd1	3	28
Csnk1a1	2	306
Csnk1d	3	2747
Csnk1e	0	691
Csnk1g1	2	2099
Csnk1g2	0	1740
Csnk1g3	2	1601
Csnk2a1	2	3047
Csnk2a2	0	1930
Crebrf	0	21
Csnk2b	3	1874
Cspp1	2	894
Csrnp1	0	76
Agt	0	5
Csrp1	0	21
Cst3	1	8
Cst7	0	251
Clec10a	0	2
Cstb	1	26
Cstf1	3	3010
Cstf2	3	294
Cstf2t	1	15
Cstf3	1	22
Ctbp1	3	2799
Ctbp2	0	249
Ctc1	3	1453
Ctcf	2	1915
Ctdnep1	3	3254
Ctdp1	0	133
Ctdsp1	3	3234
Ctdsp2	2	2707
Ctdspl	3	747
Ctdspl2	1	168
Ctf1	3	2403
Cth	3	22
Ctif	2	608
Ctla2a	0	156
Ctnna1	3	2907
Ctnnal1	1	55
Ctnnb1	3	2010
Ctnnbip1	0	227
Ctnnbl1	2	1440
Ctnnd1	3	3358
Ctns	3	1148
Ctps1	0	570
Ctps2	3	43
Ctr9	0	19
Ctsa	0	2709
Ctsb	0	2424
Ctsc	2	349
Ctsd	3	399
Ctse	0	294
Ctsf	3	596
Ctsh	1	175
Ctso	0	2547
Ctss	0	396
Ctsw	0	20
Ctsz	0	1683
Cttn	3	1269
Cttnbp2	2	82
Ccdc38	3	4
Cttnbp2nl	0	1129
Ctu1	3	1294
Ctu2	2	327
Cuedc1	0	898
Cul1	2	211
Cul2	1	71
Cul3	1	195
Cul4a	2	2255
Cul4b	1	134
Cul5	1	46
Casp8ap2	1	12
Cul7	2	95
Cul9	2	2609
Cuta	3	1676
Cutc	2	38
Cux1	3	2635
Cux2	3	169
Cwc15	2	34
Cwc22	2	1069
Cwc25	3	2513
Cwc27	0	572
Cwf19l2	2	457
Cxadr	3	1109
Cxcl10	0	46
Cxcl11	3	654
Abhd5	3	1
Cxcl12	1	16
Cxcl16	0	548
Cxcl2	0	7
Cxcl9	0	59
Cxcr2	0	619
Cxcr4	0	351
Cxcr6	0	5
Cxxc1	2	2555
Cxxc5	0	2373
Cyb561	0	53
Cyb561a3	0	2189
Cyb561d1	3	1116
Cyb561d2	1	10
Cyb5a	3	1126
Cyb5b	3	1289
Cyb5d1	2	1292
Cyb5d2	2	1256
Cyb5r1	0	1766
Cyb5r3	3	781
Cyb5r4	1	48
Cyb5rl	0	558
Cyba	1	17
1110065P20Rik	1	2
Cybb	0	795
Cybc1	2	3401
Cybrd1	0	842
Cyc1	3	1086
Cycs	2	29
Cyfip1	3	78
Cyfip2	0	966
Cygb	0	1084
Cyhr1	1	68
Cyld	2	437
Cyp17a1	0	190
Cyp1a2	3	464
Cyp20a1	0	273
Cyp26b1	0	59
Cyp27a1	3	528
Cyp2a1	3	39
Cyp2a2	1	15
Cyp2b2	3	3
Cyp2b3	1	24
Cyp2c12	1	32
Cyp2c22	1	95
Cyp2c23	3	481
Cyp2c7	1	46
Cyp2d2	3	1366
Cyp2d3	3	980
Cyp2d4	3	892
Cyp2d5	3	11
Cyp2e1	3	448
Cyp2f4	2	1452
Cyp2j4	1	67
Cyp2r1	1	41
Cyp2t1	2	964
Cyp2u1	0	8
Cyp39a1	3	150
Cyp3a62	0	11
Cyp4a1	1	66
Cyp4a2	1	30
Cyp4a3	1	4
Cyp4a8	2	23
Cyp4b1	0	285
Cyp4f1	3	1272
Cyp4f39	3	471
Cyp4f4	3	761
Cyp4f5	0	52
Cyp4f6	2	387
Cyp51	3	51
Cyp7b1	1	22
Cyria	0	1735
Cyrib	0	463
Cysltr2	1	424
Cystm1	3	566
Cyth1	0	2145
Cyth2	0	894
Cyth3	0	937
Cyth4	0	122
Cytip	0	107
Cyyr1	1	2
D030056L22Rik	1	158
D2hgdh	3	2308
D5Ertd579e	3	2485
Daam1	2	1249
Dab1	2	19
Dab2	0	517
Alox15	0	1
Dab2ip	3	1225
Dact2	3	164
Dad1	3	2585
Dag1	3	890
Daglb	3	2944
Dalrd3	3	2128
Dao	3	47
Dap	0	1101
Dap3	0	447
Dapk1	2	2013
Dapk2	0	3
Dapk3	3	1675
Dapp1	1	10
Dars1	1	16
Dars2	3	2659
Daxx	2	381
Dazap1	0	947
Dazap2	0	1983
Dbf4	0	13
Dbi	1	114
Dbndd2	0	548
Dbnl	3	3033
Dbp	0	282
Dbt	3	527
Dcaf1	2	1317
Dcaf10	3	1458
Dcaf11	3	838
Dcaf12	2	3413
Dcaf13	3	339
Dcaf15	3	479
Dcaf17	1	18
Dcaf4	2	1047
Dcaf5	2	3139
Dcaf6	2	1991
Dcaf7	2	3404
Dcaf8	3	2204
Dcakd	3	352
Dcbld1	0	1930
Dcbld2	0	17
Dchs1	2	793
Dclre1a	2	1635
Dclre1b	0	369
Dclre1c	0	22
Dcn	1	4
AABR07065823.2	1	1
Dcp1a	2	2678
Dcp1b	0	1278
Dcp2	2	658
Dcst1	3	232
Dctn1	3	1960
Dctn2	3	1938
Dctn3	1	279
Dctn4	0	1817
Dctn5	2	3563
Dctn6	0	1421
Dctpp1	1	33
Dcun1d1	1	26
Dcun1d2	2	2254
Dcun1d3	2	1743
Dcun1d4	2	95
Dcun1d5	2	136
Dda1	0	2205
Ddah1	0	457
Ddb1	3	1898
Ddb2	2	65
Ddc	3	152
Ddhd1	2	170
Ddhd2	2	297
Ddi2	3	1096
Ddit3	0	944
Ddo	1	2
Ddost	3	1205
Ddr2	0	1217
Ddrgk1	3	723
Ddt	3	1489
Ddx1	3	2627
Ddx10	2	204
Ddx17	1	34
Ddx19a	1	29
Ddx19b	2	2330
Ddx20	2	1296
Ddx21	0	1627
Ddx23	3	3005
Ddx24	3	2522
Ddx27	2	2873
Ddx28	2	1629
Ddx31	2	137
Ddx39a	0	191
Ddx39b	2	219
Ddx3x	1	15
Ddx41	3	2656
Ddx42	2	2634
Ddx46	0	2446
Ddx47	2	381
Ddx49	3	10
Ddx5	0	64
Ddx50	1	20
Ddx51	2	2170
Ddx52	1	99
Ddx55	0	1365
Ddx56	3	2693
Ddx58	3	2284
Ddx59	0	72
Ddx6	3	2882
Deaf1	0	1633
Decr1	3	146
Dedd	3	2804
Dedd2	1	10
Atg101	1	3
Atg14	1	5
Def8	2	481
Degs1	3	3095
Dek	1	18
Dele1	2	2503
Dennd10	2	211
Dennd11	2	1977
Dennd1a	3	1779
Dennd1b	2	882
Dennd1c	0	1509
Dennd2a	0	1092
Dennd2b	3	2445
Dennd2d	0	29
Dennd3	0	1454
Dennd4a	0	478
Dennd4b	2	2143
Dennd4c	1	27
Dennd5a	0	2462
Dennd5b	2	1311
Dennd6a	1	60
Cdkn1b	1	6
Dennd6b	3	338
Denr	1	103
Depdc5	2	362
Depdc7	1	60
Depp1	3	45
Deptor	2	2642
Dera	3	711
Derl1	0	16
Derl2	1	33
Des	0	46
Desi1	3	2698
Desi2	0	968
Det1	2	1925
Dffa	2	2209
Dffb	2	573
Dgat1	1	12
Dgat2	3	996
Dgcr2	3	3175
Dgka	2	1010
Dgkd	2	1391
Dgkh	0	671
Dgkq	2	410
Dgkz	2	2124
Dglucy	0	474
Dguok	2	1398
Dhcr24	3	789
Dhcr7	3	1175
Dhdds	0	139
Atp6ap1l	1	7
Dhdh	1	184
Dhfr	1	36
Dhps	3	18
Dhrs1	3	649
Dhrs11	3	1651
Dhrs3	3	2372
Dhrs4	2	1185
Dhrs7	2	1359
Dhrs7b	1	10
Dhtkd1	3	1344
Dhx15	1	322
Dhx16	3	2540
Dhx29	2	2271
Dhx30	2	3313
Dhx32	0	1526
Dhx33	2	1370
Dhx34	3	2483
Dhx35	2	1189
Dhx36	1	72
Dhx37	2	2451
Dhx38	3	3168
Dhx40	1	83
Dhx57	0	137
Dhx58	3	1532
Dhx8	2	3072
Dhx9	2	2499
Diablo	2	1516
Diaph1	0	2074
Dicer1	2	2811
Dido1	2	2087
Dimt1	1	3
Dio1	3	676
Dio3	0	91
Dip2a	3	2599
Dip2b	3	937
Dip2c	2	1997
Dipk1a	1	10
Dipk2a	1	22
Dis3	1	80
Dis3l	2	1941
Dis3l2	3	553
Disp1	0	1625
Dixdc1	3	285
Dkk3	0	738
Dlat	3	330
Dlc1	2	2485
Dld	1	4
Dlg1	1	10
Dlg3	2	2227
Dlg5	2	440
Dlgap4	0	1457
Dll1	3	228
Dll4	0	267
Dlst	3	2467
Dmac1	1	141
Dmac2	3	3045
Dmac2l	1	2
Dmap1	3	1920
Dmd	2	468
Dmgdh	3	1433
Dmpk	0	1146
Dmtf1	2	743
Dmtn	3	957
Dmwd	0	2729
Dmxl1	1	70
Dmxl2	3	1552
Dnaaf2	1	6
Dnaaf5	3	2307
Dnaaf9	2	1449
Dnai4	1	165
Dnaja1	1	11
Dnaja2	1	52
Dnaja3	2	1849
Dnaja4	2	2036
Dnajb1	2	1878
Dnajb11	3	1061
Dnajb12	3	2548
Dnajb14	2	2351
Dnajb2	3	2032
Dnajb4	0	243
Dnajb5	3	2019
Dnajb6	1	317
Dnajb9	1	39
Dnajc1	3	1762
Dnajc10	0	2035
Dnajc11	3	2915
Dnajc12	1	2
Dnajc13	2	1949
Dnajc14	2	1390
Dnajc15	1	310
Dnajc16	2	3184
Dnajc17	2	432
Dnajc18	2	1110
Dnajc19	1	114
Dnajc2	2	634
Dnajc21	1	3
Dnajc22	3	2342
Dnajc24	1	69
Dnajc25	3	789
Dnajc28	2	199
Dnajc3	3	678
Dnajc30	3	2901
Dnajc4	2	2502
Dnajc5	2	2756
Dnajc7	2	133
Dnajc8	2	3249
Dnajc9	1	31
Dnal4	0	2359
Dnase1l3	0	373
Dnase2	1	10
Dnase2b	3	46
Cdkn2b	3	4
Dnlz	1	13
Dnm1	2	154
Dnm1l	1	1
Dnm2	3	3094
Dnmbp	3	2399
Dnmt1	0	2261
Dnmt3a	0	1755
Dnmt3b	2	178
Dnpep	3	1203
Dnph1	1	8
Dnttip1	0	595
Dnttip2	2	202
Dock10	0	655
Dock11	0	18
Dock3	0	1022
Dock4	0	1119
Dock5	2	1212
Dock6	2	422
Dock7	2	443
Dock8	2	2211
Dock9	2	2892
Dohh	1	13
Dok2	1	2
Dok3	0	109
Dolk	3	2384
Dolpp1	2	3049
Donson	0	65
Dop1a	0	1122
Dop1b	3	489
Dot1l	2	982
Dpagt1	3	1686
Dpcd	2	8
Dpf2	3	3351
Dpf3	2	1928
Dph1	0	413
Dph2	0	1216
Dph5	2	321
Dph6	1	23
Dph7	2	10
Dpm1	1	122
Dpm3	1	86
Dpp3	3	1545
Dpp4	3	498
Dpp7	0	43
Dpp8	0	2919
Dpp9	3	3040
Dpt	1	40
Dpy19l1	3	1284
Dpy19l3	0	1298
Dpy19l4	1	56
Dpyd	1	4
Dpys	3	1233
Dpysl2	0	1934
Dpysl3	0	1189
Dpysl5	3	926
Dr1	1	66
Dram1	0	841
Dram2	1	73
Drap1	3	2909
Drg1	2	501
Drg2	3	2647
Drosha	0	3059
Dse	0	106
Dsg2	0	1738
Dsp	0	1036
Dst	0	864
Dstn	3	187
Dstyk	2	129
Dtd2	1	177
Dtnb	2	1969
Dtnbp1	1	12
A130010J15Rik	1	1
Dtwd1	2	1
Dtwd2	1	20
Dtx2	0	1073
Dtx3	0	257
Dtx3l	3	2385
Dtx4	2	897
Dus1l	3	290
Dus2	2	1935
Dus3l	3	450
Dusp10	0	141
Dusp12	1	173
Dusp14	0	29
Dusp16	1	2
Dusp18	0	1191
Dusp19	1	48
Dusp22	1	170
Dusp23	3	2515
Dusp3	0	64
Dusp5	0	135
Dusp6	0	1
Cxcl1	0	6
Dusp7	0	1654
Dusp8	0	171
Dut	3	1
Dvl1	1	38
Dvl3	2	2623
Dxo	3	1215
Dym	0	2691
Dync1h1	3	2300
Dync1i2	3	1454
AABR07036855.1	3	13
Dync1li1	3	2911
Dync1li2	2	908
Dync2h1	0	6
Dync2i1	2	548
Dynll1	2	893
Dynll2	3	1840
Dynlrb1	3	883
Dynlt1	0	424
Dynlt2b	1	94
Dynlt3	1	56
Dyrk1a	0	2329
Dyrk1b	2	2833
Dyrk2	2	2711
Dysf	0	1357
Dzank1	1	432
Dzip3	1	135
E130309D02Rik	3	3148
E2f2	0	1081
E2f3	2	2244
E2f4	0	3049
E2f6	2	2588
E4f1	2	2089
Eaf1	3	1788
Eapp	1	64
Ears2	3	56
Ebag9	1	3
Ebna1bp2	0	513
Ebp	3	817
Ecd	3	3017
Ece1	3	1693
Ech1	3	165
Echdc1	3	25
Echdc2	3	13
Echdc3	3	1271
Echs1	3	140
Eci1	1	3
Eci2	3	202
Eci3	2	36
Ecm1	3	1432
Ecpas	3	2616
Ecsit	3	2189
Edar	2	42
Edc3	2	99
Edc4	2	2177
