	cluster	degree
Edem1	0	131
Edem2	3	1913
Edem3	1	26
Edf1	3	1196
Ednra	0	188
Ednrb	0	679
Edrf1	1	15
Eea1	2	554
Eed	1	67
Eef1a1	2	481
Eef1akmt2	1	112
Eef1akmt4	0	57
Atp6v0e2	1	6
Eef1aknmt	2	756
Eef1b2	1	236
Eef1e1	1	224
Eef1g	0	1951
Eef2	0	2121
Birc5	0	3
Eef2k	3	1958
Eef2kmt	3	2129
Eefsec	2	2674
Eepd1	3	1134
Efcab14	0	3218
Efcab7	1	45
Efemp2	0	1147
AABR07034729.1	0	5
Efhd2	0	2654
Efl1	2	1074
Efna1	0	178
Efna4	0	148
Efna5	2	1302
Efnb1	0	1134
Efnb2	0	732
Akr1c15	1	21
Efr3a	2	1218
Eftud2	3	2159
Egf	1	50
Egfr	3	964
Egln1	0	2699
Egln2	3	169
Egln3	0	56
Egr1	0	74
Ehbp1	2	575
Ehbp1l1	0	1402
Ehd1	3	1946
Ehd2	0	788
Ehd3	0	16
Ehd4	0	1535
Ehhadh	3	64
Ehmt1	2	2984
Ehmt2	3	2755
Ei24	2	1029
Eid1	1	96
Eif1	1	27
Eif1a	1	74
Eif1ax	1	88
Eif1b	2	232
Eif2a	2	1416
Eif2ak1	2	2721
Eif2ak2	2	1074
Eif2ak3	3	161
Eif2ak4	3	386
Eif2b1	2	2209
Eif2b2	0	2584
Eif2b3	2	1055
Eif2b4	2	2424
Eif2b5	2	2654
Eif2d	3	10
Eif2s1	1	333
Eif2s2	1	96
Eif2s3x	1	163
Eif3a	2	53
Eif3b	3	2939
Eif3c	3	1722
Eif3d	1	4
Eif3el1	1	172
Eif3f	0	1052
Eif3g	3	1492
Eif3h	2	828
Eif3i	1	271
Eif3j	1	67
Eif3k	0	1803
Eif3l	0	1782
Eif3m	1	90
Eif4a1	2	313
Eif4a2	1	74
Eif4a3	3	2225
Eif4e	2	348
Eif4e2	2	3108
Eif4e3	0	1041
Eif4ebp1	0	731
Eif1ad	0	22
Eif4ebp2	3	2178
Eif4ebp3	3	18
Eif4enif1	2	2130
Eif4g1	3	2652
Eif4g2	1	12
Eif4g3	0	1334
Eif4h	3	2708
Eif5a	1	16
Apex1	1	4
Eif5b	3	670
Eif6	0	1836
Eipr1	2	453
Elac1	2	1164
Elac2	3	2553
Elapor1	3	26
Elavl1	2	2250
Elf1	1	11
Elf2	2	55
Elf4	0	2060
Elk1	1	13
Elk3	0	1418
Elk4	0	2074
Ell	3	386
Ell2	1	5
Elmo1	0	656
Elmo2	0	3347
Elmo3	2	1108
Elmod2	1	30
Elmod3	2	79
Eln	2	175
Eloa	2	3109
Elob	3	422
Eloc	1	189
Elof1	1	21
Elovl1	3	2520
Elovl2	3	25
Elovl5	3	128
Elovl6	3	79
Elp1	2	2316
Elp2	3	1596
Elp3	2	3142
Elp5	2	1776
Elp6	1	26
Emb	1	117
Emc1	3	2673
Emc10	3	2568
Emc2	1	92
Emc3	2	2185
Emc4	1	95
Emc7	1	31
Emc8	3	13
Emc9	3	878
Emcn	1	60
Eme2	2	6
Emg1	1	115
Emilin1	0	1324
Emilin2	0	1177
Eml1	0	459
Eml2	3	1629
Eml4	0	427
Eml5	1	311
Aknad1	1	1
Emp2	0	1214
Emp3	0	1660
Emsy	2	1969
Enc1	0	68
Abhd17b	0	5
Endog	3	68
Endov	3	1316
Eng	0	1540
Engase	2	1332
Eno1	3	2087
Enoph1	3	2059
Enox2	3	567
Enpep	2	205
Enpp1	2	363
Enpp2	1	4
Enpp3	3	1109
Enpp4	0	1664
Enpp5	0	292
Ensa	1	4
Entpd1	0	2162
Entpd4	2	921
Entpd5	3	2066
Entpd6	3	2311
Entpd7	0	1709
Entpd8	1	64
Entr1	0	2203
Eny2	1	5
Eogt	0	927
Eola2	3	25
Ep300	3	2968
Ep400	2	2975
Epas1	0	1115
Epb41	0	948
Epb41l1	0	1138
Epb41l2	0	1605
Epb41l4b	2	1262
Epb41l5	3	868
Epc1	2	440
Epc2	0	557
Epcam	0	351
Epg5	2	1954
Epha1	2	2563
Epha2	2	350
Epha3	3	80
Ephb4	0	680
Ephb6	2	940
Ephx1	3	238
Ephx2	1	1
Epm2a	0	71
Epm2aip1	1	124
Epn1	3	3280
Epn2	0	931
Epop	3	525
Eppk1	0	544
Eprs	0	622
Eps15	2	1814
Eps15l1	0	2599
Eps8	0	526
Eps8l2	3	1686
Epsti1	0	627
Eral1	3	284
Erap1	2	271
Erbb3	3	1340
Erbin	1	33
Erc1	2	2848
Ercc1	3	3220
Ercc2	2	692
Ercc3	3	2614
Ercc4	2	1985
Ercc5	1	186
Ercc6	2	1902
Ercc6l2	2	509
Ercc8	0	5
Erf	0	311
Erg	0	596
Erg28	0	684
Ergic1	2	1904
Ergic2	1	164
Erh	1	198
Eri1	2	599
Eri2	1	7
Eri3	2	965
Erich1	2	860
Erich6	1	198
Erlec1	0	1184
Erlin1	1	111
Erlin2	3	3230
Ermard	1	5
Dus4l	1	1
Ern1	2	1267
Ero1a	3	2333
Ero1b	3	634
Erp29	3	1646
Erp44	1	58
Errfi1	3	398
Esam	0	797
Esco1	1	59
Esd	2	2060
Esf1	1	68
Esm1	0	9
Esr1	2	351
Esrp2	3	1156
Esrra	1	11
Esrrg	3	854
Ess2	0	2391
Esyt1	0	2634
Esyt2	3	665
Etaa1l1	1	31
Etf1	0	1264
Etfa	1	64
Etfb	3	54
Etfbkmt	2	10
Etfdh	2	254
Etfrf1	1	170
Ethe1	3	602
Etl4	2	1306
Etnk1	0	682
Etnk2	3	1471
Etnppl	3	69
Ets1	0	1496
Ets2	0	152
Etv3	2	1160
Etv5	0	123
Etv6	2	1061
Eva1b	0	1319
Eva1c	1	65
Evc	2	64
Evi5	3	108
Evi5l	2	1651
Evl	0	1047
Ewsr1	2	994
Exd2	2	1347
Exo5	0	374
Exoc1	2	2838
Exoc2	2	1453
Exoc3	2	3003
Exoc3l2	0	173
Exoc4	2	1497
Exoc5	1	97
Exoc6	0	391
Exoc6b	2	1842
Exoc7	3	2164
Exoc8	3	1106
Exog	1	249
Exosc1	2	2483
Exosc10	2	3057
Exosc2	2	1823
Exosc3	3	260
Exosc4	1	4
Exosc5	3	1350
Exosc7	3	865
Exosc8	1	252
Exosc9	2	41
Exph5	2	855
Ext1	0	2035
Ext2	0	2987
Extl1	2	416
Extl2	2	731
Extl3	0	2786
Eya3	2	3532
Ezh1	0	2654
Ezh2	2	367
Ezr	0	1568
F10	3	1294
F11	2	1005
F11r	3	682
F12	3	88
F13b	1	55
F2	1	8
F2r	0	680
F5	0	754
F7	0	221
F8	2	1077
F8a1	3	2149
F9	0	33
Faah	3	1752
Faap100	1	50
Faap20	0	2226
Faap24	1	5
Fabp1	1	21
Fabp2	1	98
Fabp3	2	506
Fadd	2	2307
Fads1	3	1147
Fads2	3	841
Fads3	0	619
Fads6	3	679
Faf1	2	662
Faf2	3	3268
Fah	3	1115
Fahd1	3	629
Fahd2a	3	67
Cfap298	3	4
Faim	2	58
Fam102a	3	1794
Fam102b	0	9
Fam104a	1	114
Fam107b	1	8
Fam110a	0	1394
Fam114a1	0	12
Fam114a2	2	2837
Fam117a	0	2043
Fam117b	0	657
Fam118a	0	124
Fam118b	1	26
Fam120a	3	2895
Fam120b	2	2723
FAM120C	2	2454
Fam126a	2	22
Fam126b	1	43
Fam131a	1	53
AABR07008066.2	1	2
Fam133b	1	27
Fam135a	2	139
Fam136a	1	95
Fam13a	2	983
Fam13b	2	1192
Fam149a	3	1674
Fam149b1	2	1780
Fam151b	2	64
Fam162a	1	72
Fam167a	0	1196
Fam167b	0	878
Fam168a	3	3270
Fam168b	0	3002
Fam171a1	0	1113
Fam172a	0	32
Fam174a	1	34
Fam174b	1	434
Fam177a1	2	2519
Fam180a	0	81
Fam193a	2	2414
Fam193b	1	374
Fam199x	3	647
Fam20a	0	500
Fam20b	3	2716
Fam20c	0	2451
Fam210a	2	517
Fam210b	3	1007
Fam214a	2	1677
Fam214b	0	2526
Fam216a	1	23
Fam219a	2	778
Fam219b	3	2386
Fam220a	0	2
Fam222a	0	93
Fam222b	2	3134
Fam227b	1	6
Fam234a	2	2818
Fam234b	0	1167
Fam241b	1	9
Fam32a	2	3
Fam3a	3	2882
Fam3c	0	973
Fam43a	0	1531
Fam50a	3	1523
Fam53a	2	2323
Fam53b	2	2733
Fam53c	0	2383
Fam76a	1	13
Fam76b	1	64
Fam83h	3	1360
Fam89a	0	281
Fam89b	0	1457
Fam8a1	1	48
Fam91a1	3	2306
Fam98a	2	1259
Fam98c	0	446
Fan1	2	1040
Fancc	0	92
Fance	2	138
Fancf	2	58
Fancg	2	1250
Fancl	1	138
Fancm	1	39
Efemp1	1	9
Farp1	2	662
Farp2	2	328
Fars2	3	410
Farsa	3	2996
Farsb	2	824
Fas	0	1038
Fasn	3	602
Fastk	3	1299
Fastkd1	2	1491
Fastkd2	1	41
Fastkd3	2	1637
Fat1	2	2923
Fat4	0	423
Fau	1	135
Faxdc2	0	396
Fbf1	2	2123
Fbh1	3	3283
Fbl	0	193
Fbln5	3	868
Fbn1	0	1195
Fbp1	2	513
Fbrs	0	2155
Fbrsl1	3	761
Fbxl12	1	154
Fbxl14	0	94
Fbxl17	3	770
Fbxl18	3	2320
Fbxl20	2	1208
Fbxl21	3	254
Fbxl3	1	16
Dbr1	1	1
Fbxl4	2	183
Fbxl5	1	89
Fbxl6	3	2379
Fbxl7	0	390
Fbxo11	1	77
Fbxo15	1	2
Fbxo21	3	1856
Fbxo25	3	2549
Fbxo28	3	2523
Fbxo3	3	387
Fbxo30	1	26
Fbxo31	0	841
Fbxo32	0	1119
Fbxo33	1	42
Fbxo34	3	649
Fbxo38	3	1059
Fbxo42	2	2142
Fbxo44	3	1609
Fbxo45	2	1620
Fbxo46	2	2222
Fbxo6	3	2126
Fbxo7	2	1191
Fbxo8	1	66
Fbxo9	1	135
Fbxw11	3	2271
Fbxw17	0	1181
Fbxw2	0	2076
Fbxw4	1	4
Fbxw5	3	3018
Fbxw7	2	2563
Fbxw8	3	1955
Fbxw9	3	1715
Fcer1g	0	1328
Fcf1	2	199
Fcgr1a	0	34
Fcgr2a	0	278
Fcgr2b	0	136
Fcgr3a	0	434
Fcgrt	1	50
Fcho2	2	200
Fchsd1	0	1118
Fchsd2	2	540
Fcnb	0	784
Fcrla	1	4
Fcsk	3	216
Fdft1	3	962
Fdx1	1	62
Fdx2	1	15
Fdxacb1	1	9
Fdxr	3	335
Fech	2	602
Fem1a	3	1509
Fem1b	2	2292
Fem1c	1	71
Fen1	3	1496
Fer	2	557
Fermt2	2	2752
Fermt3	0	1707
Fes	0	1109
Fetub	3	1049
Fez2	2	782
Fga	0	288
Fgb	0	285
Fgd1	2	1931
Fgd2	0	462
Fgd3	0	926
Fgd4	2	988
Fgd5	0	685
Fgd6	0	816
Fgf1	0	137
Fgf21	1	59
Fgfr1	0	2168
Fgfr1op2	2	464
Fgfr2	0	1456
Fgfr3	2	867
Fgfr4	0	1394
Fgfrl1	2	1522
Fgg	0	21
Elf3	0	2
Fggy	3	400
Fgl1	0	398
Fgl2	0	99
Fgr	0	1372
Fh	3	514
Fhip1a	0	842
Fhip1b	2	2820
Fhip2a	2	2709
Fhip2b	2	2960
Fhit	0	21
Fhl1	0	366
Fhl2	0	100
Fhl3	0	802
Fhod1	0	1308
Fibp	0	2575
Ficd	3	387
Fig4	2	2796
Fign	3	1320
Filip1l	0	666
Fip1l1	0	2135
Fis1	1	102
Fitm2	2	621
Fiz1	0	2923
Fkbp10	0	37
Fkbp11	0	119
Fkbp14	2	1206
Fkbp15	2	3051
Fkbp1a	2	2291
Fkbp2	3	164
Fkbp3	1	161
Fkbp4	2	499
Fkbp5	0	571
Fkbp7	1	72
Fkbp8	3	228
Fkbp9	0	2222
Fkbpl	2	1333
Fkrp	0	2684
Fktn	1	36
Flacc1	1	329
Flad1	2	1450
Flcn	1	5
Fli1	0	438
Flii	0	2315
Flna	0	1787
Flnb	3	2931
Flot1	0	1292
Flot2	0	1361
Flt1	0	665
Flt4	0	911
Flvcr1	1	3
Flvcr2	2	863
Flywch1	0	3293
Fmc1	1	20
Fmn1	3	648
Fmnl1	0	1578
Fmnl2	1	45
Fmnl3	0	918
Fmo1	3	18
Fmo3	2	233
Fmo4	1	45
Fmo5	0	13
Fmr1	1	112
Fn1	0	695
Fn3k	3	201
Fn3krp	3	2540
Fnbp1	0	1990
Fnbp1l	2	751
Fnbp4	1	552
Fndc3a	1	44
Fndc3b	0	1342
Fnip2	3	579
Fnta	3	738
Focad	3	2381
Folr2	0	1029
Fos	0	33
Fosl2	0	242
Foxa1	2	1305
Foxa2	3	1699
Foxa3	0	87
Foxf1	0	913
Foxj2	0	2559
Foxj3	2	1873
Foxk1	0	2809
Foxk2	0	1010
Foxn2	2	130
Foxn3	2	1329
Foxo1	2	1785
Foxo3	3	603
Foxo4	3	257
Foxp1	3	792
Foxp4	0	2032
Foxq1	0	109
Foxred1	2	2158
Fpgs	1	4
Fpgt	1	124
Frat1	0	1287
Frat2	3	1155
Frg1	2	1945
Frk	1	36
Frmd4a	0	1327
Frmd4b	3	444
Frmd6	0	2096
Frmd8	0	1020
Frrs1	3	1444
Frs2	2	2221
Frs3	2	791
Fryl	2	2966
Frzb	0	9
Fscn1	0	1831
Fsd1l	1	8
Fst	0	6
Fstl1	0	11
Ftcd	1	27
Fth1	3	2184
Ftl1	2	2235
Fto	3	2135
Ftsj1	3	147
Ftsj3	0	1351
Fubp1	1	253
Fubp3	3	1517
Fuca1	0	6
Fuca2	3	1886
Fundc1	1	21
Cd1d1	1	4
Fuom	3	43
Furin	3	2639
Fus	3	642
Fut11	0	2891
Fut8	2	311
Fuz	1	15
Fv1	1	11
Fxn	1	137
Fxr1	2	661
Fxr2	3	2238
Fxyd1	3	491
Fxyd2	0	657
Fxyd5	0	1528
Fxyd6	2	864
Fyb1	0	1095
Fyco1	2	1990
Fyn	0	761
Fyttd1	1	78
Fzd1	2	1940
Fzd4	3	153
Fzd5	3	283
Fzd6	0	367
Fzd7	2	626
Fzd8	2	239
Fzr1	3	2444
G0s2	2	23
G2e3	1	27
G3bp1	2	2476
G4	0	2232
G6pc3	0	2422
Gaa	3	1499
Gab1	0	2497
Gab2	0	1056
Gabarap	3	2357
Gabarapl1	3	1361
Gabarapl2	1	195
Gabbr1	2	787
Gabpa	1	60
Gabpb1	0	251
Gabpb2	0	2341
Gabrg3	1	7
Gadd45a	0	17
Gadd45b	0	16
Gadd45gip1	1	25
Gak	3	3191
Galc	1	85
Gale	3	636
Galk1	1	13
Dhrsx	1	2
Galk2	3	191
Galm	3	649
Galns	0	1928
Galnt1	2	2587
Galnt10	0	1991
Galnt18	0	272
Galnt2	0	1874
Galntl6	1	4
Galt	3	1044
Gamt	3	1358
Gan	2	203
Ganab	3	2261
Ganc	2	378
Gapdh	3	1281
Gapvd1	2	3254
Gar1	2	286
Garem1	0	339
Garnl3	3	729
Garre1	0	739
Gars	3	725
Gart	3	283
Gas2	1	122
Gas2l1	0	2706
Gas6	0	546
Gask1a	1	13
Gask1b	0	244
Gata4	3	2032
Gatad1	1	9
Gatad2a	3	3263
Gatad2b	0	2487
Gatb	3	751
Gatc	1	33
Gatd1	2	2116
Gatd3a	3	2494
Gatm	0	44
Gba	3	3361
Gba2	2	900
Gbe1	1	74
Gbf1	3	2965
Gbp2	0	216
Gbp4	0	48
Calhm6	0	3
Gbp5	0	223
Gbp6	2	25
Gbp7	0	7
Gc	0	1648
Gca	0	46
Gcat	3	593
Gcc1	2	2903
Gcc2	1	143
Abcg3l1	1	4
Gcdh	3	149
Gcfc2	2	254
Gcgr	2	819
Gch1	1	10
Gchfr	1	7
Gck	2	132
Gckr	2	315
Gclc	3	16
Gclm	1	9
Gcn1	1	33
Gcnt1	0	347
Gcnt2	0	298
Gcnt4	2	525
Gcsh	1	217
Gda	0	865
Emp1	0	3
Gdap2	2	2259
Gde1	3	438
Gdf15	3	44
Gdf2	2	1418
Gdi1	3	2122
Gdi2	1	158
Gdnf	2	258
Gdpd1	0	1599
Gdpgp1	3	1226
Gem	0	4
Gemin2	1	14
Gemin5	2	2742
Gemin6	1	194
Gemin8	2	2287
Gen1	1	27
Get1	2	47
Get3	3	2234
Get4	3	418
Gfap	0	597
Gfer	1	9
Gfm1	3	1409
Gfm2	2	1625
Gfod1	0	91
Gfod2	3	982
Gfpt1	3	1565
Gfpt2	0	4
Gfra3	0	316
Gfus	3	9
Gga1	3	2006
Gga2	3	1954
Gga3	2	2883
Ggct	3	1
Ggcx	3	109
Ggh	1	153
Ggnbp2	1	16
Ggps1	1	99
Ggt1	0	132
Ggta1	0	589
Ghitm	1	156
Ghr	1	51
Ghrh	1	86
Gid4	2	2720
Gid8	2	2627
Gigyf1	2	882
Gigyf2	1	64
Gimap4	0	158
Gimap5	0	108
Gimap6	1	44
Gimap7	0	86
Gimap9	0	223
Gin1	1	8
Ginm1	1	48
Gins2	1	169
Gins4	0	40
Giot1	1	50
Gipc1	0	1884
Git1	3	3141
Git2	2	702
Gja1	0	803
Gja4	0	18
Gjb1	1	9
Gjc3	1	71
Gk	1	73
Gkap1	0	1061
Gla	3	525
Glb1	0	2591
Glb1l	0	940
Glcci1	1	119
Glce	2	1145
Gldc	3	186
Gle1	2	575
Glg1	3	2694
Gli4	1	18
Glipr1	0	55
Glipr2	0	1456
Glmn	1	62
Glmp	3	2685
Glo1	3	369
Glod4	2	360
Glrx	2	719
Glrx2	1	208
Glrx3	1	56
Glrx5	1	20
Gls	1	2
Gls2	3	11
Glt1d1	3	264
Glt8d1	1	52
Gltp	0	1926
Gltpd2	3	1026
Glud1	1	40
Glul	3	2007
Glyat	1	26
Glyatl1	1	137
Glyatl2	3	12
Glyctk	3	2372
Glyr1	1	77
Gm11437	3	1545
Gm14137	1	42
Gm2a	0	370
Gm35549	1	38
Gm45871	1	112
Gm45902	0	107
Gmeb1	0	1162
Gmeb2	3	803
Gmfb	2	1298
Gmfg	0	22
Gmip	0	2518
Gmnn	1	17
Gmppa	3	1485
Gmppb	3	710
Gmpr2	2	543
Gmps	2	1832
Gna11	1	65
Gna12	2	2503
Gna13	3	2205
Gna14	0	42
Gnai1	0	442
Gnai2	0	2051
Gnai3	1	210
Gnaq	2	2768
Gnas	3	2716
Gnat1	0	213
Gnat3	1	36
Gnb1	0	2772
Gnb2	0	2134
Gnb4	0	312
Gnb5	2	2598
Gne	3	598
Gng11	1	69
Gng12	0	2410
Gng5	0	546
Gnl1	3	544
Gnl2	0	327
Gnl3	1	7
Gnl3l	3	2489
Gnmt	1	5
Gnpat	2	2340
Gnpda1	0	1203
Gnpda2	0	156
Gnpnat1	1	127
Gnptab	3	1193
Gnptg	3	1569
Gnrh1	1	58
Gns	3	2288
Golga1	1	308
Golga2	3	2403
Golga3	3	385
Golga5	0	1429
Golga7	3	2448
Golgb1	3	1336
Golm1	3	1951
Golph3	1	25
Btf3	1	3
Dna2	1	4
Golph3l	2	207
Golt1a	2	39
Golt1b	1	1
Gon4l	2	3245
Gon7	1	142
Gopc	2	509
Gorab	1	13
Gorasp1	0	1980
Gorasp2	3	2905
Gosr1	2	3198
Gosr2	3	2172
Got1	3	52
Got2	3	1250
Gpa33	0	313
Gpaa1	3	2397
Gpalpp1	2	2169
Gpam	3	286
Gpank1	0	2428
Gpat4	0	2710
Gpatch1	2	2648
Gpatch11	2	2024
Gpatch2	2	660
Gpatch2l	2	1956
Gpatch3	3	1584
Gpatch4	1	109
Gpatch8	2	1900
Gpbp1	2	185
Gpbp1l1	3	3045
Gpc4	0	1890
Gpcpd1	3	14
Gpd1	3	175
Gpd1l	0	855
Gpd2	2	587
Gphn	3	947
Gpi	3	1484
Gpkow	1	51
Gpld1	1	26
Ermp1	1	6
Gpn1	3	1756
Gpn2	2	2003
Gpn3	2	666
Gpnmb	0	906
Gpr107	3	1760
Gpr108	2	1761
Gpr12	1	39
Gpr137	3	2475
Gpr137b	0	1043
Gpr146	3	22
Gpr155	3	505
Gpr157	3	258
Gpr180	2	527
Gpr182	0	821
Gpr19	2	111
Gpr39	2	1720
Gpr4	0	834
Gpr89b	3	2768
Gprasp1	3	831
Gprc5c	2	1856
Gprin3	1	67
Gps1	3	1183
Gps2	0	2174
Gpsm1	0	302
Gpsm2	3	134
Gpsm3	0	1717
Gpt	3	112
Gpt2	3	174
Gpx1	1	31
Gpx2	0	48
Gpx4	1	133
Gpx8	1	54
Gramd1a	2	2839
Gramd1b	0	1481
Gramd1c	2	357
Gramd2b	3	657
Gramd4	0	523
Grap	0	9
Grb14	2	1701
Grb2	3	3092
Grb7	3	659
Greb1l	2	597
Grem2	0	886
Grhpr	1	38
Grina	0	2541
Gripap1	2	731
Grk2	0	2448
Grk3	0	1055
Grk4	1	85
Grk5	0	366
Grk6	0	2092
Grn	0	2282
Grpel1	1	54
Grsf1	1	306
Grwd1	2	2845
Gsap	0	859
Gsdma	1	38
Gsdmd	3	2337
Gse1	0	1072
Gsk3a	3	3039
Gsk3b	0	2762
Gskip	2	108
Gsn	3	1
Gspt1	2	2358
Gsr	3	636
Gss	3	354
Gsta1	3	32
Gsta2	3	28
Gsta3	3	7
Gsta4	3	317
Gsta5	3	16
Gsta6	1	125
Gstcd	2	1641
Gstk1	3	565
Gstm1	3	576
Gstm2	3	598
Gstm3	0	163
Gstm3l	0	296
Gstm6l	3	427
Gsto1	3	172
Gsto2	1	29
Gstp1	0	134
Gstt1	3	859
Gstt2	3	39
Gstt3	3	513
Gstz1	3	473
Gtdc1	0	250
Gtf2a1	2	2690
Gtf2a1l	1	168
Gtf2a2	1	167
Gtf2b	0	5
Gtf2e1	2	2676
Gtf2e2	1	213
Gtf2f1	0	1751
Gtf2f2	2	60
Gtf2h1	0	1355
Gtf2h2	2	379
Gtf2h3	0	408
Gtf2h5	1	272
Gtf2i	2	2868
Gtf2ird1	2	726
Gtf2ird2	2	246
Gtf3a	2	92
Gtf3c1	2	2529
Gtf3c2	2	1278
Gtf3c3	1	238
Gtf3c4	2	2322
Gtf3c5	2	3129
Gtf3c6	2	13
Gtpbp1	2	3552
Gtpbp10	1	208
Gtpbp2	0	527
Gtpbp3	3	1914
Gtpbp4	2	602
Gtpbp6	3	185
Gucd1	3	1185
Gucy1a1	1	27
Gucy1a2	1	98
Gucy1b1	0	271
Gucy1b2	2	348
Gucy2c	0	130
Guf1	1	145
Guk1	3	1767
Gulo	3	751
Gulp1	1	15
Gusb	1	7
Gvin1	1	62
Gxylt1	0	414
Gyg1	1	148
Gypa	0	5
Cyp2c13	0	1
Gypc	2	2116
Gys1	0	2145
Gys2	0	375
Gzf1	2	1021
Gzma	1	11
Gzmbl2	0	3
Gzmk	0	115
Gzmm	0	7
H19	2	15
H1f0	0	13
H1f2	0	19
H1f4	0	170
H2ac1	1	12
H2ax	2	1909
H2az1	1	248
H2az2	1	8
H2bc1	1	16
Ctsk	1	6
H2bc18	0	175
H3c1	0	7
H3f3a	1	49
H3f3c	1	19
Adh7	1	4
H4f3	0	7
H1f5	0	2
H6pd	3	263
Haao	3	1499
Habp2	3	1015
Habp4	3	200
Hacd1	0	105
Hacd3	3	1368
Hace1	1	14
Hacl1	1	4
Hadh	3	418
Hadha	3	1699
Hadhb	1	10
Hagh	1	19
Hal	3	149
Hamp	0	44
Hand2	0	587
Hao1	1	77
Hao2	1	13
Hapln3	0	583
Hars1	3	2601
Hars2	2	116
Hat1	1	323
Haus1	3	92
Haus3	1	25
Haus4	3	95
Haus5	2	66
Haus6	2	1764
Haus7	0	17
Haus8	1	4
AABR07057237.1	1	3
Hax1	1	17
Hbegf	1	9
Apold1	1	5
Hbp1	3	191
Hbs1l	2	1461
Hcar2	0	16
Hccs	1	83
Hcfc1	3	2716
Hcfc1r1	3	2437
Hcfc2	2	310
Hck	0	859
Hcls1	0	2119
Hcst	0	15
Hdac1	0	3262
Hdac10	2	1711
Hdac2	2	1655
Hdac3	0	111
Hdac4	2	1027
Hdac5	2	2628
Hdac6	0	1684
Hdac7	0	1293
Hdac8	3	301
Hdac9	0	468
Hddc2	2	823
Hddc3	2	506
Hdgf	3	2759
Hdgfl2	3	3107
Hdgfl3	1	51
Hdhd2	1	280
Hdhd5	1	25
Defb25	1	8
Hdlbp	3	1886
Heatr1	2	816
Heatr3	1	2
Heatr5a	2	1025
Cwf19l1	1	6
Heatr5b	2	2817
Heatr6	0	172
Hebp1	1	30
Heca	3	116
Hectd1	2	2004
Hectd2	1	9
Hectd3	2	3279
Hectd4	2	2491
Hecw2	0	1186
Heg1	3	2788
Helb	2	1251
Helq	2	340
Helz	2	1908
Helz2	2	1042
Herc1	0	2590
Herc2	2	2961
Herc3	3	673
Herc4	1	130
Herc6	1	12
Herpud1	3	828
Herpud2	1	574
Hes1	0	14
Hes6	3	708
Hexa	3	2159
Hexb	2	730
Hexd	1	49
Arfip2	1	2
Hexim1	3	3405
Hexim2	3	1592
Hey1	0	12
Heyl	3	293
Hfe	3	50
Hgd	3	293
Hgfac	2	1468
Hgh1	3	2240
Hgs	3	3019
Hgsnat	2	1900
Hhat	1	71
Hhex	1	5
Hhip	0	903
Hhipl1	3	76
Hiatl3	1	49
Hibadh	3	375
Hibch	1	16
Hic1	3	1344
Hic2	2	482
Hid1	0	1168
Hif1a	1	14
Hif1an	2	2454
Higd1a	1	88
Higd2a	0	248
Hikeshi	1	45
Hinfp	1	61
Hint2	1	5
1110038F14Rik	1	4
Hint3	1	31
Hip1	0	1733
Hip1r	3	818
Hipk1	2	2766
Hipk3	0	1038
Hira	2	3031
Hirip3	3	948
Hist1h2ac	0	13
Hist1h2ail1	0	82
Hist1h2ak	0	11
H1f1	1	4
Hist1h2an	1	90
Hist1h2bc	1	66
Hist1h2bg	1	3
Hist1h2bq	1	109
Hist1h3b	0	47
Hist1h4m	1	124
Hist2h3c2	0	748
Hist3h2a	1	59
Cers5	1	3
Hivep1	3	764
Hivep2	0	1314
Hivep3	3	181
Acsl3	0	3
Hjv	2	2242
Hk1	0	2015
Hk3	0	104
Hlcs	2	738
Hlf	2	1373
Hltf	3	4
Hlx	0	432
Hm13	3	1524
Hmbox1	2	1931
Hmbs	3	1932
Hmces	3	2285
Hmcn1	0	300
Hmg20a	2	1419
Hmg20b	3	2080
Hmga1	0	1949
Hmgb1	1	104
Hmgb2l1	0	22
Hmgb3	1	7
Hmgcl	3	47
Hmgcr	3	68
Hmgcs1	0	7
Hmgcs2	2	1150
Hmgn1	3	1428
Hmgn2	1	216
Hmgxb3	3	2058
Hmgxb4	2	1697
Hmox1	0	460
Hmox2	2	3076
Hnf1a	2	2520
Hnf1b	2	2976
Hnf4a	2	2676
Hnf4g	1	5
Hnrnpa0	3	1464
Hnrnpa1	0	859
Hnrnpa3	1	30
Hnrnpab	0	2216
Hnrnpc	1	24
Hnrnpd	0	210
Hnrnpdl	1	126
Hnrnpf	1	257
Hnrnph1	1	24
Hnrnph2	2	1
Hnrnph3	2	298
Hnrnpk	0	948
Hnrnpl	0	1712
Hnrnpll	1	81
Hnrnpm	3	1412
Hnrnpr	1	57
Hnrnpu	2	651
Hnrnpul1	3	2888
Hnrnpul2	3	2729
Hoga1	3	98
Homer1	0	1
Homer2	2	689
Homer3	0	246
Homez	3	57
Hook2	0	331
Hopx	0	90
Hp	0	304
Hp1bp3	3	2695
Hpcal1	0	2137
Hpd	3	656
Hpf1	1	36
Hpgd	1	4
Hpgds	0	97
Hpn	3	69
Hprt1	1	168
Hps1	2	999
Hps3	0	107
Hps4	3	759
Hps5	0	787
Hps6	3	2642
Hpse	0	1
Hpx	0	869
Hras	1	20
Hrg	3	856
Hs1bp3	3	2323
Hs2st1	0	2533
Hs3st3b1	3	2034
Hs6st1	0	2383
Hsbp1	1	322
Hscb	1	212
Fmo2	1	11
