	cluster	degree
Bloc1s2	3	1084
Bloc1s3	1	329
AABR07057423.1	1	15
Bloc1s4	3	1461
Bloc1s5	3	2978
Blvra	1	884
Blvrb	1	1334
Blzf1	2	2771
Bmf	0	1272
Bmi1	2	2845
Bmp1	1	254
Bmp2	1	871
Bmp2k	0	1964
Bmper	1	290
Bmpr1a	0	1952
Bmpr2	0	4190
Bms1	0	1249
Bmt2	2	1335
Bmyc	3	2738
Bnc2	0	293
Bnip1	2	1705
Bnip2	0	3190
Bnip3	3	2093
Bnip3l	3	3172
Bnip5	4	446
AABR07062670.1	4	25
Boc	0	3804
Bod1	2	1288
Bod1l1	0	995
Bok	1	295
Bola1	3	246
Bola2	1	1282
Bola3	2	1727
Bop1	3	1608
Bora	0	563
Borcs5	0	625
Borcs6	1	1014
Borcs7	0	264
Borcs8	3	2819
Bpgm	2	532
Bphl	1	1172
Bpifc	4	12
Bpnt1	3	2736
Bpnt2	2	2569
Bptf	0	2447
Braf	0	2678
Brap	3	3354
Brat1	1	2464
Brca2	0	1789
Brcc3	2	21
AABR07072371.1	2	3
Brd1	0	3240
Brd2	3	3477
Brd3	0	1433
Brd4	0	1532
Brd7	3	1184
Brd8	0	2303
Brd9	0	2563
Brf1	1	736
Brf2	0	1008
Bri3	3	2731
Bri3bp	0	2699
Brix1	3	2668
Brk1	1	2142
Brme1	0	595
Brms1	3	2835
Brms1l	2	719
Brox	0	4195
Brpf1	0	1166
Brpf3	1	1602
Brsk1	1	162
Brwd1	0	918
Brwd3	0	1659
Bscl2	3	2401
Bsdc1	3	3386
Bsg	2	2000
Bst1	0	91
Bst2	1	159
Btaf1	0	1505
Btbd1	2	638
Btbd10	0	2931
Btbd19	0	207
Btbd2	1	1301
Btbd3	0	536
Btbd6	1	1968
Btbd7	0	3201
Btbd8	3	747
Btbd9	1	2371
Btc	0	14
Btd	3	2313
Btf3	2	1443
Btf3l4	3	2809
Btg1	0	3086
Btg2	0	1503
Btg3	3	2828
Btk	0	328
Btn1a1	4	122
Btn2a2	4	186
Btnl10	4	260
Btnl9	3	358
Btrc	2	2477
Bub1	0	265
Bub3	3	3378
Bud13	0	2382
Bud23	2	949
Bud31	3	1583
Bves	5	17
Bysl	1	1305
Bzw1	3	2777
Bzw2	2	1600
C1d	3	3239
C1galt1	0	2305
C1galt1c1	3	3347
C1qa	0	57
C1qb	0	104
C1qbp	3	2164
C1qc	0	55
C1qtnf1	3	1706
C1qtnf2	1	89
C1qtnf5	1	219
C1qtnf6	1	190
C1qtnf9	1	53
C1r	3	1380
C1rl	3	1725
C1s	3	600
C2cd2	0	1124
C2cd2l	0	2374
C2cd3	0	3456
C2cd5	1	38
C330018D20Rik	1	951
C3ar1	0	293
C4a	3	847
C4b	3	2243
C5ar2	0	323
C6	1	58
C8b	4	220
C8g	0	154
Ca13	3	1189
Ca14	5	11
Ca3	3	1823
Ca4	3	761
Ca5b	3	1441
Ca6	3	763
Caap1	0	436
Cab39	3	2336
Cab39l	2	1454
Cabcoco1	2	17
Cabin1	1	1786
Cables1	1	912
Cables2	0	3429
Cachd1	1	257
Cacna1a	1	48
Cacna1g	1	9
Cacna1s	5	58
Cacna2d1	2	27
Cacna2d2	0	734
Cacnb1	5	12
Cacnb3	2	16
AABR07054614.1	2	11
Cacnb4	1	28
Cacng1	5	62
Asb14	5	7
Cacng3	4	50
Cacng6	2	87
Cactin	0	2069
Cacul1	2	3027
Cacybp	2	230
Cad	3	2496
Cadm1	0	11
Cadm3	0	1256
Aspn	0	7
Cadps2	1	100
Calcoco1	3	3936
Calcrl	0	2008
Cald1	0	317
Calhm2	1	626
Calhm5	0	159
Calm1	2	1212
Calm2	2	646
Calml3	3	986
Calr	3	2803
Calr3	3	1073
Calu	3	2007
Camk1	1	3322
Camk1d	0	524
Camk2a	5	39
Camk2b	2	15
Camk2d	2	651
Camk2g	2	56
Abcb4	2	1
Camkk1	1	403
Camkk2	1	1177
Camkmt	0	187
Camlg	0	3667
Camsap1	2	545
Camsap2	0	3349
Camta1	0	115
Camta2	1	240
Cand1	3	4248
Cand2	2	260
Cant1	1	2020
Canx	3	2743
Cap1	3	2787
Cap2	5	14
Capg	0	83
Capn1	2	667
Capn10	1	2260
Capn13	0	10
AABR07047316.1	0	2
Capn15	1	510
Capn2	0	4056
Capn3	5	12
Capn5	1	201
Capn7	0	4161
Capns1	3	2984
Caprin1	3	3345
Caprin2	1	710
Capza1	3	2509
Capza2	2	1970
Capzb	2	555
AC129049.1	2	20
Car1	3	19
Car2	0	1973
Card10	1	778
Card11	0	247
Card19	0	873
Card6	3	735
Carf	0	2794
Carhsp1	1	1390
Carm1	2	3038
Carmil1	0	2851
Carmil2	4	20
Carnmt1	2	551
Cars	1	31
Cars2	3	2347
Casc3	0	3795
Casd1	2	3700
Cask	0	3063
Caskin1	1	245
Caskin2	1	84
Casp1	3	602
Casp12	0	421
AABR07048770.1	0	14
Casp2	0	2035
Casp3	0	1064
Casp4	0	1187
Casp6	0	162
Casp7	3	2711
Casp8	0	115
Casp8ap2	0	1438
Casp9	1	1043
Casq1	5	52
Cass4	4	203
Cast	0	3740
Castor1	1	165
Castor2	2	640
Casz1	2	37
Cat	0	198
Catsper2	4	9
Catsper4	4	133
Cav1	1	2294
Cav2	1	1971
Cav3	5	57
Cavin2	3	1722
Cavin3	1	1012
Cavin4	2	32
Cbfa2t2	0	3296
Cbfa2t3	2	18
Cbfb	2	686
Cbl	0	3319
Cblb	0	1749
Cbll1	2	298
Cbr1	3	582
Cbr2	1	1251
Cbr3	1	500
Cbr4	3	1928
Cbs	3	12
Cbwd1	2	1085
Cbx1	0	1724
Cbx3	0	3894
Cbx5	0	230
Cbx6	1	416
Cbx7	1	78
Cbx8	1	143
Cby3	3	77
Cc2d1a	1	1609
Cc2d1b	1	1464
Cc2d2a	0	690
Ccar1	0	920
Ccar2	3	3944
Ccdc102a	1	251
Ccdc112	0	104
Ccdc115	0	4238
Ccdc117	2	2134
Ccdc12	1	152
Ccdc120	1	706
Ccdc122	0	520
Ccdc124	2	723
Ccdc125	0	257
Ccdc126	2	147
Ccdc127	2	846
Ccdc130	0	2700
Ccdc134	4	231
Ccdc137	1	807
Ccdc138	4	560
Ccdc14	0	662
Ccdc141	1	246
Ccdc142	1	1941
Ccdc149	1	1632
Ccdc15	0	1079
Ccdc153	4	268
Ccdc157	1	79
Ccdc162	4	59
Ccdc167	1	3
Ccdc17	0	1288
Ccdc170	4	464
Ccdc174	0	1540
Ccdc18	3	179
Ccdc181	2	25
Ccdc186	0	1608
Ccdc191	0	452
Ccdc22	1	2541
Ccdc25	0	260
Ccdc28a	2	288
Ccdc3	3	493
Ccdc30	0	49
Ccdc32	0	3412
Ccdc43	2	294
Ccdc47	2	1638
Ccdc50	0	1948
Ccdc51	1	597
Ccdc57	2	2
Ccdc59	4	46
Ccdc6	2	1142
Ccdc61	1	443
Ccdc62	4	317
Ccdc66	0	280
Ccdc69	3	1394
Ccdc71	0	2502
Ccdc8	2	98
Ccdc80	0	920
Ccdc82	0	1440
Ccdc85a	0	492
Ccdc85b	1	46
Ccdc85c	3	2168
Ccdc86	3	2578
Ccdc88a	0	1028
Ccdc88b	0	15
Ccdc88c	1	252
Ccdc90b	3	2763
Ccdc91	2	1425
Ccdc92	2	61
Ccdc92b	0	1705
Ccdc93	0	2873
Ccdc97	3	4202
Cchcr1	1	102
Ccl19	3	19
Ccl24	0	174
Ccl28	1	435
Ccl5	4	53
Ccl7	0	14
Ccm2	1	1161
Ccm2l	1	6
Ccn1	0	9
Atf3	0	1
Ccn3	2	60
Ccnc	3	3481
Ccnd1	1	23
Ccnd2	3	1607
Ccnd3	1	1203
Ccndbp1	2	1705
Ccne1	1	979
Ccng1	2	688
Ccng2	2	1158
Ccnh	2	2046
Ccni	3	1924
Ccnk	2	1721
Ccnl1	0	384
Ccnq	2	1525
Ccnt1	0	2455
Ccnt2	0	839
Ccny	0	2343
Ccnyl1	0	5
Ccp110	0	838
Ccpg1	2	790
Ccr2	0	263
Bcl2a1	0	28
Ccr5	0	202
Ccr7	0	42
Ccr9	4	366
Ccrl2	0	275
Ccs	3	2596
Ccser1	1	49
Ccser2	2	54
Cct2	3	2579
Cct3	3	1759
Cct4	3	3771
Cct5	3	2806
Cct6a	3	2598
Cct7	3	2380
Cct8	3	3117
Ccz1b	2	1653
Cd101	0	4
Cd14	0	1711
Cd151	1	2445
Cd163	0	204
Cd164	3	3624
Cd180	0	114
Cd1d1	2	523
Cd2	4	25
Cd200	3	937
Cd200r1	0	922
Cd22	0	594
Cd226	0	197
Cd247	4	42
Cd248	1	253
Angptl1	1	19
Cd274	0	727
Cd276	0	1355
Cd28	4	6
Cd2ap	0	1647
Cd2bp2	1	2847
Cd300a	0	700
Cd300lb	0	27
Cd300le	0	9
Cd300lf	0	37
Cd300lg	0	1499
Cd302	3	1885
Cd33	0	608
Cd34	1	91
Cd37	0	389
Cd38	0	159
Cd3d	0	47
Cd3e	4	9
Cd3g	4	12
Cd40	1	498
Cd44	0	1468
Cd47	0	2737
Cd48	3	2340
Cd5	4	2
Cd53	0	512
Cd55	2	42
Cd59	3	2978
Cd63	3	3139
Cd68	0	204
Cd69	0	89
Cd7	3	3
Cd72	0	135
Cd74	0	234
Cd79a	0	131
Cd80	0	49
Cd81	0	862
Cd82	1	2455
Cd83	0	18
Cd84	0	134
Atp1a3	0	2
Cd86	0	346
Cd8a	4	61
Cd8b	0	22
Cd9	3	998
Cd93	0	1437
Cdadc1	2	346
Cdan1	1	313
Cdc123	3	2319
Cdc14a	0	536
Cdc14b	1	757
Cdc16	2	3806
Cdc23	0	3085
Cdc25a	3	2889
Cdc25b	0	218
Cdc25c	1	834
Cdc27	0	1295
Cdc34	2	1153
Cdc37	3	2473
Cdc37l1	0	362
Cdc40	3	3294
Cdc42	0	4239
Cdc42bpa	0	969
Cdc42bpb	1	2020
Cdc42bpg	1	309
Cdc42ep1	1	389
Cdc42ep2	1	301
Cdc42ep3	0	204
Cdc42ep4	3	2253
Cdc42se2	0	2977
Cdc45	1	30
Cdc5l	2	2025
Cdc7	4	7
Cdc73	0	3063
Cdca4	0	275
Cdca7l	4	353
Cdca8	0	36
Cdh11	2	32
Cdh13	3	715
Cdh15	2	16
Cdh19	6	10
Cadm2	6	5
Cadm4	6	13
Cdh2	0	58
Cdh23	1	14
Cdh24	1	5
Cdh5	3	1035
Cdip1	1	959
Cdipt	1	1832
Cdk1	0	40
Cdk10	0	3070
Cdk11b	0	230
Cdk12	0	1410
Cdk13	0	3337
Cdk14	0	1885
Cdk16	2	3608
Cdk17	1	320
Cdk18	1	13
Cdk19	0	1670
Cdk2	0	1248
Cdk20	2	3002
Cdk2ap1	2	861
Cdk2ap2	1	1406
Cdk4	1	3176
Cdk5	1	1663
Cdk5rap2	0	1487
Cdk5rap3	3	2197
Cdk6	1	25
Cdk7	3	3451
Cdk9	1	2860
Cdkal1	2	909
Cdkl1	0	966
Cdkl2	1	86
Cdkl3	0	1461
Cdkl5	0	3334
Cdkn1a	0	632
Cdkn1b	2	1057
Cdkn1c	3	3
Cdkn2aip	0	3393
Cdkn2aipnl	3	2818
Cdkn2c	3	1927
Cdkn2d	1	249
Cdnf	2	90
Cdo1	3	1092
Cdon	0	910
Cdpf1	3	2788
Cdr2	1	200
Cdr2l	4	353
Cds1	3	2276
Cds2	0	1841
Cdt1	2	124
Cdv3	2	1600
Cdyl	3	1000
Cdyl2	1	2561
Ceacam1	0	144
Ceacam4	0	44
Ceacam9	4	49
Cebpd	2	8
Cebpz	0	2319
Cebpzos	2	1284
Cecr2	2	325
Celf1	0	3184
Celf2	4	243
Celf4	4	27
Cemip2	2	240
Cenatac	1	896
Cenpa	4	375
Cenpb	2	467
Cenpc	0	2841
Cenpj	0	101
Cenpl	0	559
Cenpm	4	346
Cenpn	1	1407
Cenpo	0	13
Cenpv	2	2267
Cep104	3	2954
Cep120	0	3239
Cep128	0	29
Cep131	2	543
Cep135	0	1631
Cep152	1	201
Cep162	0	99
Cdin1	4	4
Cep164	0	567
Cep170	0	2406
Cep170b	1	2731
Cep19	2	349
Cep192	3	4138
Cep20	2	1237
Cep250	0	116
Cep290	0	152
Cep295	0	524
Cep295nl	0	1631
Cep350	0	2175
Cep41	3	593
Cep43	0	1887
Cep44	0	409
Cep57	0	557
Cep57l1	0	273
Cep63	0	802
Cep68	2	867
Cep76	2	466
Cep78	1	2755
Cep83	0	229
Cep85	2	586
Cep85l	2	446
Cep89	0	2130
Cep95	0	251
Cep97	0	165
Cept1	3	2972
Cer1	4	34
Cercam	1	337
Cerk	0	1753
Cerkl	4	299
Cers2	1	1872
Cers4	3	1471
Cers5	3	4053
Cers6	3	1141
Cert1	2	1405
Ces1d	3	549
Ces2b	3	1178
Ces2c	1	10
Ces2g	1	482
Ces2h	1	56
Ces4a	1	381
Cesl1	3	1440
Cetn2	2	713
Cetn3	2	389
Cetn4	0	6
Cfap20	0	3048
Cfap20dc	4	79
Cfap298	1	489
Cfap300	0	160
Aldh3b1	1	10
Cfap36	0	158
Cfap410	1	1049
Cfap45	1	6
Cfap53	0	93
Cfap69	0	151
Cfap97	3	2558
Cfb	3	1549
Cfd	3	1876
Cfdp1	0	190
Cfh	0	197
Cfl1	3	1864
Cfl2	2	790
Cflar	0	672
Cfp	0	245
Cggbp1	0	3317
Cgnl1	0	36
Cgref1	1	115
Cgrrf1	2	1850
Ch25h	0	2
Chac2	3	3306
Chaf1a	1	957
Champ1	0	2335
Chchd1	2	1075
Chchd10	2	1218
Chchd2	1	1356
Chchd3	2	566
Chchd4	2	946
Chchd5	3	900
Chchd6	3	977
Chchd7	3	444
Chd1	0	1499
Chd1l	0	1834
Chd2	0	666
Chd3	1	832
Chd4	0	3263
Chd6	0	3027
Chd7	0	26
Chd8	0	4122
Chd9	0	638
Chek1	4	55
Chek2	4	200
Cherp	3	3453
Chfr	0	2771
Chi3l1	3	411
Chic2	0	1386
Cdkn2b	0	9
Chid1	1	1768
Chka	0	274
Chkb	1	838
Chl1	6	4
Chm	2	2761
Chml	0	1674
Chmp1a	1	2621
Chmp2a	3	2414
Chmp2b	3	2756
Chmp3	0	2645
Chmp4b	2	649
Chmp4c	0	115
Chmp5	3	2488
Chmp6	1	902
Chmp7	2	3030
Chn1	0	354
Chn2	0	222
Chordc1	2	150
Cenpk	2	2
Chp1	3	2629
Chp2	0	1983
Chpf	1	1766
Chpf2	1	1327
Chpt1	3	1958
Chrac1	2	1853
Chrd	1	290
Chrdl1	1	466
Chrna1	0	393
Bmp4	0	5
Chrna5	4	359
Chrnb1	2	32
Chrnb4	1	20
AABR07035839.1	1	5
Chrnd	5	5
Chrne	2	4
Chst1	0	495
Chst10	1	10
Chst11	3	2172
Chst12	1	878
Chst13	1	74
Chst14	3	1500
Chst15	0	2032
Chst2	0	671
Chst3	1	247
Chst5	4	248
Chst7	3	1909
Chsy1	0	2610
Chtf18	0	475
Chtf8	1	1996
Chtop	1	3658
Chtopl1	3	3321
Chuk	3	2885
Churc1	3	2250
Ciao1	2	2132
Ciao2a	2	1806
Ciao2b	2	803
Ciao3	2	1264
Ciapin1	3	2034
Ciart	2	12
Cib1	3	1980
Cibar1	0	1409
Cic	3	1743
Cidea	3	2015
Cidec	3	1657
Ciita	0	29
Cilk1	0	4374
Cilp	1	29
Cinp	3	1855
Cipc	2	2009
Cir1	2	88
Cisd1	2	1630
Cisd3	2	1120
Cited2	2	1123
Cited4	2	3
Ciz1	0	645
Ckap4	0	1506
Ckap5	0	3438
Ckb	1	1442
Cklf	0	578
Ckm	5	54
Ckmt2	5	17
Ank1	5	9
Cks1b	3	2347
Clasp1	2	1715
Clasp2	2	3297
Clasrp	4	50
Clcc1	0	3637
Clcn1	5	4
Clcn2	1	352
Clcn3	2	1272
Clcn4	2	329
Clcn5	0	3052
Clcn6	1	2879
Clcn7	1	3222
Cldn1	2	13
Cldn12	3	2407
Cldn15	1	34
Cldn19	6	18
Bcas1	6	4
Cldn6	4	437
Cldnd1	2	1179
Clec10a	0	670
Clec12a	0	261
Clec12b	1	4
Bmx	1	2
Clec14a	0	1157
Clec16a	2	1720
Clec18a	4	275
Clec1a	0	187
Clec20a	4	246
Ccl9	4	4
Clec2g	3	1339
Clec3b	1	23
Clec4a	0	102
Clec4a1	0	40
Clec4a2	0	32
Clec4a3	0	321
Clec4d	0	27
Clec4e	0	6
Clec5a	4	115
Clec7a	0	261
Clgn	4	150
Clic1	0	2749
Clic4	0	2551
Clic5	2	1192
Clint1	3	3600
Clip1	2	453
Clip2	1	265
Clip4	2	83
Clk1	0	463
Clk2	3	3775
Clk3	0	909
Clk4	0	1012
Clmn	0	11
Clmp	1	154
Cln3	2	3351
Cln5	3	1929
Cln6	0	3139
Cln8	0	2885
Clns1a	2	2742
Clock	0	2006
Clp1	3	2881
Clpb	2	1825
Clpp	3	2662
Clptm1	3	3120
Clptm1l	1	3733
Clpx	2	2380
Clstn1	3	883
Clstn3	1	369
Clta	3	1050
Cltb	2	1900
Cltc	3	3447
Clu	2	1044
Cluap1	2	123
Cluh	3	2755
Clybl	3	780
Cmahp	0	760
Cmas	3	2923
Cmbl	2	612
Cmc2	2	151
Cmip	3	1635
Cmklr1	3	1435
Cmpk1	3	1258
Cmpk2	1	105
Cmss1	3	2408
Cmtm3	0	2364
Cmtm4	1	1430
Cmtm6	0	2125
Cmtm7	1	2000
Cmtm8	3	551
Cmtr1	3	3503
Cmtr2	2	1338
Cmya5	5	32
Cnbd2	1	808
Cnbp	2	1049
Cndp1	0	25
Cndp2	3	1309
Cnep1r1	1	2191
Cnga4	4	69
Cnih1	0	2418
Cnih4	0	2524
Cnksr3	0	272
Cnn1	6	7
Cnn2	0	633
Cnn3	0	520
Cnnm2	3	2580
Cnnm3	3	4018
Cnnm4	2	745
Cnot1	2	4209
Cnot10	0	4123
Cnot11	3	2389
Cnot2	0	4197
Cnot3	0	967
Cnot4	0	700
Cnot6	0	2545
Cnot6l	0	2658
Cnot7	2	1960
Cnot8	0	3873
Cnot9	0	2629
Cnp	3	63
Cnppd1	0	2462
Cnpy2	1	2980
Cnpy3	1	2288
Cnr1	4	163
Cnr2	4	541
Cnrip1	3	2568
Cnst	2	309
Cntf	6	10
Cntfr	2	16
Cntln	0	101
Cntn2	1	45
Cntnap1	1	939
Cntrl	0	944
Cntrob	1	9
Coa3	3	1469
Coa4	0	513
Coa6	2	908
Coa7	2	1778
Coa8	1	1861
Coasy	3	1859
Cobl	2	5
Cobll1	0	1531
Cog1	1	2405
Cog2	1	1183
Cog3	0	3305
Cog4	1	3318
Cog5	0	3748
Cog6	2	2410
Cog7	1	3687
Cog8	3	4367
Coil	2	1425
Col12a1	0	194
Col14a1	2	20
Arl4d	2	6
Col15a1	1	680
Col16a1	1	145
Adcy5	1	5
Col18a1	1	371
Col1a1	1	7
Col1a2	1	50
Col20a1	1	429
Col27a1	1	4
Col3a1	1	13
Col4a1	1	915
Col4a2	1	983
Col4a4	1	1
Col5a1	1	80
Col5a2	1	873
Col5a3	1	4
Col6a1	1	634
Col6a2	1	612
Col6a3	1	737
Col6a5	3	98
Col6a6	1	219
Col8a1	0	12
Col8a2	1	613
Colca2	4	75
Colec11	3	2496
Colec12	0	539
Colgalt1	1	3207
Colgalt2	1	32
Commd10	3	1541
Commd2	3	2874
Commd3	3	2374
Commd4	1	2852
Commd6	1	534
Commd7	1	3126
Commd8	3	508
Commd9	3	2648
Comt	3	2187
Comtd1	1	1523
Cop1	2	1826
Copa	3	3703
Copb1	3	3862
Cope	3	2688
Copg2	3	3602
Coprs	3	2344
Cops2	2	1972
Cops3	2	897
Cops4	2	2021
Cops5	2	1498
Cops6	2	2646
Cops7a	2	1727
Cops7b	4	418
Cops8	2	2631
Copz1	3	3604
Copz2	1	2186
Coq10a	2	443
Coq10b	2	10
Coq2	2	1357
Coq3	2	697
Coq4	3	1604
Coq5	1	727
Coq6	1	955
Coq7	2	1092
Coq8a	2	1323
Coq8b	1	187
Coq9	2	1422
Corin	1	11
Coro1a	0	244
Coro1b	3	3216
Coro1c	3	2393
Coro2b	1	40
Coro6	2	21
Coro7	1	288
Cotl1	0	38
Cox10	2	1445
Cox11	2	1167
Cox15	3	3982
Cox18	1	1544
Cox19	2	1009
Cox4i1	1	1375
Cox4i2	3	77
Cox5a	2	1455
Cox5b	2	1412
Cox6a1	3	1421
Cox6a2	5	30
Cox6b1	2	684
Cox6c	2	539
Cox7a2l	3	3203
Cox7b	2	898
Cox7c	2	943
Cox8c	1	13
Cp	3	950
Cpa3	0	4
Cma1	0	9
Cpd	2	2630
Cpe	2	8
Bmp6	1	7
Cpeb1	1	1198
Cpeb2	4	46
Cpeb3	2	804
Cpeb4	2	454
Cped1	0	2999
Cpg1	4	202
Cplane1	0	1751
Cplane2	4	362
Cplx2	3	750
Cplx3	0	1110
Cpm	0	563
Cpn1	4	92
Cpne1	0	3140
Cpne2	0	2347
Cpne3	3	3874
Cpne8	0	46
Cpox	2	1677
Cpped1	3	3085
Cpq	1	514
Alb	1	2
Cpsf1	1	3334
Cpsf2	3	4050
Cpsf3	3	2233
Cpsf4	0	3349
Cpsf6	0	2686
Cpsf7	0	2435
Cpt1a	3	2910
Cpt1b	2	1067
Cpt1c	1	287
Cpt2	3	1568
Cptp	1	1374
Cpvl	4	3
Cpxm1	0	10
Cpxm2	1	1
Cpz	2	2
Cr1l	0	3946
Cracr2b	3	44
Cradd	0	1993
Cramp1	0	2535
Crat	2	1752
Crbn	2	2212
Creb1	0	2185
Creb3l1	1	349
Ccl17	1	4
Creb3l2	0	2771
Creb5	0	65
Crebbp	0	4193
Crebl2	0	2480
Crebrf	3	2872
Crebzf	1	21
Creg1	2	1016
Creld1	1	1121
Creld2	0	1644
Crem	2	6
Crhbp	4	93
Crhr2	1	2
Crim1	0	2831
Crip1	1	17
Crip2	3	340
Crip3	4	18
Cript	3	2910
Crk	0	3168
Crkl	0	2939
Crlf1	1	34
Crlf2	1	680
Crlf3	0	1173
Crls1	3	1572
Crnkl1	3	2560
Crocc	1	9
Crot	2	3026
Crppa	2	88
Crtapl1	3	3895
Crtc1	1	1998
Crtc2	3	1591
Crtc3	0	1972
Cry2	1	823
Crybb1	1	638
Crybg1	0	224
Crybg2	1	346
Crybg3	0	2447
Cryzl1	3	1312
Cs	2	1887
Csad	1	491
Csde1	2	811
Cse1l	2	2049
Csf1	0	1198
Csf1r	0	334
Csf2ra	1	415
Csf2rb	0	273
Csf3	0	6
Csf3r	0	16
Csgalnact1	1	540
Csgalnact2	2	1717
Csk	1	1012
Csnk1a1	0	3913
Csnk1d	2	3114
Csnk1e	0	1853
Csnk1g1	0	2301
Csnk1g2	1	1016
Csnk1g3	0	1922
Csnk2a1	2	2308
Csnk2a2	3	3736
Csnk2b	3	1713
Cspg4	1	407
Cspg4b	2	89
Cspp1	0	429
Csrnp1	1	23
Csrnp2	4	134
Csrp1	1	55
Cst3	3	1166
Cst7	0	307
Cstb	3	2281
Cstf1	3	4186
Cstf2	3	2156
Cstf2t	3	2676
Cstf3	0	760
Ctbp1	2	1919
Ctbp2	0	3297
Ctbs	3	1188
Ctc1	0	2605
Ctcf	0	2562
Ctdnep1	2	1940
Ctdp1	0	4335
Ctdsp1	2	2306
Ctdsp2	3	3428
Ctdspl	3	487
Ctdspl2	0	1771
Ctf1	3	2481
Cthrc1	1	209
Ctif	1	1023
Ctla2a	0	795
Ctnna1	3	3145
Ctnnal1	2	20
Ctnnb1	3	2208
Ctnnbip1	1	993
Ctnnbl1	0	2192
Ctnnd1	0	3584
Ctns	3	3157
Ctps1	2	1772
Ctps2	3	2622
Ctr9	0	3605
Ctrc	1	18
Ctsa	3	2429
Ctsb	3	1650
Ctsc	3	815
Ctsd	1	1180
Ctse	0	323
Ctsf	1	1824
Ctsh	1	797
Ctsk	0	1336
Ctsl	3	2510
Ctso	3	3325
Ctss	0	387
Ctsw	4	25
Ctsz	3	390
Cttn	3	3471
Cttnbp2	1	159
Cttnbp2nl	0	1263
Ctu1	3	3624
Ctu2	1	524
Cubn	0	78
Cuedc1	2	209
Afap1l1	2	3
Cuedc2	2	2208
Cul1	2	2905
Cul2	2	1692
Cul3	2	594
Cul4a	2	2205
Cul4b	0	2592
Cul5	2	710
Cul7	1	1630
Cpne7	1	8
Cul9	1	1169
Cuta	2	1853
Cutc	1	771
Cux1	2	2363
Cux2	1	83
Cwc15	0	726
Cwc22	0	1087
Cwc25	1	112
Cwc27	0	331
Cwf19l1	0	655
Cwf19l2	2	94
Cx3cl1	0	611
Cx3cr1	4	17
Cxcl12	0	1817
Cxcl13	3	546
Cxcl16	0	1544
Cxcl9	4	41
Cxcr1	4	167
Cxcr2	4	77
Cxcr3	4	9
Cxcr4	0	1288
Cxcr5	3	264
Cxcr6	4	14
Cxxc1	0	3218
Cxxc4	0	50
Cxxc5	2	1428
Cyb561	0	97
Cyb561a3	0	2362
Cyb561d1	1	2009
Cyb561d2	1	1306
Cyb5a	3	518
Cyb5b	1	1794
Cyb5d1	2	361
Cyb5d2	1	410
Cyb5r1	2	1428
Cyb5r3	1	703
Cyb5r4	2	2626
Cyb5rl	1	19
Cyba	0	461
Cybb	0	791
Cybc1	1	2380
Cybrd1	0	254
Clec11a	0	1
Cyc1	1	428
Cycs	2	424
Cyfip1	0	3338
Cyfip2	0	368
Cygb	3	892
Cyhr1	2	1706
Cyld	2	3258
Cyp11a1	3	372
Cyp11b1	4	104
Cyp19a1	4	338
Cyp1b1	0	75
Cyp20a1	3	4268
Cyp26b1	0	860
Cyp27a1	0	1991
Cyp2a2	4	17
AABR07012635.1	4	12
Adh6	4	7
Cyp2b1	3	80
Cyp2d3	0	14
Cyp2d4	0	661
Cyp2j4	2	227
Cyp2r1	1	86
Cyp2t1	1	1208
Cyp2u1	3	3291
Cyp39a1	1	346
Cyp4a2	4	352
Cyp4b1	3	1340
Cyp4f39	1	1641
Cyp4f5	0	106
Cyp4f6	1	1362
Cyp4v3	0	1293
Cyp51	1	475
Cyp7b1	0	621
Cyren	1	3
Cyria	0	824
Cyrib	3	301
Cysltr1	0	1299
Cysltr2	4	403
AABR07053304.1	4	6
Cystm1	2	453
Cyth1	3	1446
Cyth2	1	2102
Cyth3	0	674
Cyth4	0	294
Cytip	0	329
Cytl1	0	724
Cyyr1	3	842
Czib	3	3263
D030056L22Rik	1	146
D2hgdh	1	1652
D5Ertd579e	1	186
Daam1	0	493
Daam2	1	49
Dab2	0	1055
Dab2ip	3	438
Dach1	1	171
Dact2	1	1
Clec2l	1	2
Dact3	1	14
Dad1	3	2272
Dag1	2	3270
Dagla	1	733
Daglb	1	298
Dalrd3	1	2448
Dap	1	53
Dap3	1	2000
Dapk1	0	761
Dapk2	2	160
Dapk3	1	1977
Dapp1	0	268
Dars1	2	2082
Dars2	3	2548
Daxx	1	1874
Dazap1	3	2164
Dazap2	3	3440
Dbf4	1	101
Dbi	1	642
Dbn1	1	401
Dbndd2	2	1911
Dbnl	1	1222
Dbp	3	18
Dbr1	3	3120
Dbt	3	2333
Dcaf1	0	2767
Dcaf10	1	2280
Dcaf11	2	1717
Dcaf12	1	1877
Dcaf13	3	2178
Dcaf15	1	900
Dcaf17	0	2710
Dcaf4	3	3410
Dcaf5	2	1942
Dcaf6	2	443
Dcaf7	0	3632
Dcaf8	2	2454
Dcakd	3	2259
Dcbld1	3	1603
Dcbld2	0	988
Dcdc2b	4	309
Dcdc5	4	4
Cyp4a8	4	2
Dchs1	1	1073
Dck	4	136
Dclk1	1	23
Dclk2	1	26
Btbd11	1	1
Dclk3	0	151
Dclre1a	0	3403
Dclre1b	0	889
Dclre1c	0	572
Dcn	2	455
Dcp1a	0	3087
Dcp1b	0	3320
Dcp2	1	730
Dctd	0	48
Dctn1	2	2542
