	cluster	degree
Dctn2	3	3261
Dctn3	2	2698
Dctn4	3	3678
Dctn5	1	2061
Dctn6	2	1556
Dctpp1	2	416
Dcun1d1	2	325
Dcun1d2	2	354
Dcun1d3	0	1711
Dcun1d4	0	640
Dcun1d5	0	2595
Dda1	3	1937
Ddah1	2	12
Ddb1	3	3299
Ddb2	0	2576
Ddhd1	0	1601
Ddhd2	1	915
Ddi2	2	1589
Ddit3	1	83
Ddit4	3	329
Ddo	1	312
Ddost	3	2912
Ddr1	2	120
Ddr2	1	48
Ddrgk1	3	1450
Ddt	3	1075
Ddx1	2	710
Ddx10	0	674
Ddx11	1	162
Ddx17	0	1936
Ddx19a	2	2278
Ddx19b	0	3749
Ddx20	0	3613
Ddx21	3	3397
Ddx23	2	2313
Ddx24	3	3432
Ddx27	0	3051
Ddx28	3	2151
Ddx31	0	1784
Ddx39a	1	683
Ddx39b	1	2416
Ddx3x	0	3556
Ddx41	3	1095
Ddx42	0	2905
Ddx46	0	655
Ddx47	3	3652
Ddx49	3	2690
Ddx5	0	3066
Ddx50	0	4271
Ddx51	1	2252
Ddx52	0	4064
Ddx55	0	3350
Ddx56	1	1694
Ddx58	3	1520
Ddx59	0	3652
Ddx6	0	2012
Deaf1	1	813
Dear	4	217
Decr1	3	1400
Dedd	2	2402
Dedd2	1	457
Def6	0	7
Def8	1	1114
Degs1	3	2792
Dek	2	313
Dele1	2	2541
Dennd10	3	3210
Dennd11	3	2348
Dennd1a	0	4283
Dennd1b	2	722
Dennd1c	0	154
Dennd2a	1	937
Dennd2b	0	2699
Dennd2c	2	414
Dennd2d	3	1624
Dennd3	1	144
Dennd4a	0	1451
Dennd4b	2	138
Dennd4c	0	3649
Dennd5a	0	3183
Dennd5b	0	2972
Dennd6a	0	3031
Dennd6b	2	340
Denr	3	78
Depdc5	0	1849
Depdc7	0	141
Depp1	0	527
Deptor	1	199
Dera	3	869
Derl1	1	2205
Derl2	1	1658
Derl3	1	1692
Des	5	29
Desi1	2	1019
Cry1	2	2
Desi2	3	1508
Det1	2	918
Dffa	2	318
Dffb	0	1862
Dgat1	3	1588
Dgat2	1	855
Dgcr2	1	3516
Dgcr6	2	267
Dgcr8	0	1020
Dgka	0	431
Dgkd	1	2380
Dgke	1	257
Dgkh	1	89
Dgkq	1	525
Dgkz	0	917
Dglucy	3	2984
Dguok	2	1834
Dhcr7	1	177
Dhdds	3	2631
Dhdh	4	705
Dhfr	0	77
Dhps	2	1584
Dhrs1	1	2441
Dhrs11	1	497
Dhrs3	0	921
Dhrs4	1	1694
Dhrs7	0	1029
Dhrs7b	1	1348
Dhrs7c	5	11
Dhrs9	2	40
Dhrsx	1	497
Dhtkd1	3	2650
Dhx15	0	2532
Dhx16	1	1595
Dhx29	1	2588
Dhx30	3	3919
Dhx32	2	2041
Dhx33	3	3041
Dhx34	1	2473
Dhx35	1	330
Dhx36	0	2778
Dhx37	3	3623
Dhx38	3	3368
Dhx40	3	3324
Dhx57	0	1970
Dhx58	1	85
Dhx8	0	4001
Dhx9	0	3999
Diablo	3	2396
Diaph1	0	1621
Dicer1	2	2156
Dido1	0	2470
Dimt1	0	3010
Dip2a	1	694
Dip2b	0	3094
Dip2c	0	2607
Dipk1a	2	452
Dipk1b	1	825
Dipk2a	0	2098
Dipk2b	0	922
Diras1	4	25
Dis3	0	1426
Dis3l	2	1701
Dis3l2	0	544
Disc1	1	47
C1qtnf12	1	4
Disp1	0	2486
Dixdc1	1	326
Dkk2	0	392
Dkk3	3	1213
Dlat	2	373
Dlc1	0	3480
Dld	3	1794
Dlg1	2	1415
Dlg2	1	79
Dlg3	0	2881
Dlg4	1	334
Bcat1	0	5
Dlg5	0	2543
Dlgap4	0	3390
Dlgap5	4	64
Dll1	1	46
Dll4	1	86
Dlst	2	1742
Dlx4	1	11
Dlx6	4	1
AABR07038788.1	4	2
Dmac1	2	926
Dmac2	2	2623
Dmac2l	1	875
Dmap1	3	3206
Dmd	2	13
Dmpk	2	62
Dmrt2	1	340
Dmtf1	0	2044
Dmtn	0	17
Dmwd	1	600
Dmxl1	0	3164
Dmxl2	0	2746
Dna2	3	1763
Dnaaf2	0	1635
Dnaaf5	3	2839
Dnaaf9	0	1947
Dnah3	3	1039
Dnai4	4	190
Dnai7	4	410
Dnaja1	0	361
Dnaja2	2	2207
Dnaja3	2	1836
Dnaja4	2	134
Dnajb11	3	3496
Dnajb12	2	2526
Dnajb13	4	317
Dnajb14	0	3266
Dnajb2	2	1105
Dnajb4	2	1325
Dnajb5	2	217
Dnajb6	2	2307
Dnajb9	2	1474
Dnajc1	0	1676
Dnajc10	0	4218
Dnajc11	3	3241
Dnajc12	2	874
Dnajc13	0	3016
Dnajc14	1	2669
Dnajc15	2	1507
Dnajc16	2	1504
Dnajc17	0	2036
Dnajc18	2	707
Dnajc19	2	2108
Dnajc2	2	231
Dnajc21	2	266
Dnajc22	1	128
Dnajc24	3	3381
Dnajc25	2	1499
Dnajc27	2	1024
Dnajc28	2	271
Dnajc3	3	1290
Dnajc30	2	1359
Dnajc4	2	1999
Dnajc5	3	4596
Dnajc7	2	454
AABR07058831.1	2	1
Dnajc8	3	3021
Dnajc9	0	601
Dnal1	2	98
Dnal4	1	1206
Dnase1l1	2	850
Dnase1l3	0	10
Dnase2	3	1975
Dnhd1	4	358
Dnlz	1	231
Dnm1	1	780
Dnm1l	2	2168
Dnm2	1	4098
Dnm3	0	6
Dnmbp	0	126
AABR07063082.1	1	2
Dnmt1	0	2533
Dnmt3a	2	20
Dnmt3b	1	50
Dnpep	3	2898
Dnph1	3	54
Dnttip1	3	3842
Dnttip2	2	322
Doc2b	1	293
Dock10	0	444
Dock11	0	1191
Dock4	0	2186
Dock5	0	2082
Dock6	1	294
Dock7	0	3779
Dock8	0	1126
Dock9	0	1653
Dohh	3	1673
Dok1	1	329
Dok2	0	245
Dok3	0	218
Dok4	3	1032
Dolk	3	1974
Dolpp1	1	1995
Donson	0	933
Dop1a	0	2043
Dop1b	1	1965
Dot1l	1	99
Dpagt1	3	3058
Dpcd	1	667
Dpep1	1	1130
Dpep2	0	52
Dpf1	4	51
Dpf2	2	1523
Dph1	1	2618
Dph2	1	1271
Dph5	0	507
Dph6	4	100
Dph7	1	520
Dpm1	3	3180
Dpm3	3	2166
Dpp3	1	1982
Dpp4	2	20
Dpp7	1	2539
Dpp8	2	1354
Dpp9	2	571
Dpt	1	182
Dpy19l1	0	2382
Dpy19l3	0	2906
Dpy19l4	0	3792
Dpyd	3	1235
Dpysl2	3	761
Dpysl3	1	16
Dpysl5	1	92
Dqx1	1	15
Dr1	0	4223
Dram1	3	2449
Dram2	3	3216
Drap1	2	938
Drg1	3	3303
Drg2	3	3260
Drosha	2	513
Drp2	6	17
Dsc2	3	559
Dse	0	1897
Dsel	0	1383
Dst	0	245
Dstn	0	2824
Dstyk	0	2975
Dtd1	3	2479
Dtd2	3	939
Dtna	2	313
Dtnb	4	137
Dtnbp1	1	913
Dtwd1	1	1125
Dtwd2	2	1837
Dtx2	1	1268
Dtx3	1	92
Dtx3l	3	762
Dtx4	1	159
Dtymk	1	643
Duox1	0	270
Duoxa1	0	836
Dus1l	3	3518
Dus2	1	156
Dus3l	1	912
Dus4l	3	1709
Dusp10	1	27
Dusp11	0	3804
Dusp12	0	1464
Dusp13	2	33
Dusp14	1	3
Dusp15	6	16
Dusp16	1	224
Cryz	3	11
Dusp18	0	2142
Dusp19	0	836
Dusp2	1	7
Dusp22	3	2632
Dusp23	2	199
Dusp27	5	18
Dusp29	2	13
Dusp3	2	904
Dusp4	3	573
Dusp5	0	102
Dusp6	0	2691
Dusp7	2	11
Dut	1	317
Dux4	0	19
Dvl1	2	176
Dvl2	1	1945
Dvl3	0	2048
Dxo	3	1294
Dym	2	1226
Dync1h1	1	3808
Dync1i2	0	3400
Dync1li1	2	2160
Dync1li2	0	4363
Dync2h1	0	2425
Dync2i1	0	9
Dync2i2	1	367
Dync2li1	0	945
Dynll1	3	114
Dynll2	2	1191
Dynlrb1	2	773
Dynlt1	0	3037
Dynlt2b	0	1086
Dynlt3	1	145
Dyrk1a	2	1429
Dyrk1b	2	1003
Dyrk2	2	1041
Dysf	2	316
Dzank1	4	54
Dzip1	1	30
Dzip1-ps1	4	66
Dzip1l	1	92
Dzip3	0	45
E130309D02Rik	1	2290
E2f2	2	34
E2f3	2	244
E2f4	0	2269
E2f5	0	2535
E2f6	2	234
E4f1	1	819
Eaf1	0	2968
Eapp	3	81
Ears2	1	1918
Ebag9	3	307
Ebf1	0	2666
Ebf2	0	1002
Ebf3	0	2130
Ebi3	4	55
Ebna1bp2	3	317
Ebp	3	2058
Ebpl	1	807
Ecd	3	4578
Ece1	3	3375
Ece2	1	211
Ech1	3	2265
Echdc1	1	658
Echdc2	2	7
Echdc3	1	1017
Echs1	3	1875
Eci1	3	2119
Eci2	3	2730
Eci3	3	2671
Ecm1	1	204
Ecm2	0	388
Ecpas	2	938
Ecrg4	3	40
Ecscr	0	181
Ecsit	2	1665
Eda	3	2270
Eda2r	2	225
Edaradd	4	77
Edc3	3	736
Edc4	0	2361
Eddm13	4	211
AC096201.1	4	2
Edem1	0	3156
Edem2	0	2513
Edem3	0	2616
Edf1	3	504
Edn1	0	3
Ednra	0	1891
Ednrb	3	954
Edrf1	0	2121
Eea1	0	564
Eed	2	2167
Eef1a1	3	2663
Eef1a2	5	17
Eef1akmt1	3	1603
Eef1akmt2	0	1796
Eef1akmt4	3	190
Eef1aknmt	3	2106
Eef1b2	3	2839
Eef1e1	3	2453
Eef1g	2	1595
Eef2	3	3213
Eef2k	2	847
Eef2kmt	1	673
Eefsec	3	3714
Eepd1	1	210
Efcab1	0	3
Efcab14	2	1716
Efcab2	4	208
Efcab7	0	872
Efemp1	0	1005
Efemp2	1	698
Efhc1	1	95
Efhd2	0	1654
Efl1	0	3873
Efna1	3	100
Efna2	1	18
Efna4	1	12
Efna5	3	1047
Efnb1	3	926
Efnb2	0	588
Efr3a	0	3776
Efs	1	535
Eftud2	3	3889
Egf	2	10
Cfap70	2	1
Egfl7	1	134
Egflam	1	88
Egfr	0	1282
Egln1	2	1378
Egln2	1	439
Egln3	2	600
Egr1	0	9
Ehbp1	2	218
Ehbp1l1	2	178
Ca11	2	6
Ehd1	1	1529
Ehd2	1	1443
Ehd3	3	323
Ehd4	0	3011
Ehhadh	3	2650
Ehmt1	0	4296
Ehmt2	1	1139
Ei24	0	3228
Eid1	2	1623
Eif1	2	1246
Eif1a	0	583
Eif1ad	3	2919
Eif1ax	2	1668
Eif1b	2	1961
Eif2a	2	2570
Eif2ak1	2	3017
Eif2ak2	3	254
Eif2ak3	1	1204
Eif2ak4	0	1101
Eif2b1	3	2518
Eif2b2	2	1574
Eif2b3	3	2917
Eif2b4	2	1822
Eif2b5	3	3192
Eif2d	2	1420
Eif2s1	3	2921
Eif2s2	2	1318
Eif2s3x	3	3562
Eif3a	0	526
Eif3b	3	2904
Eif3c	3	2511
Eif3d	3	2688
Eif3el1	2	2548
Eif3f	3	1490
Eif3g	3	2096
Eif3h	3	2797
Eif3i	2	2273
Eif3j	2	621
Eif3k	3	3426
Eif3l	3	2916
Eif3m	3	866
Eif4a1	3	2055
Eif4a2	2	1347
Eif4a3	3	3132
Eif4e	2	513
Eif4e2	2	989
Eif4e3	2	485
Eif4ebp1	3	1837
Eif4ebp2	3	2079
Eif4ebp3	0	3107
Eif4enif1	0	3414
Eif4g1	2	761
Eif4g2	2	2586
Eif4g3	2	1388
Eif4h	3	3067
Eif5a	3	1834
Eif5a2	0	672
Eif5b	2	174
Eif6	3	2529
Eipr1	2	135
Elac1	3	1057
Elac2	3	3122
Elane	3	37
Elavl1	1	2744
Elf1	0	3214
Elf2	0	2265
Elf4	0	1103
Elfn1	4	76
Elk1	2	1038
Elk3	0	1052
Elk4	0	2757
Ell	3	3476
Ell2	0	70
Elmo1	0	170
Elmo2	0	1657
Elmo3	1	149
Elmod2	3	3531
Elmod3	3	2631
Eloa	2	3194
Elob	2	1623
Eloc	2	1396
Elof1	3	2243
Elovl1	1	1398
Elovl5	1	685
Elovl6	1	93
Elp1	1	4367
Elp2	2	2763
Elp3	2	3749
Elp5	1	1941
Elp6	1	629
Emb	0	173
Emc1	1	2629
Emc10	3	3778
Emc2	2	2135
Emc3	3	3145
Emc4	3	2762
Emc6	1	1271
Emc7	3	3042
Emc8	1	2341
Emc9	2	423
Emcn	3	559
Emd	0	1666
Eme2	1	1646
Emg1	2	1402
Emid1	1	3
Emilin1	1	992
Emilin2	0	829
Eml1	2	163
Eml2	3	1950
Eml4	0	1652
Emp1	0	2390
Emp2	3	64
Emp3	1	1181
Emsy	0	1066
En1	1	11
Enc1	0	587
Endod1	3	172
Endog	2	97
Endou	3	57
Endov	1	1321
Eng	3	810
Engase	1	1040
Enho	3	9
Eno1	3	1195
Eno2	0	746
Eno3	5	55
Eno4	0	324
Dpysl4	0	10
Enoph1	1	1692
Enox1	4	44
Enox2	0	1164
Enpep	3	926
Enpp1	0	460
Enpp2	0	1124
Enpp3	3	2369
Enpp5	3	1605
Ensa	2	2115
Entpd1	0	1025
Entpd4	2	2041
Entpd5	2	1273
Entpd6	2	1352
Entpd7	0	2878
Entr1	0	2771
Eny2	3	2717
Eogt	0	2286
Eola2	3	2403
Ep300	0	3582
Ep400	0	3511
Epas1	3	1090
Epb41	0	739
Epb41l1	1	379
Epb41l2	0	1829
Epb41l3	0	2
Epb41l4b	0	5
Epb41l5	2	1
Epb42	4	57
Epc1	0	1881
Epc2	2	1874
Epcam	4	328
Epdr1	2	9
Epg5	1	2317
Epha2	1	42
Epha4	0	5
Ephb2	1	311
Ephb4	3	350
Ephb6	1	835
Ephx1	3	1470
Ephx3	0	15
Epm2a	2	258
Epm2aip1	0	1546
Epn1	2	1530
Epn2	1	2503
Epor	1	137
Eppk1	3	331
Eprs	3	3047
Eps15	0	1319
Eps15l1	0	3054
Eps8	0	2497
Epsti1	0	26
Eqtn	4	186
Eral1	2	1979
Erap1	3	3117
Erbb2	1	56
Erbin	2	3578
Erc1	0	2102
Ercc1	3	1971
Ercc2	1	1893
Ercc3	3	4133
Ercc4	0	1847
Ercc5	4	470
Ercc6	0	2494
Ercc6l2	0	2044
Ercc8	0	2240
Erf	1	133
Erg	3	1176
Erg28	0	2163
Ergic1	3	1522
Ergic2	2	603
Ergic3	3	3015
Erh	0	3320
Eri1	0	3100
Eri2	0	467
Eri3	2	1638
Erich1	0	2067
Erich6	4	447
Erlec1	2	2899
Erlin1	0	3280
Erlin2	3	2962
Ermard	0	1370
Ermp1	0	3519
Ern1	0	226
Ero1a	0	1986
Ero1b	1	2234
Erp29	1	974
Erp44	3	3654
Errfi1	0	1207
Esam	1	641
Esco1	0	3226
Esd	2	1444
Esf1	2	355
Esm1	1	11
Esrra	2	418
Esrrg	2	34
Ess2	3	3964
Esyt1	0	3685
Esyt2	0	4167
Etaa1l1	0	2205
Etf1	2	2152
Etfa	3	2248
Etfb	1	1020
Etfbkmt	1	1035
Etfdh	2	1765
Etfrf1	3	2161
Ethe1	2	1301
Etl4	0	669
Etnk1	1	42
Ets1	3	1037
Ets2	2	984
Etv1	3	124
Etv3	1	1301
Etv5	0	754
Etv6	0	669
Eva1a	1	25
Eva1b	1	127
Eva1c	1	51
Evc	1	506
Evc2	1	2018
Evi2a	0	427
Evi2b	0	138
Evi5	0	3444
Evi5l	1	1038
Evl	1	123
Ewsr1	0	2149
Exd1	4	20
Exd2	3	2041
Exo5	0	144
Exoc1	0	3727
Exoc2	0	2620
Exoc3	2	2612
Exoc3l2	0	352
Exoc4	0	2563
Exoc5	0	3708
Exoc6	0	1541
Exoc6b	0	1022
Exoc7	1	3897
Exoc8	1	2486
Exog	1	717
Exosc1	3	1994
Exosc10	3	3779
Exosc2	1	2739
Exosc3	0	181
Exosc4	3	1460
Exosc5	2	1593
Exosc6	1	23
Exosc7	3	2750
Exosc8	0	2309
Exosc9	0	959
Ext1	0	2285
Ext2	1	4025
Extl1	2	105
Extl2	3	1856
Extl3	3	3253
Eya1	2	35
Eya2	3	33
Eya3	0	4476
Eya4	2	26
Ezh1	0	3487
Ezh2	0	539
Birc5	0	1
Ezr	3	138
F11r	0	3674
F13a1	0	35
F2r	0	1468
F2rl1	4	9
F2rl2	0	7
F3	3	553
F5	0	127
F8	1	278
F8a1	1	2039
Fa2h	6	14
Faap100	1	130
Faap20	1	747
Faap24	0	366
Fabp12	0	17
Fabp3	2	31
Fabp4	3	764
Fadd	0	1604
Fads1	1	371
Fads2	3	370
Fads3	1	441
Faf1	2	2810
Faf2	3	3778
Fah	1	1412
Fahd1	3	734
Fahd2a	1	1508
Faim	0	172
Cpa1	0	3
Fam102a	1	121
Fam102b	3	923
Fam104a	2	3469
Fam107a	0	34
Fam107b	0	1364
Fam110a	1	51
Fam110b	0	662
Fam110d	3	195
Fam111a	0	4
Fam114a1	1	171
Fam114a2	2	1465
Fam117a	3	1787
Fam117b	3	2702
Fam118a	0	2176
Fam118b	2	1044
Fam120a	3	3943
Fam120b	1	3996
FAM120C	1	2268
Fam122b	3	54
Fam124a	3	233
Fam126a	0	1038
Ccdc152	0	2
Fam126b	3	2968
Fam131a	4	56
Fam131c	4	173
Fam133b	0	789
Fam135a	2	881
Fam136a	1	2181
Fam13a	0	889
Fam13b	0	1570
Fam13c	0	122
Fam149a	1	4
Fam149b1	0	2910
Fam151b	0	150
Fam161a	1	203
Fam162a	3	1616
Fam167b	3	497
Fam168a	3	4003
Fam168b	0	3597
Fam169b	4	250
Fam171a1	0	413
Fam171a2	1	141
Fam171b	0	280
Fam172a	0	3633
Fam174a	2	1901
Fam177a1	0	3248
Fam180a	3	36
Fam181b	1	240
Fam189b	2	333
Fam193a	0	2052
Fam193b	1	146
Fam199x	0	3493
Fam204a	0	1350
Fam207a	1	2133
Fam20a	1	6
Fam20b	0	3455
Fam20c	2	264
Fam210a	2	1754
Fam210b	0	2418
Fam214a	0	2128
Fam214b	1	173
Fam216a	3	3080
Fam217b	1	1313
Fam219a	4	35
Fam219b	1	512
Fam220a	2	1040
Fam222b	0	2241
Fam227b	2	55
Fam228b	4	122
Fam229a	1	8
Fam234a	2	1837
Fam234b	3	2265
Fam241a	1	200
Fam241b	3	896
Fam32a	1	1717
Fam3a	3	3725
Fam3c	0	1013
Fam43a	0	476
Fam47e	4	352
Fam50a	0	35
AABR07040947.1	0	5
Fam53a	2	520
Fam53b	2	312
Fam53c	2	1417
Fam71e1	1	685
Fam76a	0	3484
Fam76b	0	1092
Fam78a	2	50
Fam78b	0	339
Fam83b	0	72
Fam83e	1	35
Fam83h	1	1435
Fam89a	1	351
Fam89b	2	1502
Fam8a1	3	4298
Fam91a1	0	3786
Fam98a	2	1751
Fam98c	1	468
Fan1	0	499
Fancb	4	436
Fancc	1	68
Fancd2	0	1932
Fance	1	49
Fancf	1	406
Fancg	4	70
Fancl	4	214
Fancm	1	1971
Fap	0	21
Far1	0	2511
Far2	4	214
Farp1	1	33
Farp2	1	2710
Fars2	3	3306
Farsa	3	2750
Farsb	2	1925
Fas	0	678
Faslg	4	16
Fasn	1	60
Fastk	2	937
Fastkd1	0	1508
Fastkd2	2	1623
Fastkd3	0	2666
Fat1	0	988
Fat4	0	1349
Fau	3	1215
Faxc	4	32
Faxdc2	0	2839
Fbf1	0	2309
Fbh1	0	3875
Fbl	3	3066
Fblim1	0	22
Fbln2	1	738
Fbln5	0	659
Fbln7	3	742
Cyb5r2	3	3
Fbn1	1	310
Fbrs	0	2096
Fbrsl1	1	608
Fbxl12	4	390
Fbxl14	0	3667
Fbxl15	1	281
Fbxl17	2	124
Fbxl18	2	56
Fbxl19	1	6
Fbxl20	0	4188
Fbxl21	0	73
Fbxl3	0	3168
Fbxl4	2	1948
Fbxl5	0	4086
Fbxl6	1	1745
Fbxl7	0	860
Fbxl8	1	511
Fbxo10	1	153
Fbxo11	0	3095
Fbxo15	3	209
Fbxo21	3	2544
Fbxo22	2	1697
Fbxo25	1	3392
Fbxo28	1	1434
Fbxo3	2	2328
Fbxo30	0	2585
Fbxo31	2	1325
Fbxo32	2	301
Fbxo33	0	3562
Fbxo34	2	1835
Fbxo38	0	4657
Fbxo4	3	1177
Fbxo40	5	57
Fbxo42	1	2097
Fbxo44	3	1672
Fbxo45	2	488
Fbxo46	4	90
Fbxo5	0	215
Fbxo6	2	2217
Fbxo7	3	2937
Fbxo8	3	2459
Fbxo9	2	1625
Fbxw11	2	3538
Fbxw17	1	388
Fbxw2	3	3962
Fbxw4	1	676
Fbxw5	2	1147
Fbxw7	0	366
Fbxw8	1	1796
Fbxw9	1	78
Fcer1a	0	3
Fcer1g	0	224
Fcf1	3	2742
Fcgr1a	0	401
Fcgr2a	0	146
Fcgr2b	0	734
Fcgr3a	0	7
Fcgrt	1	3193
Fcho2	0	1847
Fchsd1	1	76
Fchsd2	0	2315
Fcmr	0	18
Fcna	0	47
Cd209f	0	1
Fcnb	0	53
Fcsk	1	790
Fdft1	2	348
Fdx1	1	1258
Fdx2	1	1109
Fdxacb1	0	242
Fdxr	1	755
Fech	2	1360
Fem1a	2	1829
Fem1b	2	3468
Fem1c	2	1253
Fen1	2	307
Fer	0	1414
Fer1l6	1	137
Fermt2	0	2031
Fermt3	0	795
Fes	1	20
Fez2	0	1101
Ffar2	0	780
Ffar4	1	555
Fgd1	0	2587
Fgd2	0	193
Fgd3	1	306
Fgd4	3	2672
Fgd5	0	508
Fgd6	0	966
Fgf10	1	414
Fgf13	2	17
Fgf18	0	15
Fgf21	4	11
Fgf7	0	407
Fgfbp3	3	86
Fgfr1	1	1333
Fgfr1op2	0	890
Fgfr2	0	695
Fgfrl1	1	700
Fggy	2	1129
Fgl2	3	2038
Fgr	0	366
Fh	2	1380
Fhdc1	1	59
Fhip1a	2	6
Ank3	2	2
Fhip1b	1	2111
Fhip2a	0	3463
Fhip2b	2	801
Fhit	1	555
Fhl1	2	410
Fhl2	1	13
Fhl3	2	665
Fhl5	3	299
Fhod1	2	19
Fhod3	2	23
Fibin	2	38
Cxadr	2	1
Fibp	3	4383
Ficd	3	3565
Fig4	3	2864
Fign	3	2065
Filip1	2	19
Filip1l	2	94
Fip1l1	0	1478
Fis1	3	3970
Fitm1	5	24
Fitm2	1	1717
Fiz1	3	3133
Fjx1	3	2
Fkbp10	1	2616
Fkbp11	1	2300
Fkbp14	1	3225
Fkbp15	0	4082
Fkbp1a	3	3472
Fkbp2	1	382
Fkbp3	2	282
Fkbp4	2	1011
Fkbp5	3	181
Fkbp8	1	1960
Fkbp9	1	2011
Fkbpl	2	789
Fkrp	2	1653
Fktn	2	2980
Flacc1	4	381
Flad1	2	1295
Flcn	1	607
Fli1	0	940
Flii	2	2086
Flna	1	30
Flnb	1	197
Flnc	5	14
Cryab	5	1
Flot1	2	899
Flot2	2	3214
Flrt2	2	462
Ccpg1os	2	2
Flrt3	1	36
Flt1	0	601
Flt3	0	95
Flt4	1	214
Flvcr1	3	532
Flvcr2	0	674
Flywch1	3	1677
Fmc1	2	2149
Fmn1	2	51
Fmnl1	0	369
Fmnl2	0	502
Fmnl3	1	376
Fmo1	3	1375
AABR07065823.2	3	4
Fmo2	3	2123
Fmo3	3	311
Fmo4	3	1760
Fmo5	3	192
Fmr1	0	440
Fn1	0	785
Fn3k	2	15
Fn3krp	3	3013
Fnbp1	0	460
Fnbp1l	0	773
Fnbp4	0	212
Fndc1	2	28
Fndc3a	0	2541
Fndc3b	0	3264
Fnip2	0	2660
Fnta	3	2923
Focad	2	1649
Folr1	1	719
Folr2	0	121
Fosb	1	2
Fos	2	4
Fosl2	0	401
Arid5a	0	5
Foxc1	1	12
Foxj2	0	3432
Foxj3	2	1822
Foxk1	3	3226
Foxk2	2	2664
Foxn2	0	1598
Foxn3	2	1157
Foxo1	3	2319
Foxo3	3	1608
Foxo4	2	701
Foxp1	0	1748
Foxp4	1	1854
Foxred1	2	36
Foxred2	0	568
Foxs1	1	1
Fpgs	1	1207
Fpgt	0	2827
Fpr-rs4	4	390
Fpr1	4	309
Fra10ac1	0	595
Fras1	2	6
Frat1	2	1110
Frat2	2	37
Frem1	1	361
Frem2	2	3
Efr3b	2	5
Frg1	2	1222
Frk	1	1139
Frmd4a	0	1370
Frmd4b	0	1285
Frmd6	0	1616
Frmd8	1	1599
Frrs1	0	1529
Frs2	0	3272
Frs3	2	753
Fry	2	2897
Fryl	0	1171
Frzb	3	1715
Fscn1	1	309
Fsd1l	2	204
Fsd2	5	8
Fst	0	963
Fgf1	0	7
Fstl1	0	931
Fstl3	1	304
Fth1	1	1283
Ftl1	1	322
Fto	3	3935
Ftsj1	3	3366
Ftsj3	3	1280
Fubp1	0	764
Fubp3	0	4177
Fuca1	3	1711
Fuca2	2	1371
Fundc1	1	1376
Fundc2	2	1425
Furin	1	3209
Fus	3	879
Fut10	2	2292
Fut11	1	1949
Fut4	0	212
Fut8	0	1459
Fuz	2	833
Fv1	0	1986
Fxn	2	772
Fxr1	2	445
Fxr2	2	2239
Fxyd1	2	1485
Fxyd2	0	10
Fxyd5	3	177
Atp5if1	2	7
Fxyd7	4	2
Fyb1	0	230
Fyco1	2	813
Fyn	0	1021
Fyttd1	0	2001
Fzd1	1	1143
Fzd2	2	145
Fzd3	0	1258
Fzd4	0	3695
Fzd6	1	170
Fzd7	2	1502
Fzd8	1	521
Fzr1	1	3135
G0s2	3	1237
G2e3	0	2297
G3bp1	2	2685
G3bp2	2	1838
G4	3	2430
G6pc3	3	1905
Gaa	2	2307
Gab1	0	1166
Gab2	0	2316
Gabarap	3	2842
Gabarapl1	3	3406
Gabarapl2	2	2239
Gabbr1	0	40
Gabpa	0	3563
Gabpb1	0	1236
Gabpb2	0	1947
Gabrb2	4	159
Gabrg1	0	30
Gabrg3	4	32
Gabrr2	0	316
Gadd45a	0	729
Gadd45b	2	1
Gadd45g	2	8
Gadd45gip1	2	1011
Gak	0	4184
Gal3st4	0	583
Galc	3	549
Gale	1	487
Galk1	1	728
Galk2	3	3149
Galm	3	2012
Galns	2	2033
Galnt1	3	2538
Galnt10	0	157
Galnt11	0	2904
Galnt15	3	319
AABR07063704.1	3	2
Galnt16	1	77
Galnt17	2	53
Galnt18	1	508
Galnt2	3	4192
Galnt6	0	74
Galnt7	0	383
Galntl5	0	19
Galntl6	4	131
Galr2	3	4
Galt	1	1836
Gamt	2	27
Gan	0	868
Ganab	3	3256
Ganc	2	919
Gapdh	2	286
Gapvd1	0	4063
Gar1	0	60
Garnl3	1	54
Garre1	0	1439
Gars	3	2760
Gart	3	3301
Gas2l1	1	907
Gas2l3	6	9
Gas6	0	1762
Gas7	1	9
Gas8	4	9
Gask1a	4	282
Gask1b	3	2419
Gata2	3	214
Cys1	3	4
Gata3	4	8
Gata6	0	53
Gatad1	2	1946
Gatad2a	1	3532
Gatad2b	2	1489
Gatb	2	951
Gatc	2	1486
Gatd1	0	2299
Gatd3a	2	1173
Gba	0	2460
Gba2	1	158
Gbe1	1	596
Gbf1	2	3054
Gbp2	4	71
Gbp4	4	28
Gbp5	4	48
Cxcl10	4	1
Gbp6	4	19
Gbp7	0	75
Gca	2	29
Gcat	1	307
Gcc1	0	1697
Gcc2	0	819
Gcdh	3	2768
Gcfc2	0	1928
Gcgr	1	111
Gch1	0	1428
Gclc	0	2348
Gclm	3	2756
Gcm2	4	328
Gcn1	1	3005
Gcnt1	0	162
Gcnt2	0	652
Gcsh	3	1425
Gda	0	1342
Gdap1	4	117
Gdap2	0	2883
Gde1	3	2972
Gdf1	2	8
Gdf10	3	393
Gdf11	0	38
Gdf15	1	18
Gdf5	3	542
Gdi1	0	1597
Gdi2	3	3980
Gdpd1	2	344
Gdpd5	1	210
Gdpgp1	0	2308
Gem	2	232
Gemin2	1	1256
Gemin5	3	4087
