name,organism,model_bigg_id
HADHA,Homo sapiens,Recon3D
HADHB,Homo sapiens,Recon3D
HADH,Homo sapiens,Recon3D
HAL,Homo sapiens,Recon3D
HAS1,Homo sapiens,Recon3D
HAS2,Homo sapiens,Recon3D
HAS3,Homo sapiens,Recon3D
HDC,Homo sapiens,Recon3D
HDLBP,Homo sapiens,Recon3D
HEXA,Homo sapiens,Recon3D
HEXB,Homo sapiens,Recon3D
PLA2G2E,Homo sapiens,Recon3D
ST6GALNAC6,Homo sapiens,Recon3D
HGD,Homo sapiens,Recon3D
NT5C,Homo sapiens,Recon3D
HK1,Homo sapiens,Recon3D
HK2,Homo sapiens,Recon3D
ACAA1,Homo sapiens,Recon3D
HK3,Homo sapiens,Recon3D
HLCS,Homo sapiens,Recon3D
HMBS,Homo sapiens,Recon3D
AOC2,Homo sapiens,Recon3D
HMGCL,Homo sapiens,Recon3D
HMGCR,Homo sapiens,Recon3D
HMGCS1,Homo sapiens,Recon3D
HMGCS2,Homo sapiens,Recon3D
HMOX1,Homo sapiens,Recon3D
HMOX2,Homo sapiens,Recon3D
AOX1,Homo sapiens,Recon3D
HNMT,Homo sapiens,Recon3D
SLC29A2,Homo sapiens,Recon3D
ACACA,Homo sapiens,Recon3D
HPD,Homo sapiens,Recon3D
HPGD,Homo sapiens,Recon3D
HPRT1,Homo sapiens,Recon3D
HSD3B1,Homo sapiens,Recon3D
HSD3B2,Homo sapiens,Recon3D
HSD11B1,Homo sapiens,Recon3D
HSD11B2,Homo sapiens,Recon3D
HSD17B1,Homo sapiens,Recon3D
HSD17B3,Homo sapiens,Recon3D
HSD17B2,Homo sapiens,Recon3D
HSD17B4,Homo sapiens,Recon3D
ACACB,Homo sapiens,Recon3D
NDST1,Homo sapiens,Recon3D
CHSY3,Homo sapiens,Recon3D
B4GALNT4,Homo sapiens,Recon3D
ENPP7,Homo sapiens,Recon3D
ACADL,Homo sapiens,Recon3D
SLC6A19,Homo sapiens,Recon3D
ACER2,Homo sapiens,Recon3D
ACSM4,Homo sapiens,Recon3D
IDH1,Homo sapiens,Recon3D
IDH2,Homo sapiens,Recon3D
COX8C,Homo sapiens,Recon3D
IDH3A,Homo sapiens,Recon3D
IDH3B,Homo sapiens,Recon3D
IDH3G,Homo sapiens,Recon3D
IDI1,Homo sapiens,Recon3D
IDS,Homo sapiens,Recon3D
IDUA,Homo sapiens,Recon3D
AQP8,Homo sapiens,Recon3D
SLC10A6,Homo sapiens,Recon3D
SLC35B2,Homo sapiens,Recon3D
ACSM2B,Homo sapiens,Recon3D
SLC6A18,Homo sapiens,Recon3D
NMNAT3,Homo sapiens,Recon3D
ACADM,Homo sapiens,Recon3D
APRT,Homo sapiens,Recon3D
AQP1,Homo sapiens,Recon3D
AQP2,Homo sapiens,Recon3D
ACADS,Homo sapiens,Recon3D
GLT6D1,Homo sapiens,Recon3D
AQP3,Homo sapiens,Recon3D
IMPA1,Homo sapiens,Recon3D
IMPA2,Homo sapiens,Recon3D
IMPDH1,Homo sapiens,Recon3D
IMPDH2,Homo sapiens,Recon3D
AQP4,Homo sapiens,Recon3D
IDO1,Homo sapiens,Recon3D
INPP1,Homo sapiens,Recon3D
AQP5,Homo sapiens,Recon3D
INPP4A,Homo sapiens,Recon3D
INPP5A,Homo sapiens,Recon3D
INPP5B,Homo sapiens,Recon3D
INPP5D,Homo sapiens,Recon3D
INPPL1,Homo sapiens,Recon3D
AQP7,Homo sapiens,Recon3D
IREB2,Homo sapiens,Recon3D
AQP9,Homo sapiens,Recon3D
ACADSB,Homo sapiens,Recon3D
STT3A,Homo sapiens,Recon3D
ITPA,Homo sapiens,Recon3D
ITPK1,Homo sapiens,Recon3D
ITPKA,Homo sapiens,Recon3D
ITPKB,Homo sapiens,Recon3D
IVD,Homo sapiens,Recon3D
NDUFS7,Homo sapiens,Recon3D
PTPRQ,Homo sapiens,Recon3D
ASPG,Homo sapiens,Recon3D
HSD11B1L,Homo sapiens,Recon3D
B3GNT8,Homo sapiens,Recon3D
MIA3,Homo sapiens,Recon3D
SLC27A1,Homo sapiens,Recon3D
KCNJ8,Homo sapiens,Recon3D
KCNJ11,Homo sapiens,Recon3D
CA13,Homo sapiens,Recon3D
ENTPD8,Homo sapiens,Recon3D
KHK,Homo sapiens,Recon3D
ACADVL,Homo sapiens,Recon3D
ARG1,Homo sapiens,Recon3D
ARG2,Homo sapiens,Recon3D
SLC22A10,Homo sapiens,Recon3D
KMT5A,Homo sapiens,Recon3D
SLC9A4,Homo sapiens,Recon3D
ACAT1,Homo sapiens,Recon3D
LALBA,Homo sapiens,Recon3D
ACP7,Homo sapiens,Recon3D
LBR,Homo sapiens,Recon3D
LCAT,Homo sapiens,Recon3D
LCT,Homo sapiens,Recon3D
LDHA,Homo sapiens,Recon3D
LDHB,Homo sapiens,Recon3D
LDHC,Homo sapiens,Recon3D
LIPA,Homo sapiens,Recon3D
LIPC,Homo sapiens,Recon3D
LIPE,Homo sapiens,Recon3D
FADS1,Homo sapiens,Recon3D
FADS3,Homo sapiens,Recon3D
ACAT2,Homo sapiens,Recon3D
HACD4,Homo sapiens,Recon3D
LOXL2,Homo sapiens,Recon3D
LPL,Homo sapiens,Recon3D
LPO,Homo sapiens,Recon3D
PLPP6,Homo sapiens,Recon3D
LSS,Homo sapiens,Recon3D
LTA4H,Homo sapiens,Recon3D
CYP4F3,Homo sapiens,Recon3D
LTC4S,Homo sapiens,Recon3D
ARSA,Homo sapiens,Recon3D
ARSB,Homo sapiens,Recon3D
MAN2B1,Homo sapiens,Recon3D
MANBA,Homo sapiens,Recon3D
MAOA,Homo sapiens,Recon3D
MAOB,Homo sapiens,Recon3D
STS,Homo sapiens,Recon3D
MAT1A,Homo sapiens,Recon3D
MAT2A,Homo sapiens,Recon3D
CHST6,Homo sapiens,Recon3D
MDH1,Homo sapiens,Recon3D
MDH2,Homo sapiens,Recon3D
ME1,Homo sapiens,Recon3D
ME2,Homo sapiens,Recon3D
MGAT5,Homo sapiens,Recon3D
MGST2,Homo sapiens,Recon3D
MGST3,Homo sapiens,Recon3D
ASAH1,Homo sapiens,Recon3D
MIP,Homo sapiens,Recon3D
KMT2A,Homo sapiens,Recon3D
ALDH6A1,Homo sapiens,Recon3D
MPI,Homo sapiens,Recon3D
MPO,Homo sapiens,Recon3D
MPST,Homo sapiens,Recon3D
ASL,Homo sapiens,Recon3D
ABCC1,Homo sapiens,Recon3D
ASMT,Homo sapiens,Recon3D
ACHE,Homo sapiens,Recon3D
ASNS,Homo sapiens,Recon3D
MTHFD2L,Homo sapiens,Recon3D
AKR1B15,Homo sapiens,Recon3D
ASPA,Homo sapiens,Recon3D
ASS1,Homo sapiens,Recon3D
MTAP,Homo sapiens,Recon3D
COX1,Homo sapiens,Recon3D
COX2,Homo sapiens,Recon3D
COX3,Homo sapiens,Recon3D
CYTB,Homo sapiens,Recon3D
MTHFD1,Homo sapiens,Recon3D
MTHFR,Homo sapiens,Recon3D
ND1,Homo sapiens,Recon3D
ND2,Homo sapiens,Recon3D
ND3,Homo sapiens,Recon3D
ND4,Homo sapiens,Recon3D
ND4L,Homo sapiens,Recon3D
ND5,Homo sapiens,Recon3D
ND6,Homo sapiens,Recon3D
MTR,Homo sapiens,Recon3D
MUT,Homo sapiens,Recon3D
MVD,Homo sapiens,Recon3D
MVK,Homo sapiens,Recon3D
MYO5B,Homo sapiens,Recon3D
NAGA,Homo sapiens,Recon3D
NAGLU,Homo sapiens,Recon3D
NDUFA1,Homo sapiens,Recon3D
NDUFA2,Homo sapiens,Recon3D
NDUFA3,Homo sapiens,Recon3D
NDUFA4,Homo sapiens,Recon3D
NDUFA5,Homo sapiens,Recon3D
NDUFA6,Homo sapiens,Recon3D
NDUFA7,Homo sapiens,Recon3D
NDUFA8,Homo sapiens,Recon3D
NDUFA9,Homo sapiens,Recon3D
NDUFA10,Homo sapiens,Recon3D
NDUFAB1,Homo sapiens,Recon3D
NDUFB1,Homo sapiens,Recon3D
NDUFB2,Homo sapiens,Recon3D
NDUFB3,Homo sapiens,Recon3D
NDUFB4,Homo sapiens,Recon3D
NDUFB5,Homo sapiens,Recon3D
NDUFB6,Homo sapiens,Recon3D
NDUFB7,Homo sapiens,Recon3D
NDUFB8,Homo sapiens,Recon3D
NDUFB9,Homo sapiens,Recon3D
NDUFB10,Homo sapiens,Recon3D
NDUFC1,Homo sapiens,Recon3D
NDUFC2,Homo sapiens,Recon3D
NDUFS1,Homo sapiens,Recon3D
ATIC,Homo sapiens,Recon3D
NDUFS2,Homo sapiens,Recon3D
NDUFS3,Homo sapiens,Recon3D
NDUFV1,Homo sapiens,Recon3D
NDUFS4,Homo sapiens,Recon3D
NDUFS5,Homo sapiens,Recon3D
NDUFS6,Homo sapiens,Recon3D
NDUFS8,Homo sapiens,Recon3D
NDUFV2,Homo sapiens,Recon3D
NDUFV3,Homo sapiens,Recon3D
NEU1,Homo sapiens,Recon3D
NEU2,Homo sapiens,Recon3D
ATP1A1,Homo sapiens,Recon3D
ATP1A2,Homo sapiens,Recon3D
ATP1A3,Homo sapiens,Recon3D
ACLY,Homo sapiens,Recon3D
ATP1A4,Homo sapiens,Recon3D
ATP1B1,Homo sapiens,Recon3D
ATP1B2,Homo sapiens,Recon3D
NME1,Homo sapiens,Recon3D
NME2,Homo sapiens,Recon3D
NME3,Homo sapiens,Recon3D
NME4,Homo sapiens,Recon3D
NNMT,Homo sapiens,Recon3D
ATP1B3,Homo sapiens,Recon3D
NOS1,Homo sapiens,Recon3D
NOS2,Homo sapiens,Recon3D
NOS3,Homo sapiens,Recon3D
PNP,Homo sapiens,Recon3D
NPC1,Homo sapiens,Recon3D
NPR1,Homo sapiens,Recon3D
NPR2,Homo sapiens,Recon3D
SLC11A2,Homo sapiens,Recon3D
ACO1,Homo sapiens,Recon3D
NSF,Homo sapiens,Recon3D
NT5E,Homo sapiens,Recon3D
ATP2B1,Homo sapiens,Recon3D
ATP2B2,Homo sapiens,Recon3D
ATP2B3,Homo sapiens,Recon3D
GPX8,Homo sapiens,Recon3D
ATP2B4,Homo sapiens,Recon3D
OAT,Homo sapiens,Recon3D
OCRL,Homo sapiens,Recon3D
ODC1,Homo sapiens,Recon3D
ATP4A,Homo sapiens,Recon3D
OGDH,Homo sapiens,Recon3D
ATP4B,Homo sapiens,Recon3D
ATP5A1,Homo sapiens,Recon3D
OTC,Homo sapiens,Recon3D
OXCT1,Homo sapiens,Recon3D
ALDH7A1,Homo sapiens,Recon3D
P4HA1,Homo sapiens,Recon3D
RRM2B,Homo sapiens,Recon3D
PLA2G3,Homo sapiens,Recon3D
PAFAH1B1,Homo sapiens,Recon3D
PAFAH1B2,Homo sapiens,Recon3D
DUOX2,Homo sapiens,Recon3D
PAFAH1B3,Homo sapiens,Recon3D
CHST11,Homo sapiens,Recon3D
PAFAH2,Homo sapiens,Recon3D
PRDX1,Homo sapiens,Recon3D
PAH,Homo sapiens,Recon3D
GALNT9,Homo sapiens,Recon3D
ATP6V0A4,Homo sapiens,Recon3D
ATP5B,Homo sapiens,Recon3D
RDH8,Homo sapiens,Recon3D
AK3,Homo sapiens,Recon3D
NSDHL,Homo sapiens,Recon3D
PC,Homo sapiens,Recon3D
PCBD1,Homo sapiens,Recon3D
PDE11A,Homo sapiens,Recon3D
ATP5C1,Homo sapiens,Recon3D
ACO2,Homo sapiens,Recon3D
COQ6,Homo sapiens,Recon3D
AMDHD2,Homo sapiens,Recon3D
GLRX2,Homo sapiens,Recon3D
LAP3,Homo sapiens,Recon3D
PCK1,Homo sapiens,Recon3D
PCK2,Homo sapiens,Recon3D
DERA,Homo sapiens,Recon3D
NDUFA13,Homo sapiens,Recon3D
TNNI3K,Homo sapiens,Recon3D
ABHD5,Homo sapiens,Recon3D
MECR,Homo sapiens,Recon3D
RDH11,Homo sapiens,Recon3D
KMT5B,Homo sapiens,Recon3D
HSD17B12,Homo sapiens,Recon3D
A4GNT,Homo sapiens,Recon3D
AADAT,Homo sapiens,Recon3D
HSD17B11,Homo sapiens,Recon3D
HSD17B14,Homo sapiens,Recon3D
HAO2,Homo sapiens,Recon3D
DCXR,Homo sapiens,Recon3D
PLCE1,Homo sapiens,Recon3D
ACP6,Homo sapiens,Recon3D
PIGP,Homo sapiens,Recon3D
GLTP,Homo sapiens,Recon3D
NT5C3A,Homo sapiens,Recon3D
PIPOX,Homo sapiens,Recon3D
GMPR2,Homo sapiens,Recon3D
GCNT4,Homo sapiens,Recon3D
CYP39A1,Homo sapiens,Recon3D
PCYT1A,Homo sapiens,Recon3D
SLC25A37,Homo sapiens,Recon3D
PDE1A,Homo sapiens,Recon3D
PDE1C,Homo sapiens,Recon3D
CSAD,Homo sapiens,Recon3D
ATP6V1D,Homo sapiens,Recon3D
PDE2A,Homo sapiens,Recon3D
PDE3A,Homo sapiens,Recon3D
ATP5D,Homo sapiens,Recon3D
PDE3B,Homo sapiens,Recon3D
PDE4A,Homo sapiens,Recon3D
PDE4B,Homo sapiens,Recon3D
PDE4C,Homo sapiens,Recon3D
IP6K2,Homo sapiens,Recon3D
PDE4D,Homo sapiens,Recon3D
RHCG,Homo sapiens,Recon3D
PDE6A,Homo sapiens,Recon3D
PDE6C,Homo sapiens,Recon3D
ISYNA1,Homo sapiens,Recon3D
HSD17B7,Homo sapiens,Recon3D
PDE6D,Homo sapiens,Recon3D
PDE6G,Homo sapiens,Recon3D
HACD3,Homo sapiens,Recon3D
CTDSPL2,Homo sapiens,Recon3D
PDE6H,Homo sapiens,Recon3D
ATP5E,Homo sapiens,Recon3D
PDE7A,Homo sapiens,Recon3D
PDE8A,Homo sapiens,Recon3D
PDE9A,Homo sapiens,Recon3D
PDE1B,Homo sapiens,Recon3D
LGSN,Homo sapiens,Recon3D
NT5DC3,Homo sapiens,Recon3D
PDE6B,Homo sapiens,Recon3D
ATP5F1,Homo sapiens,Recon3D
PIGT,Homo sapiens,Recon3D
ATP6V1H,Homo sapiens,Recon3D
PDHA1,Homo sapiens,Recon3D
PDHA2,Homo sapiens,Recon3D
PDHB,Homo sapiens,Recon3D
MPC1,Homo sapiens,Recon3D
ENPP1,Homo sapiens,Recon3D
ENPP2,Homo sapiens,Recon3D
ENPP3,Homo sapiens,Recon3D
ATP5G1,Homo sapiens,Recon3D
CYB5R2,Homo sapiens,Recon3D
ACSL5,Homo sapiens,Recon3D
CYB5R1,Homo sapiens,Recon3D
CMPK1,Homo sapiens,Recon3D
SLC26A4,Homo sapiens,Recon3D
UPB1,Homo sapiens,Recon3D
WWOX,Homo sapiens,Recon3D
ATP5G2,Homo sapiens,Recon3D
COQ3,Homo sapiens,Recon3D
GALNT7,Homo sapiens,Recon3D
PEPD,Homo sapiens,Recon3D
ATP5G3,Homo sapiens,Recon3D
PFAS,Homo sapiens,Recon3D
ACOX1,Homo sapiens,Recon3D
ATP8B1,Homo sapiens,Recon3D
PFKFB1,Homo sapiens,Recon3D
PFKFB2,Homo sapiens,Recon3D
PFKFB3,Homo sapiens,Recon3D
PFKFB4,Homo sapiens,Recon3D
PFKL,Homo sapiens,Recon3D
PFKM,Homo sapiens,Recon3D
PFKP,Homo sapiens,Recon3D
ATP5I,Homo sapiens,Recon3D
PGAM1,Homo sapiens,Recon3D
PGAM2,Homo sapiens,Recon3D
PGD,Homo sapiens,Recon3D
ATP5J,Homo sapiens,Recon3D
PGK1,Homo sapiens,Recon3D
PGK2,Homo sapiens,Recon3D
PGM1,Homo sapiens,Recon3D
PGM3,Homo sapiens,Recon3D
ATP6V1A,Homo sapiens,Recon3D
ABCB1,Homo sapiens,Recon3D
ABCB4,Homo sapiens,Recon3D
PHEX,Homo sapiens,Recon3D
ATP6V1B1,Homo sapiens,Recon3D
PHYH,Homo sapiens,Recon3D
ATP6V1B2,Homo sapiens,Recon3D
PIGA,Homo sapiens,Recon3D
PIGC,Homo sapiens,Recon3D
ATP6V0C,Homo sapiens,Recon3D
PIGF,Homo sapiens,Recon3D
PIGH,Homo sapiens,Recon3D
PIK3C2A,Homo sapiens,Recon3D
PIK3C2B,Homo sapiens,Recon3D
PIK3C2G,Homo sapiens,Recon3D
PIK3C3,Homo sapiens,Recon3D
ATP6V1C1,Homo sapiens,Recon3D
PIK3CA,Homo sapiens,Recon3D
PIK3CB,Homo sapiens,Recon3D
PIK3CD,Homo sapiens,Recon3D
PIK3CG,Homo sapiens,Recon3D
PIK3R1,Homo sapiens,Recon3D
PIK3R2,Homo sapiens,Recon3D
PI4KA,Homo sapiens,Recon3D
PI4KB,Homo sapiens,Recon3D
ATP6V1E1,Homo sapiens,Recon3D
ACP1,Homo sapiens,Recon3D
PIP4K2A,Homo sapiens,Recon3D
PKLR,Homo sapiens,Recon3D
PKM,Homo sapiens,Recon3D
PLA2G1B,Homo sapiens,Recon3D
PLA2G2A,Homo sapiens,Recon3D
PLA2G4A,Homo sapiens,Recon3D
PLA2G5,Homo sapiens,Recon3D
PLCB2,Homo sapiens,Recon3D
PLCB3,Homo sapiens,Recon3D
PLCB4,Homo sapiens,Recon3D
PLCD1,Homo sapiens,Recon3D
PLCL1,Homo sapiens,Recon3D
PANK1,Homo sapiens,Recon3D
PLCG1,Homo sapiens,Recon3D
PLCG2,Homo sapiens,Recon3D
PLD1,Homo sapiens,Recon3D
PLD2,Homo sapiens,Recon3D
ATP6V0B,Homo sapiens,Recon3D
ATP6V1G2,Homo sapiens,Recon3D
ATP6V0A1,Homo sapiens,Recon3D
BCO1,Homo sapiens,Recon3D
PMM1,Homo sapiens,Recon3D
PMM2,Homo sapiens,Recon3D
DUOX1,Homo sapiens,Recon3D
SLCO1C1,Homo sapiens,Recon3D
A4GALT,Homo sapiens,Recon3D
ATP5O,Homo sapiens,Recon3D
ACP2,Homo sapiens,Recon3D
SLC37A1,Homo sapiens,Recon3D
PNLIP,Homo sapiens,Recon3D
PNLIPRP1,Homo sapiens,Recon3D
PNLIPRP2,Homo sapiens,Recon3D
PNMT,Homo sapiens,Recon3D
NANS,Homo sapiens,Recon3D
HAO1,Homo sapiens,Recon3D
SLC38A2,Homo sapiens,Recon3D
PON3,Homo sapiens,Recon3D
CHPF2,Homo sapiens,Recon3D
UGT2B28,Homo sapiens,Recon3D
HMGCLL1,Homo sapiens,Recon3D
NDUFB11,Homo sapiens,Recon3D
UGT1A10,Homo sapiens,Recon3D
UGT1A8,Homo sapiens,Recon3D
UGT1A7,Homo sapiens,Recon3D
UGT1A6,Homo sapiens,Recon3D
UGT1A5,Homo sapiens,Recon3D
UGT1A9,Homo sapiens,Recon3D
PPA1,Homo sapiens,Recon3D
UGT1A4,Homo sapiens,Recon3D
UGT1A1,Homo sapiens,Recon3D
UGT1A3,Homo sapiens,Recon3D
CRLS1,Homo sapiens,Recon3D
CROT,Homo sapiens,Recon3D
MANSC1,Homo sapiens,Recon3D
SLC6A20,Homo sapiens,Recon3D
PPAT,Homo sapiens,Recon3D
CTSA,Homo sapiens,Recon3D
CKMT1A,Homo sapiens,Recon3D
PIGG,Homo sapiens,Recon3D
ELOVL2,Homo sapiens,Recon3D
WHSC1L1,Homo sapiens,Recon3D
UCKL1,Homo sapiens,Recon3D
PIGX,Homo sapiens,Recon3D
NMRK1,Homo sapiens,Recon3D
ACSM5,Homo sapiens,Recon3D
PPOX,Homo sapiens,Recon3D
OXSM,Homo sapiens,Recon3D
AUH,Homo sapiens,Recon3D
ACP5,Homo sapiens,Recon3D
SLC52A1,Homo sapiens,Recon3D
PDPR,Homo sapiens,Recon3D
SLC38A4,Homo sapiens,Recon3D
PNPO,Homo sapiens,Recon3D
NADSYN1,Homo sapiens,Recon3D
TMLHE,Homo sapiens,Recon3D
ETNK2,Homo sapiens,Recon3D
PANK4,Homo sapiens,Recon3D
SLC47A1,Homo sapiens,Recon3D
ADI1,Homo sapiens,Recon3D
ECHDC2,Homo sapiens,Recon3D
PGM2,Homo sapiens,Recon3D
FGGY,Homo sapiens,Recon3D
UEVLD,Homo sapiens,Recon3D
SPTLC3,Homo sapiens,Recon3D
RFK,Homo sapiens,Recon3D
SLC29A3,Homo sapiens,Recon3D
AGPAT5,Homo sapiens,Recon3D
ACER3,Homo sapiens,Recon3D
SLC35C1,Homo sapiens,Recon3D
CHDH,Homo sapiens,Recon3D
VNN3,Homo sapiens,Recon3D
PI4K2A,Homo sapiens,Recon3D
PPT1,Homo sapiens,Recon3D
CSGALNACT2,Homo sapiens,Recon3D
ETNK1,Homo sapiens,Recon3D
CHST12,Homo sapiens,Recon3D
SMPD3,Homo sapiens,Recon3D
GALNT10,Homo sapiens,Recon3D
NAGK,Homo sapiens,Recon3D
MIOX,Homo sapiens,Recon3D
MTMR8,Homo sapiens,Recon3D
POMGNT1,Homo sapiens,Recon3D
SMPD4,Homo sapiens,Recon3D
PIGV,Homo sapiens,Recon3D
CNDP2,Homo sapiens,Recon3D
AGK,Homo sapiens,Recon3D
UGGT2,Homo sapiens,Recon3D
CSGALNACT1,Homo sapiens,Recon3D
ST6GALNAC1,Homo sapiens,Recon3D
ADCY10,Homo sapiens,Recon3D
PECR,Homo sapiens,Recon3D
GLT8D1,Homo sapiens,Recon3D
ACOT13,Homo sapiens,Recon3D
SLC22A11,Homo sapiens,Recon3D
ASH1L,Homo sapiens,Recon3D
ACSS2,Homo sapiens,Recon3D
KMT2E,Homo sapiens,Recon3D
CMAS,Homo sapiens,Recon3D
NDUFA12,Homo sapiens,Recon3D
ACPP,Homo sapiens,Recon3D
PRODH,Homo sapiens,Recon3D
GPCPD1,Homo sapiens,Recon3D
SLC7A10,Homo sapiens,Recon3D
PRPS1,Homo sapiens,Recon3D
PRPS2,Homo sapiens,Recon3D
CTPS2,Homo sapiens,Recon3D
CHST7,Homo sapiens,Recon3D
SLC2A9,Homo sapiens,Recon3D
PSAP,Homo sapiens,Recon3D
INPP5E,Homo sapiens,Recon3D
ASAH2,Homo sapiens,Recon3D
SPHK2,Homo sapiens,Recon3D
UGGT1,Homo sapiens,Recon3D
AGPAT3,Homo sapiens,Recon3D
AGPAT4,Homo sapiens,Recon3D
BDH2,Homo sapiens,Recon3D
C1GALT1,Homo sapiens,Recon3D
MCCC1,Homo sapiens,Recon3D
NT5M,Homo sapiens,Recon3D
NIT2,Homo sapiens,Recon3D
POGLUT1,Homo sapiens,Recon3D
CHPT1,Homo sapiens,Recon3D
AKR1B10,Homo sapiens,Recon3D
PDXP,Homo sapiens,Recon3D
SLC17A7,Homo sapiens,Recon3D
SLC17A6,Homo sapiens,Recon3D
CPA6,Homo sapiens,Recon3D
BAAT,Homo sapiens,Recon3D
PNPLA2,Homo sapiens,Recon3D
RHBG,Homo sapiens,Recon3D
DOLPP1,Homo sapiens,Recon3D
ATP10A,Homo sapiens,Recon3D
ATP8B2,Homo sapiens,Recon3D
PSPH,Homo sapiens,Recon3D
SLC4A10,Homo sapiens,Recon3D
PTEN,Homo sapiens,Recon3D
PTGDS,Homo sapiens,Recon3D
AICDA,Homo sapiens,Recon3D
TMEM27,Homo sapiens,Recon3D
PTGIS,Homo sapiens,Recon3D
SLC24A3,Homo sapiens,Recon3D
PTGS1,Homo sapiens,Recon3D
PTGS2,Homo sapiens,Recon3D
SLC12A5,Homo sapiens,Recon3D
CARNS1,Homo sapiens,Recon3D
RDH14,Homo sapiens,Recon3D
GPAM,Homo sapiens,Recon3D
GBA2,Homo sapiens,Recon3D
G6PC2,Homo sapiens,Recon3D
CYP4F11,Homo sapiens,Recon3D
SLC4A5,Homo sapiens,Recon3D
PTS,Homo sapiens,Recon3D
ABCD3,Homo sapiens,Recon3D
PYCR1,Homo sapiens,Recon3D
ALDH18A1,Homo sapiens,Recon3D
PCYT2,Homo sapiens,Recon3D
PYGB,Homo sapiens,Recon3D
PYGL,Homo sapiens,Recon3D
PYGM,Homo sapiens,Recon3D
ENOPH1,Homo sapiens,Recon3D
KMT2C,Homo sapiens,Recon3D
PRODH2,Homo sapiens,Recon3D
QDPR,Homo sapiens,Recon3D
BCAT1,Homo sapiens,Recon3D
BCAT2,Homo sapiens,Recon3D
BCHE,Homo sapiens,Recon3D
ACE2,Homo sapiens,Recon3D
BCKDHA,Homo sapiens,Recon3D
RBP1,Homo sapiens,Recon3D
RBP2,Homo sapiens,Recon3D
BCKDHB,Homo sapiens,Recon3D
RBP4,Homo sapiens,Recon3D
RDH5,Homo sapiens,Recon3D
RENBP,Homo sapiens,Recon3D
RHAG,Homo sapiens,Recon3D
SLC25A19,Homo sapiens,Recon3D
ELOVL5,Homo sapiens,Recon3D
SLC5A7,Homo sapiens,Recon3D
PPCDC,Homo sapiens,Recon3D
SPCS3,Homo sapiens,Recon3D
RPE,Homo sapiens,Recon3D
BDH1,Homo sapiens,Recon3D
RRM1,Homo sapiens,Recon3D
RRM2,Homo sapiens,Recon3D
ACSM3,Homo sapiens,Recon3D
SAT1,Homo sapiens,Recon3D
MSMO1,Homo sapiens,Recon3D
SC5D,Homo sapiens,Recon3D
SCD,Homo sapiens,Recon3D
SCP2,Homo sapiens,Recon3D
BHMT,Homo sapiens,Recon3D
SDHA,Homo sapiens,Recon3D
SDHB,Homo sapiens,Recon3D
GALNT11,Homo sapiens,Recon3D
SDHC,Homo sapiens,Recon3D
SDHD,Homo sapiens,Recon3D
OXCT2,Homo sapiens,Recon3D
LHPP,Homo sapiens,Recon3D
SLC28A3,Homo sapiens,Recon3D
RBKS,Homo sapiens,Recon3D
MCCC2,Homo sapiens,Recon3D
FN3K,Homo sapiens,Recon3D
XYLT1,Homo sapiens,Recon3D
XYLT2,Homo sapiens,Recon3D
ACOT1,Homo sapiens,Recon3D
ACOT6,Homo sapiens,Recon3D
TMEM91,Homo sapiens,Recon3D
DPEP2,Homo sapiens,Recon3D
DPEP3,Homo sapiens,Recon3D
SETMAR,Homo sapiens,Recon3D
STRA6,Homo sapiens,Recon3D
ABCG5,Homo sapiens,Recon3D
ABCG8,Homo sapiens,Recon3D
NSD1,Homo sapiens,Recon3D
MTMR14,Homo sapiens,Recon3D
SGSH,Homo sapiens,Recon3D
ALG1L2,Homo sapiens,Recon3D
TPSB2,Homo sapiens,Recon3D
BLVRA,Homo sapiens,Recon3D
NDST4,Homo sapiens,Recon3D
BLVRB,Homo sapiens,Recon3D
PLA2G2F,Homo sapiens,Recon3D
FABP9,Homo sapiens,Recon3D
FABP12,Homo sapiens,Recon3D
SHMT1,Homo sapiens,Recon3D
HS3ST6,Homo sapiens,Recon3D
SHMT2,Homo sapiens,Recon3D
PLPPR2,Homo sapiens,Recon3D
SMYD3,Homo sapiens,Recon3D
SI,Homo sapiens,Recon3D
CERK,Homo sapiens,Recon3D
NMNAT1,Homo sapiens,Recon3D
CYP3A43,Homo sapiens,Recon3D
ST3GAL1,Homo sapiens,Recon3D
ELOVL1,Homo sapiens,Recon3D
ST3GAL2,Homo sapiens,Recon3D
GNPNAT1,Homo sapiens,Recon3D
SLC13A3,Homo sapiens,Recon3D
ST3GAL4,Homo sapiens,Recon3D
ETNPPL,Homo sapiens,Recon3D
ST3GAL3,Homo sapiens,Recon3D
ST8SIA1,Homo sapiens,Recon3D
LPIN3,Homo sapiens,Recon3D
AGXT2,Homo sapiens,Recon3D
SLC26A6,Homo sapiens,Recon3D
SLC1A1,Homo sapiens,Recon3D
SLC1A2,Homo sapiens,Recon3D
SLC1A3,Homo sapiens,Recon3D
SLC4A3,Homo sapiens,Recon3D
SLC1A4,Homo sapiens,Recon3D
SLC1A5,Homo sapiens,Recon3D
SLC1A6,Homo sapiens,Recon3D
SLC1A7,Homo sapiens,Recon3D
SLC2A1,Homo sapiens,Recon3D
SLC2A2,Homo sapiens,Recon3D
SLC2A3,Homo sapiens,Recon3D
SLC2A4,Homo sapiens,Recon3D
SLC2A5,Homo sapiens,Recon3D
SLC3A1,Homo sapiens,Recon3D
SLC3A2,Homo sapiens,Recon3D
