	cluster	degree
Dpm1	0	869
Dpm3	3	73
Dpp3	3	1897
Dpp4	1	992
Dpp7	1	2713
Dpp8	4	24
Dpp9	0	180
Dpt	1	1770
Dpy19l1	1	3168
Dpy19l3	1	1736
Dpy19l4	0	1211
Dpy30	2	8
Dpyd	2	508
Dpysl2	1	3016
Dpysl3	1	2369
Dqx1	2	444
Dr1	3	1836
Dram1	1	2614
Dram2	3	1647
Drap1	0	124
Draxin	2	227
Drg1	0	618
Drg2	0	1845
Drosha	0	868
Drp2	2	18
Dse	1	2650
Dst	0	31
Dstn	1	1627
Dstyk	2	218
Dtd1	0	1276
Dtd2	3	1750
Dtna	0	855
Dtnbp1	0	4
Dtwd1	0	1061
Dtx2	1	1883
Dtx3	0	453
Dtx3l	3	1495
Dtx4	1	1943
Dus1l	0	1725
Dus2	3	86
Dus3l	0	1896
Dus4l	3	1202
Dusp10	4	29
Dusp11	3	2457
Dusp12	3	107
Dusp13	0	1135
Dusp14	4	3
Dusp16	0	1298
Dusp18	1	2735
Dusp19	1	599
Dusp22	4	18
Dusp23	0	52
Dusp26	0	922
Dusp27	0	114
Dusp29	4	85
Dusp3	0	737
Dusp4	1	726
Dusp5	2	14
Dusp6	1	1148
Dusp7	0	9
Dusp8	4	3
Dvl1	4	49
Dvl2	2	2934
Dvl3	0	165
Dxo	2	1405
Dym	0	911
Dync1h1	0	256
Dync1i2	0	2090
Dync1li1	0	363
Dync1li2	0	1503
Dync2h1	1	1622
Dync2i1	2	758
Dync2li1	0	789
Dynll1	1	1881
Dynll2	4	19
Dynlrb1	0	912
Dynlt1	3	2210
Dynlt2b	2	10
Dynlt3	0	5
Dyrk1a	0	1106
Dyrk1b	4	25
Dyrk2	4	35
Dysf	0	276
Dzank1	2	723
Dzip1	1	2139
Dzip3	2	706
E130309D02Rik	3	308
E2f3	0	109
E2f4	0	1803
E2f5	1	2191
E2f6	0	29
E4f1	2	1042
Eaf1	1	2290
Eapp	0	11
Ears2	2	26
Ebag9	3	26
Ebf1	1	2839
Ebf2	1	632
Ebf3	2	1535
Ebna1bp2	0	560
Ebp	1	2592
Ebpl	3	318
Ecd	3	1218
Ece1	1	815
Ech1	0	832
Echdc1	3	11
Echdc2	0	6
Echdc3	0	419
Echs1	0	300
Eci1	0	119
Eci2	0	4
Eci3	0	960
Ecm1	1	1494
Ecm2	1	1038
Ecpas	0	1280
Ecrg4	1	19
Ecscr	1	2080
Ecsit	0	690
Eda2r	0	1078
Edc3	2	619
Edc4	2	2060
Edem1	1	3418
Edem2	1	2161
Edem3	2	597
Edf1	0	23
Edn1	1	1872
Ednra	1	1321
Ednrb	1	1828
Edrf1	2	1427
Eea1	0	152
Atp2c1	2	9
Eed	0	959
Eef1a1	1	3087
Eef1a2	0	806
Eef1akmt1	3	889
Eef1akmt2	3	401
Eef1akmt4	0	736
Eef1aknmt	3	16
Eef1b2	0	1266
Eef1e1	0	1225
Eef1g	0	845
Eef2	0	1091
Eef2k	4	4
Eef2kmt	3	308
Eefsec	0	2296
Eepd1	0	7
Efcab14	0	117
Efcab2	2	105
Efcab6	0	638
Efcab7	1	830
Cd69	1	8
Efemp1	1	1894
Efemp2	1	2504
Efhd1	1	944
Efhd2	1	2759
Efl1	1	1220
Efna1	1	41
Efnb1	1	1000
Efnb2	1	447
Efr3a	2	2561
Efr3b	4	18
Atxn7l1	4	2
Efs	1	2278
Eftud2	0	1734
Egf	4	46
Egfl7	1	1122
Egfl8	1	133
Egflam	1	436
Egfr	1	827
Egln1	4	61
Egln2	4	66
Egln3	0	580
Egr1	1	22
Ehbp1	4	36
Ehbp1l1	4	48
Ehd1	0	282
Ehd2	1	1834
Ehd4	1	2509
Ehhadh	0	290
Ehmt1	2	2255
Ehmt2	2	1720
Ei24	0	9
Eid1	0	468
Eif1	0	903
Eif1a	3	1200
Eif1ad	2	854
Eif1ax	0	1010
Eif1b	3	850
Eif2a	0	1213
Eif2ak1	0	1180
Eif2ak2	1	715
Eif2ak3	1	1383
Eif2ak4	2	1506
Eif2b1	0	2391
Eif2b2	0	2127
Eif2b3	3	476
Eif2b4	0	790
Eif2b5	0	1627
Eif2d	0	1547
Eif2s1	0	1624
Eif2s2	0	1185
Eif2s3x	0	1792
Eif3a	3	1158
Eif3b	0	2162
Eif3c	0	2222
Eif3d	3	1601
Eif3el1	0	1443
Eif3f	0	2114
Eif3g	0	1850
Eif3h	0	1913
Eif3i	0	1934
Eif3j	0	982
Eif3k	0	2316
Eif3l	0	2322
Eif3m	0	1620
Eif4a1	3	2978
Eif4a2	0	867
Eif4a3	3	2767
Eif4e	0	1101
Eif4e2	0	359
Eif4e3	4	53
Eif4ebp1	0	1390
Eif4ebp2	0	1339
Eif4ebp3	2	1449
Eif4enif1	3	1524
Eif4g1	0	906
Eif4g2	0	1509
Eif4g3	0	1093
Eif4h	1	3497
Eif5a	0	618
Eif5a2	1	1323
Eif5b	0	963
Eif6	3	2243
Eipr1	3	97
Elac1	3	1078
Elac2	0	1530
Elavl1	3	2210
Elf1	1	3041
Elf2	0	1624
Elf4	1	2680
Elk1	4	52
Elk3	1	2446
Elk4	2	2671
Ell	3	1777
Ell2	2	40
Elmo1	1	2790
Elmo2	2	2727
Elmod2	1	1845
Elmod3	2	1258
Eln	1	562
Eloa	0	1630
Elob	0	438
Eloc	0	40
Elof1	0	383
Elovl1	1	3117
Elovl5	1	2486
Elovl6	2	32
Elp1	2	78
Elp2	2	336
Elp3	0	1133
Elp5	2	2551
Elp6	1	334
Emb	3	1553
Emc1	0	1398
Emc10	0	2363
Emc2	0	215
Emc3	0	1553
Emc4	0	319
Emc6	0	837
Emc7	0	1433
Emc8	0	897
Emcn	1	1120
Emd	2	852
Eme2	3	1458
Emg1	0	538
Emilin1	1	1617
Emilin2	1	1423
Eml1	4	143
Eml2	3	1606
Eml4	1	2584
Eml6	0	181
Emp1	1	1940
Emp2	1	2142
Emp3	1	2492
Emsy	2	1367
Emx2	4	5
En1	1	278
Enah	4	23
Enc1	1	1585
Endod1	1	1129
Endog	4	36
Endov	2	238
Eng	1	1564
Engase	1	1590
Cep63	1	4
Eno1	1	59
Eno2	2	1086
Eno3	4	152
Enoph1	2	1152
Enox1	4	23
Enox2	0	233
Enpep	1	163
Enpp1	1	1400
Enpp2	1	251
Enpp3	1	2685
Enpp4	2	878
Enpp5	1	113
Ensa	0	167
AABR07072371.1	0	3
Entpd1	1	2473
Entpd4	0	39
Entpd5	0	125
Entpd6	0	401
Entpd7	1	240
Entr1	3	2955
Eny2	0	29
Eogt	1	2064
Eola2	3	453
Ep300	2	1404
Ep400	2	1945
Epas1	1	166
Epb41	0	703
Epb41l1	1	358
Epb41l2	1	3173
Epc1	2	1556
Epc2	0	435
Epdr1	4	75
Epg5	2	902
Epha2	1	1443
Epha7	4	9
Ephb4	1	1367
Ephx1	1	371
Epm2a	0	102
Epm2aip1	2	15
Epn1	0	151
Epn2	0	47
Arhgap32	4	6
Epop	0	91
Eprs	2	403
Eps15	3	1370
Eps15l1	0	1546
Eps8	1	3233
Epsti1	1	802
Eral1	0	36
Erap1	1	2293
Erbb2	2	991
Erbb3	1	1404
Erbin	2	99
Erc1	0	28
Ercc1	0	1148
Ercc2	0	857
Ercc3	3	1318
Ercc4	2	686
Ercc5	2	1360
Ercc6	2	1280
Ercc6l2	0	898
Ercc8	2	73
Erf	1	2832
Erfe	4	5
Erg	1	1791
Erg28	1	1862
Ergic1	0	1250
Ergic2	0	615
Ergic3	3	2802
Erh	0	1505
Eri1	1	730
Eri2	3	365
Eri3	0	1149
Erich1	3	854
Erich6	2	361
Erlec1	0	275
Erlin1	0	2290
Erlin2	2	1088
Ermard	2	941
Ermp1	2	621
Ern1	2	139
Ero1a	3	1851
Ero1b	1	612
Erp29	1	1604
Erp44	3	2146
Errfi1	0	676
Esam	1	1106
Esco1	0	450
Esd	0	66
Esf1	3	601
Esm1	4	35
Espl1	4	28
Esr1	4	9
Angptl2	4	6
Esrra	4	16
Esrrg	4	46
Ess2	0	1452
Esyt1	1	2662
Esyt2	2	2074
Etaa1l1	3	663
Etf1	0	1770
Etfa	0	291
Etfb	4	15
Etfbkmt	1	1745
Etfdh	0	242
Etfrf1	0	85
Ethe1	0	990
Etl4	0	338
Etnk1	2	600
Ets1	1	1856
Ets2	0	148
Etv3	1	2059
Etv6	1	72
Eva1b	1	2156
Eva1c	1	403
Evc	1	1974
Evi2a	1	997
Evi2b	1	1790
Evi5	2	2372
Evi5l	0	433
Evl	1	1163
Ewsr1	2	2057
Exd2	2	2091
Exoc1	2	2046
Exoc2	0	1398
Exoc3	0	1377
Exoc4	2	18
Exoc5	0	1931
Exoc6	0	87
Exoc6b	2	2455
Exoc7	0	1837
Exoc8	2	1423
Exog	2	1137
Exosc1	3	1629
Exosc10	2	2541
Exosc2	3	2019
Exosc4	2	987
Exosc5	0	1475
Exosc6	2	1573
Exosc7	3	64
Exosc8	0	580
Exosc9	3	791
Ext1	1	2632
Ext2	1	1810
Extl2	1	31
Extl3	4	43
Amer1	4	8
Eya1	0	21
Eya2	1	896
Eya3	2	1465
Eya4	0	170
Ezh1	0	1686
Ezh2	0	4
Ezr	1	573
F11r	1	1640
F13a1	1	1096
F2	5	31
F2r	1	1500
F2rl1	1	2159
F3	1	1126
F8	1	2285
F8a1	1	55
Faap100	2	17
Dusp2	2	2
Faap20	2	1462
Fabp3	4	13
Fabp4	1	1063
Fadd	1	989
Fads1	1	811
Fads2	1	7
Fads3	1	1735
Fads6	0	165
Faf1	0	1471
Faf2	1	2883
Fah	3	621
Fahd1	3	30
Fahd2a	4	6
Faim	2	815
Fam102a	1	1842
Fam102b	2	2889
Fam104a	0	1221
Fam107a	1	338
Fam107b	1	2430
Fam110a	1	6
Fam110b	1	386
Fam110d	1	1014
Fam114a1	1	2081
Fam114a2	0	977
Fam117a	1	1998
Fam117b	2	2405
Fam118a	0	809
Fam118b	3	49
Fam120a	0	1517
Fam120b	3	2553
FAM120C	0	138
Fam122b	3	14
Fam124a	1	1511
Fam126a	1	1139
Fam126b	0	636
Ahsa2	0	7
Fam131a	4	37
Fam133b	2	87
Fam135a	0	81
Fam136a	0	1189
Fam13a	3	123
Fam13b	2	1669
Fam13c	2	3
Fam149b1	3	25
Fam151b	2	150
Fam161b	0	36
Fam167b	1	1200
Fam168a	2	2265
Fam168b	1	2517
Fam171a1	1	2160
Fam171a2	1	1562
Fam171b	1	1454
Fam172a	1	3619
Fam174a	0	565
Fam177a1	3	33
Fam184b	4	65
Fam189a2	4	78
Fam189b	4	82
Fam193a	2	555
Fam193b	2	840
Fam199x	2	1221
Fam204a	2	47
Fam207a	2	656
Fam20b	0	323
Fam20c	4	5
Fam210a	4	8
Atpaf1	4	6
Fam210b	3	242
Fam214a	0	816
Fam214b	0	672
Fam216a	0	1020
Fam219a	0	1220
Fam219b	3	1658
Fam220a	0	22
Fam222b	0	4
Fam227b	0	170
Fam234a	4	1
Fam234b	2	15
Fam241a	1	66
Fam241b	1	977
Fam32a	3	2083
Fam3a	3	2295
Fam3c	1	49
Fam43a	1	2562
Fam50a	0	10
Fam53a	4	11
Fam53b	2	23
Fam53c	4	51
Def8	4	7
Fam71e1	2	51
Fam76a	0	1943
Fam76b	2	2473
Fam78a	4	39
Fam89a	1	247
Fam89b	0	15
Fam8a1	0	1252
Fam91a1	1	2848
Fam98a	0	667
Fam98c	2	982
Fan1	2	13
Fanca	4	4
Fancd2	0	1065
Fance	1	156
Fancf	1	136
Fancg	2	204
Fancl	2	472
Fancm	2	888
Fap	1	519
Far1	3	3328
Farp1	0	51
Farp2	0	211
Fars2	2	364
Farsa	3	2044
Farsb	0	1589
Fas	2	9
Fasn	1	90
Fastk	0	96
Fastkd1	2	1696
Fastkd2	0	312
Fastkd3	0	1868
Fat1	1	1837
Fat4	1	1533
Fau	0	742
Faxdc2	1	2887
Fbf1	0	1729
Fbh1	1	2758
Fbl	3	2228
Fblim1	1	1242
Fbln1	1	1838
Fbln2	1	319
Fbln5	1	977
Fbln7	1	1249
Fbn1	1	510
Fbp2	4	96
Fbrs	2	3065
Fbrsl1	2	26
Fbxl12	2	942
Fbxl14	3	2244
Fbxl15	4	8
Clcn4	4	1
Fbxl17	4	111
Fbxl18	4	32
Fbxl20	2	320
Fbxl3	0	1719
Fbxl4	0	221
Fbxl5	0	976
Fbxl6	1	1438
Fbxl7	1	1025
Fbxl8	1	765
Fbxo11	2	1209
Fbxo21	0	1794
Fbxo22	0	1091
Fbxo25	0	476
Fbxo28	2	794
Fbxo3	0	681
Fbxo30	0	254
Fbxo31	0	1178
Fbxo32	0	117
Fbxo33	1	2554
Fbxo34	0	94
Fbxo38	3	2202
Fbxo4	3	190
Fbxo40	4	24
Fbxo42	2	12
Fbxo44	0	131
Fbxo45	4	104
Fbxo46	2	1545
Fbxo6	0	1438
Fbxo7	2	2281
Fbxo8	0	824
Fbxw11	0	1374
Fbxw17	1	1351
Fbxw2	0	673
Fbxw4	2	811
Fbxw5	0	37
Fbxw7	4	4
Fbxw8	0	1560
Fcer1g	1	2351
Fcf1	0	1746
Fcgr1a	1	1920
Fcgr2a	1	1565
Fcgr2b	1	2199
Fcgr3a	1	140
Fcgrt	1	2340
Fcho2	3	2510
Fchsd1	1	2868
Fchsd2	1	2927
Fcmr	1	2496
Fcna	1	1597
Fcnb	1	862
Fcrl2	1	678
Fcsk	2	120
Fdft1	0	426
Fdx1	0	21
Bckdhb	0	2
Fdx2	0	495
Fdxacb1	3	3
Fdxr	1	547
Fech	0	48
Fem1a	0	39
Fem1b	3	161
Fem1c	4	6
Fen1	3	125
Fer	2	407
Fermt2	0	1001
Fermt3	1	2600
Fes	1	1923
Fetub	5	26
Fez2	0	1007
Fga	5	35
Fgb	5	27
Fgd1	2	9
Fgd2	1	1331
Fgd3	1	1427
Fgd4	1	54
Fgd5	1	1422
Fgd6	2	179
Fgf1	2	85
Fgf10	1	262
Fgf13	0	369
Fgf18	1	1017
Fgf2	4	5
Fgf6	4	14
Fgf7	0	819
Fgf9	4	30
Epb41l5	4	4
Fgfbp3	4	13
Fgfr1	1	1600
Fgfr1op2	0	1285
Fgfr2	1	399
Fgfr4	4	9
Fgg	5	31
Fggy	0	1202
Fgl2	1	2629
Fgr	1	2021
Fh	4	40
Fhip1a	4	35
Fhip1b	0	143
Fhip2a	2	852
Fhip2b	4	26
Fhit	1	2
Fhl1	4	55
Fhl2	2	183
Fhl5	1	1956
Fhod1	4	12
Fhod3	0	48
Acvr1	0	4
Col24a1	0	2
Fibin	0	573
Fibp	0	2636
Ficd	1	556
Fig4	3	1130
Filip1	0	732
Filip1l	0	11
Fip1l1	3	3215
Fis1	0	210
Fitm1	4	24
Fitm2	1	45
Fiz1	0	1059
Fkbp10	1	2030
Fkbp11	1	1992
Fkbp14	1	2098
Fkbp15	2	1686
Fkbp1a	0	665
Fkbp2	1	371
Fkbp3	0	564
Fkbp4	0	735
Fkbp7	2	412
Fkbp8	3	2499
Fkbp9	1	1929
Fkbpl	0	391
Fkrp	0	85
Fktn	0	846
Flacc1	2	419
Flad1	0	697
Flcn	4	19
Fli1	1	2747
Flii	0	864
Flna	1	1807
Flnb	1	2042
Flnc	0	155
Flot1	0	1279
Flot2	0	20
Flrt2	0	1104
Flt1	1	351
Flt4	1	438
Flvcr1	0	48
Flywch1	0	773
Fmc1	4	16
Fmnl1	1	2620
Fmnl2	2	637
Fmnl3	1	1200
Fmo1	1	2353
Fmo2	0	647
Fmo3	3	176
Fmo5	3	399
Fmod	1	11
Fmr1	2	2056
Fn1	1	442
Fn3k	4	17
Fn3krp	2	332
Fnbp1	1	3179
Fnbp1l	1	1822
Fnbp4	2	437
Fndc1	1	449
Fndc3a	2	2649
Fndc3b	1	3371
Fndc5	4	26
Fnip2	2	1173
Fnta	0	1784
Focad	0	586
Folr2	1	2156
Fos	4	10
Fosl2	2	117
Foxc1	1	730
Foxd3	4	15
Foxj2	0	287
Foxj3	0	474
Foxk1	0	1749
Foxk2	0	1711
Foxn2	2	1705
Foxn3	4	65
Foxo1	0	1694
Foxo3	0	1319
Foxo4	0	6
Foxo6	4	22
Foxp1	2	3019
Foxp2	0	7
Foxp3	4	10
Foxp4	1	1139
Foxred1	4	2
Foxred2	1	1596
Fpgs	1	2821
Fpgt	3	1935
Fra10ac1	3	1517
Fras1	4	47
Frat1	0	199
Frg1	3	833
Frmd4a	1	1989
Frmd4b	1	1506
Frmd6	1	2060
Frmd8	1	3111
Frrs1	1	2255
Frs2	0	1105
Frs3	0	550
Fry	0	418
Fryl	1	1055
Fscn1	1	1480
Fsd1l	4	96
Fsd2	4	131
Fst	1	631
Fstl1	1	1857
Fstl3	1	32
Fth1	0	29
Ftl1	1	2811
Fto	0	1517
Ftsj1	1	1801
Ftsj3	3	1521
Fubp1	1	3440
Fubp3	2	2939
Fuca1	1	2656
Fuca2	3	1467
Furin	0	459
Fus	1	1495
Fut10	4	9
Fut11	1	2480
Fut4	1	603
Fut8	3	414
Fuz	0	722
Fv1	2	1975
Fxn	4	10
Fxr1	0	557
Fxr2	0	1368
Fxyd1	4	3
AABR07034445.1	4	4
Fxyd2	1	1813
Fxyd5	1	2127
Fxyd6	1	108
Fxyd7	2	1
Fyb1	1	2063
Fyco1	0	955
Fyn	1	2853
Fyttd1	0	1398
Fzd1	1	535
Fzd2	1	682
Fzd4	1	355
Fzd6	1	655
Fzd7	4	9
Fzd9	4	36
Fzr1	2	735
G0s2	4	8
G2e3	2	652
G3bp1	0	1548
G3bp2	2	5
G4	1	50
G6pc3	0	1108
Gaa	0	1526
Gab2	2	1481
Gabarap	0	1887
Gabarapl1	0	385
Gabarapl2	0	898
Gabbr1	2	999
Gabpa	3	2339
Gabpb1	1	1398
Gabpb2	1	1579
Gabrg3	2	71
Gabrr2	2	90
Gadd45a	0	53
Gadd45gip1	4	29
Gadl1	4	100
Gak	2	3699
Galc	2	395
Gale	1	1912
Galk1	1	1796
Galk2	0	1459
Galm	3	851
Galns	2	6
Galnt1	0	516
Galnt10	2	54
Galnt11	3	244
Galnt15	0	390
Galnt16	1	1328
Galnt17	4	87
Galnt18	1	795
Galnt2	0	389
Galnt5	4	54
Galnt7	1	2531
Galntl6	2	2
Galt	2	719
Gamt	4	46
Gan	2	118
Ganab	1	3317
Ganc	0	773
Gapdh	4	97
Gapvd1	2	1463
Gar1	3	524
Garem1	1	19
Garre1	2	817
Gars	0	2109
Gart	0	1458
Gas2l1	1	2538
Gas6	0	566
Gas7	1	1520
Gask1a	2	1019
Gask1b	1	2356
Gata2	1	790
Gatad1	0	1196
Gatad2a	0	1970
Gatad2b	0	1074
Gatb	0	15
Gatc	0	396
Gatd1	1	2626
Gatd3a	4	78
Gatm	1	1073
Gba	3	3536
Gba2	1	735
Gbe1	0	701
Gbf1	0	1737
Gbp2	1	377
Gbp5	3	201
Gbp6	2	296
Gbp7	1	619
Gc	5	33
Gca	2	6
Gcat	0	935
Gcc1	1	432
Gcc2	0	1214
Gcdh	0	38
Gcfc2	2	1672
Gch1	1	1279
Gclc	2	1903
Gclm	0	917
Gcn1	0	1226
Gcnt1	1	2423
Gcnt2	1	1906
Gcsam	1	1537
Gcsh	0	11
Gda	1	2712
Gdap2	2	2302
Gde1	3	17
Gdf1	4	98
Gdi1	2	2332
Gdi2	3	2166
Gdpd1	0	1306
Gdpd5	4	32
Gdpgp1	2	118
Gem	1	790
Gemin2	3	98
Gemin5	0	2778
Gemin6	2	141
Gemin7	0	63
Gemin8	0	221
Get1	3	6
Get3	0	619
Get4	0	1153
Gfer	3	335
Gfm1	0	33
Gfm2	2	1
Gfod1	4	65
Gfpt1	2	3
Gfpt2	1	1503
Gfra2	1	1200
Gfus	0	1932
Gga1	0	1488
Gga2	0	39
Gga3	0	892
Ggcx	1	2082
Ggh	4	7
Ggnbp2	0	2491
Ggps1	2	1863
Ggt6	0	13
Ggta1	1	1136
Ghdc	1	106
Ccbe1	4	2
Ghitm	0	972
Ghrh	2	233
Gid4	0	28
Crppa	0	3
Gid8	0	1216
Gigyf1	2	928
Gigyf2	2	981
Gimap1	1	345
Gimap4	1	721
Gimap5	1	1350
Gimap6	3	401
Gimap7	1	913
Gimap8	2	1110
Gimap9	1	969
Gin1	3	634
Ginm1	0	476
Gins4	1	1115
Giot1	2	2
Bub1	2	1
Gipc1	2	467
Git1	0	707
Git2	2	3127
Gja1	1	1461
Gja4	1	628
Gja5	1	135
Gjc1	4	1
Gadd45g	4	6
Gjc3	2	238
Gk	2	233
Gk5	2	431
Gkap1	0	356
Gla	1	1570
Glb1	1	2651
Glb1l	1	2156
Glb1l2	4	9
Glcci1	2	408
Glce	1	2350
Gle1	0	1129
Glg1	2	1697
Gli3	1	2447
Gli4	0	602
Glipr1	1	1492
Glipr2	1	1710
Glis2	1	988
Glmn	2	245
Glmp	1	3068
Glo1	4	31
Glod4	3	541
Glrx	4	3
Glrx2	0	1223
Glrx3	0	1061
Glrx5	0	11
Gls	2	13
Gls2	4	5
Glt8d1	1	2849
Glt8d2	1	789
Gltp	1	1648
Glud1	0	644
Glul	0	943
Glyctk	3	3
Glyr1	3	3131
Gm17349	3	263
Gm2a	1	2648
Gm48552	2	2
Gm5471	0	38
Gm572	4	9
Gmds	1	1412
Gmeb1	0	2132
Gmeb2	2	1426
Gmfb	2	2601
Gmfg	1	1172
Gmip	1	2500
Gmnn	3	392
Gmppa	0	1552
Gmppb	2	2974
Gmpr	0	97
Gmpr2	1	2196
Gmps	0	1088
Gna11	0	110
Gna12	1	17
Gna13	0	2390
Gna15	1	550
Gnai1	1	1434
Gnai2	1	3242
Gnai3	1	2763
Gnao1	4	2
Gnaq	1	1818
Gnb1	1	3322
Gnb2	1	2830
Gnb4	1	1905
Gnb5	1	21
Gne	2	2088
Gng11	1	1017
Gng12	1	2511
Gng5	0	1066
Gnl1	0	1643
Gnl2	2	1733
Gnl3	3	946
Gnl3l	0	1396
Gnpat	0	55
Gnpda1	1	303
Gnpda2	3	1082
Gnpnat1	3	1573
Gnptab	0	1876
Gnptg	1	957
Gns	3	3278
Golga1	2	1273
Golga2	0	1103
Golga3	0	395
Golga5	0	1921
Golga7	0	1850
Golgb1	1	1632
Golim4	1	1464
Golm1	0	209
Golm2	1	1429
Golph3	3	394
Golph3l	1	2781
Golt1b	1	1974
Gon4l	2	1724
Gon7	0	390
Gopc	1	2108
Gorab	3	2615
Gorasp1	0	126
Gorasp2	0	1424
Gosr1	3	2006
Gosr2	0	1669
Got1	4	26
Got2	0	18
Gpaa1	2	137
Gpalpp1	3	1339
Gpam	1	8
Gpank1	0	842
Gpat3	1	189
Gpat4	0	1577
Gpatch1	2	1230
Gpatch11	3	105
Gpatch2	3	1676
Gpatch2l	2	2751
Gpatch3	2	176
Gpatch4	3	1881
Gpatch8	0	720
Gpbp1	0	1187
Gpbp1l1	3	240
Gpc1	0	6
Gpc3	1	651
Gpc4	0	19
Gpc6	1	2138
Gpd1	4	112
Gpd1l	0	854
Gpd2	4	121
Gphn	0	199
Gpi	4	140
Gpihbp1	1	182
Gpkow	2	1505
Gpld1	0	7
Gpm6b	4	24
Gpn1	0	194
Gpn2	1	2156
Gpn3	3	207
Gpnmb	3	3140
Gpr107	2	2713
Gpr108	3	3059
Gpr137	0	82
Gpr137b	1	3081
Gpr146	1	39
Gpr153	1	46
Gpr155	0	429
Gpr157	0	402
Gpr171	1	478
Gpr176	1	2531
Gpr180	2	1073
Gpr183	1	281
Gpr19	0	151
Gpr4	1	964
Gpr88	2	4
Gpr89b	2	1977
Gprasp1	0	741
Gprc5b	0	77
Bcl9l	4	2
Gprc5c	4	7
Gps1	0	1786
Gps2	0	1552
Gpsm1	1	585
Gpsm3	1	2171
Gpt	4	34
Gpt2	4	110
Gpx4	0	806
Gpx5	0	1204
Gpx7	1	1862
Gpx8	1	2769
Gramd1a	2	1092
Gramd1b	0	1026
Gramd2b	0	1178
Gramd4	1	231
Csrnp2	4	5
Grap2	1	1191
Grb10	0	11
Grb14	0	14
Grb2	1	1308
Grhpr	4	2
Grifin	1	319
Grik5	2	15
Grina	0	2008
Grip2	4	9
Gripap1	0	15
Grk2	3	434
Grk3	1	2606
Grk4	2	87
Grk5	1	2940
Grk6	1	2639
Grn	1	2607
Grpel1	0	509
Grpel2	2	274
Grsf1	0	18
Grwd1	1	2836
Gsap	1	2800
Gsdma	2	159
Gsdmd	1	2105
Gse1	2	124
Gsk3a	0	1201
Gsk3b	0	559
Gskip	3	1304
Gsn	1	803
Gspt1	0	2218
Gsr	0	1494
Gss	1	2806
Gsta1	0	75
Gsta2	2	139
Gsta4	2	2
Gm35549	2	2
Gsta6	2	26
Gstcd	1	2375
Gstk1	0	686
Gstm1	0	1495
Gstm2	0	173
Gstm3	0	303
Gstm4	0	12
Gstm6l	0	802
Gsto1	0	296
Gstp1	0	6
Gstt1	3	205
Gstt2	0	178
Gstt4	0	71
Gstz1	0	43
Gtdc1	0	678
Gtf2a1	3	1536
Gtf2a1l	2	241
AABR07024442.1	2	1
Gtf2a2	0	1205
Gtf2b	1	2277
Gtf2e1	3	1365
Gtf2e2	3	1877
Gtf2f1	1	2162
Gtf2f2	3	1171
Gtf2h1	0	2175
Gtf2h2	2	456
Gtf2h3	3	997
Gtf2h5	0	140
Gtf2i	2	1788
Gtf2ird1	0	608
Gtf2ird2	2	14
Gtf3a	0	1615
Gtf3c1	2	791
Gtf3c2	2	2192
Gtf3c3	2	1617
Gtf3c4	1	1249
Gtf3c5	3	2582
Gtf3c6	0	1793
Gtpbp1	0	1251
Gtpbp10	0	409
Gtpbp2	0	1367
Gtpbp3	1	5
Gtpbp4	3	2315
Gtpbp6	2	122
Gtpbp8	4	3
Gucd1	0	1016
Gucy1a1	1	1094
Gucy1a2	1	165
Gucy1b1	1	1615
Guf1	4	5
Gulp1	1	25
Gusb	1	2181
Gvin1	1	1199
Gxylt1	3	2685
Gxylt2	1	998
Gyg1	0	309
Gypc	0	608
Gys1	4	17
Gzf1	0	1059
H19	0	34
H1f0	0	393
H1f1	1	9
H1f2	3	2243
H1f4	1	553
H1f5	1	274
H2ac1	0	1
H2aj	3	1496
H2ax	3	617
H2az2	0	244
H2bc1	2	52
H3c1	4	10
H3f3a	3	1295
H3f3c	3	6
H4f3	1	1705
H6pd	0	1506
Habp4	4	9
Hacd1	4	30
Hacd2	1	2502
Hacd3	1	2069
Hacd4	1	1739
Hace1	2	2367
Hacl1	2	1433
Hadh	4	14
Hadha	0	43
Hadhb	0	386
Hagh	0	1026
Hamp	5	30
Hapln3	1	959
Hars1	0	1542
Hars2	4	17
Hat1	3	263
Haus1	0	699
Haus3	3	747
Haus4	1	105
Haus5	3	947
Haus6	2	344
Haus7	2	8
Haus8	1	431
Grap	3	4
Hax1	0	1269
Hba-a2	1	4
Hbb-b1	1	3
Hbegf	0	25
Hbp1	0	1761
Hbs1l	0	228
Hcar1	1	107
Hccs	3	15
Hcfc1	2	197
Hcfc1r1	0	22
Hcfc2	0	1186
Hck	1	2221
Hcls1	1	3344
Hcn2	0	3
Hcst	1	654
Hdac1	1	3487
Hdac10	2	191
Hdac11	0	4
Hdac2	0	841
Hdac3	0	904
Hdac4	0	570
Hdac5	0	113
Hdac6	0	344
Hdac7	1	2224
Hdac8	2	1087
Hdac9	4	33
Hddc2	3	125
Hddc3	0	647
Hdgf	0	1506
Hdgfl2	0	1825
Hdgfl3	1	2384
Hdhd2	0	15
Hdhd3	0	185
Hdlbp	0	1380
Heatr1	3	2487
Heatr3	2	101
Heatr5a	2	2391
Heatr5b	2	2469
Heatr6	2	1821
Hebp1	3	2467
Hectd1	0	1184
Hectd2	0	58
Hectd3	3	1954
Hectd4	2	487
Hecw2	1	847
Heg1	1	2080
Helb	1	1490
Helq	0	260
Helz	2	108
Helz2	1	1069
