	cluster	degree
Cadm1	3	220
Cadm3	1	1594
Calcoco1	0	672
Calcrl	1	3262
Cald1	1	2660
Calhm2	1	1499
Calhm5	1	90
Calm2	4	14
Calml3	1	1201
Calml4	4	2
Abcd2	4	48
Calr	3	2740
Calr3	0	136
Calu	1	1928
Camk1	1	9
Camk1d	1	1912
Camk2a	4	122
Camk2d	0	47
Camk2g	4	97
Camk2n1	0	105
Camkk1	1	684
Camkk2	1	1432
Camkmt	1	1463
Camlg	3	2323
Camsap1	0	1069
Camsap2	1	1816
Camta1	0	189
Camta2	0	64
Cand1	1	3127
Cand2	0	67
Asb14	0	9
Cant1	1	2458
Canx	3	2560
Cap1	1	2657
Cap2	0	1327
Capg	1	1656
Capn1	2	32
Capn10	1	1349
Capn15	2	877
Capn2	0	1660
Capn3	4	87
Capn5	1	2554
Capn7	3	1429
Capns1	0	1682
Caprin1	3	2356
Capza1	3	2175
Capza2	4	33
Capzb	0	115
Car2	1	154
Card10	1	928
Card11	1	1180
Card19	0	756
Card6	3	345
Carf	0	544
Carhsp1	1	2338
Carm1	0	970
Carmil1	1	2172
Carnmt1	4	152
Carns1	4	49
Ankrd28	4	12
Cars	3	20
Casc3	3	1612
Casd1	0	2044
Cask	1	2785
Caskin2	1	181
Casp1	1	1478
Casp12	2	417
Casp2	2	1989
Casp3	1	2393
Casp4	1	1641
Casp6	1	96
Casp7	0	747
Casp8	1	3087
Casp8ap2	2	1480
Casp9	2	2221
Casq1	4	87
Agpat3	4	23
Casq2	4	45
Cast	0	2302
Castor1	1	564
Castor2	0	836
Casz1	0	161
Cat	0	1045
Catsper2	0	836
Catsper4	2	41
Cav1	1	1298
Cav2	1	986
Cav3	4	52
Cavin2	1	813
Cavin3	1	2155
Cavin4	0	197
Cbfa2t2	2	28
Cbfa2t3	0	281
Cbl	1	2994
Cblb	2	731
Cblc	4	9
Cbll1	0	1165
Cbr1	2	1276
Cbr2	2	804
Cbr3	1	1863
Cbr4	0	18
Cbwd1	3	1727
Cbx1	3	529
Cbx3	0	1870
Cbx5	0	881
Cbx6	1	406
Cbx7	0	1300
Cc2d1a	2	2909
Cc2d1b	0	346
Cc2d2a	4	1
Ccar1	2	2108
Ccar2	3	2274
Ccdc102a	1	1788
Ccdc107	0	762
Ccdc112	2	145
Ccdc115	1	2505
Ccdc117	3	751
Ccdc124	0	553
Ccdc127	0	1498
Ccdc130	0	1086
Ccdc134	2	2254
Ccdc136	0	357
Ccdc137	1	2103
Ccdc14	3	65
Ccdc141	2	704
Ccdc142	0	1420
Ccdc149	0	18
Ccdc15	3	122
Ccdc158	0	91
Ccdc159	2	11
Ccdc17	2	1026
Ccdc170	2	275
Ccdc174	3	1149
Ccdc186	3	271
Ccdc22	2	2050
Ccdc25	0	399
A130010J15Rik	0	9
Ccdc28a	0	553
Ccdc28b	4	3
Adgrb2	4	1
Ccdc3	1	285
Aplnr	1	6
Ccdc32	0	896
Ccdc43	0	8
Ccdc47	0	90
Ccdc50	2	701
Ccdc59	2	12
Ccdc6	3	87
Ccdc61	1	1068
Ccdc62	2	266
Ccdc65	1	11
Ccdc66	0	907
Ccdc71	2	2601
Ccdc71l	3	1333
Ccdc77	2	2
Ccdc8	1	40
Ccdc80	1	1911
Ccdc82	1	1926
Ccdc85a	1	27
Ccdc85b	0	20
Ccdc85c	1	103
Ccdc86	3	1796
Ccdc88a	1	2422
Ccdc88c	2	1146
Ccdc9	2	2262
Ccdc90b	0	632
Ccdc91	0	21
Ccdc92	0	250
Calm1	4	8
Ccdc93	2	1716
Ccdc97	0	1788
Ccdc9b	0	637
Cchcr1	2	132
Ccl11	2	337
Ccl19	1	30
Ccl2	1	746
Ccl21	1	29
Ccl24	1	1316
Ccl27	0	11
Ccl5	1	40
Ccl7	1	80
Ccm2	3	2
Ccm2l	1	604
Ccn1	0	26
Ccn2	0	11
Ccn3	1	601
Ccn5	1	1301
Ccna1	4	49
Ccnc	0	372
Ccnd1	1	1068
Ccnd2	1	854
Ccnd3	1	166
Ccndbp1	0	1321
Ccng1	4	60
Ccng2	0	918
Ccnh	0	524
Ccni	0	186
Ccnk	0	1439
Ccnl1	2	917
Ccnq	0	1250
Ccnt1	2	1498
Ccnt2	2	1287
Ccny	0	294
Ccnyl1	0	573
Ccp110	1	388
Ccpg1	0	746
Ccpg1os	0	737
Ccr2	1	1613
Ccr5	1	2115
Ccr7	1	46
Ccs	1	52
Ccser2	0	755
Cct2	0	2371
Cct3	0	1661
Cct4	0	2197
Cct5	0	1337
Cct6a	0	1910
Cct7	0	1707
Cct8	0	2278
Ccz1b	0	894
Cd14	1	2325
Cd151	1	868
Cd163	1	1937
Cd164	0	2031
Cd180	1	910
Cd19	4	1
Cd1d1	4	49
Cd2	1	52
Cd200	1	2168
Cd200r1	1	1954
Cd22	1	1100
Cd24	0	38
Cd247	1	124
Cd248	1	1060
Cd27	4	3
Cd274	1	707
Cd276	1	1555
Cd2ap	1	3464
Cd2bp2	3	952
Cd300a	1	1044
Cd300lb	1	8
Cd300le	1	1117
Cd300lg	1	1594
Cd302	1	1712
Cd34	1	1393
Cd37	1	2538
Cd38	2	130
Cd3d	1	301
Cd3e	1	211
Cd3g	1	732
Cd40	1	996
Cd44	1	2894
Cd47	1	2851
Cd48	1	2665
Cd52	2	2
Ccnb1	1	5
Cd53	1	2665
Cd55	4	5
Cd59	0	207
Cd63	0	1244
Cd68	1	2319
Cd72	1	897
Cd74	1	1655
Cd79a	1	49
Ccl17	1	2
Cd81	2	57
Cd82	1	2927
Cd83	1	57
Cd84	1	498
Cd86	1	1047
Cd8a	1	103
Cd8b	2	29
Cd9	1	2209
Cd93	1	1682
Cdadc1	0	181
Cdan1	2	1087
Acrbp	2	13
Cdc123	0	1745
Cdc14a	2	227
Cdc14b	2	160
Cdc16	0	1992
Cdc23	1	2838
Cdc25a	0	1575
Cdc25b	2	843
Cdc27	0	1063
Cdc34	0	711
Cdc37	0	43
Cdc37l1	0	786
Cdc40	3	2667
Cdc42	0	2048
Cdc42bpa	2	1471
Cdc42bpb	1	1936
Cdc42bpg	3	121
Cdc42ep1	1	665
Cdc42ep3	4	7
Cdc42ep4	1	257
Cdc42se2	0	169
Cdc45	1	134
Cdc5l	3	584
Cdc73	0	156
Cdca4	1	1978
Cdh13	1	152
Cdh15	0	165
Cdh5	1	722
Cdhr3	4	33
Cbfb	4	3
Ccdc57	4	4
Cdin1	2	31
Cdip1	0	448
Cdipt	1	2574
Cdk10	0	1957
Cdk11b	0	387
Cdk12	2	2183
Cdk13	2	2945
Cdk14	1	2308
Cdk16	0	529
Cdk17	1	1928
Cdk19	2	12
Cdk2	1	1672
Cdk20	0	1552
Cdk2ap1	0	473
Cdk2ap2	3	1927
Cdk4	3	2291
Cdk5	3	188
Cdk5r1	1	28
Cdk5rap2	2	1923
Cdk5rap3	2	1100
Cdk6	1	333
Cdk7	3	2069
Cdk9	3	1574
Cdkal1	0	1644
Cdkl2	3	76
Cdkl3	2	197
Cdkn1a	0	711
Cdkn1b	3	1071
Cdkn1c	1	27
Cdkn2aip	3	800
Cdkn2aipnl	0	2074
Cdkn2b	0	49
Cdkn2c	1	803
Cdkn2d	3	1001
Cdnf	4	7
Banp	4	3
Cdo1	1	833
Cdon	1	1450
Cdpf1	0	54
Cdr2	1	1002
Cdr2l	1	2299
Cds2	2	2719
Cdt1	1	48
Cdv3	0	1753
Cdyl	1	3099
Cdyl2	1	20
Ceacam1	1	1879
Cebpb	0	73
Cebpd	0	1189
Cebpz	3	2721
Cebpzos	4	12
Cecr2	0	118
Celf1	0	2089
Celf2	0	1054
Cemip2	4	46
Cenatac	2	1454
Cenpb	0	1031
Cenpc	3	1138
Cenpj	3	465
Cenpk	0	121
Cenpl	3	232
Cenpm	2	41
AB124611	1	3
Cenpn	2	155
Cenpq	3	14
Cenpv	0	842
Cep104	0	596
Cep112	1	80
Cep120	2	3094
Cep128	3	199
Cep131	0	1002
Cep135	1	29
Cep162	2	1229
Cep164	3	2822
Cep170	1	2521
Cep170b	0	54
Cep19	4	2
Cep192	1	3339
Cep20	4	11
Cep250	2	140
Cep290	3	9
Cep295	2	218
Cep295nl	1	2013
Cep350	2	600
Cep43	3	240
Cep44	2	560
Cep57	0	669
Cep57l1	2	94
Cep68	0	47
Cep76	3	57
Cep78	1	316
Cep83	0	28
Cep85	0	657
Cep85l	0	489
Cep89	0	848
Cep95	2	1095
Cep97	3	81
Cept1	1	1081
Cercam	1	802
Cerk	1	2715
Cerkl	2	307
Cers2	1	3275
Cers4	1	1544
Cers5	1	2543
Cers6	1	2163
Cert1	4	24
Ces2b	1	9
Cesl1	1	434
Cetn2	3	6
Cetn3	0	56
AABR07040947.1	3	10
Cfap20	3	1641
Cfap20dc	2	15
Cfap298	0	13
AABR07068694.1	0	3
Cfap36	0	519
Cfap410	2	664
Cfap69	2	2
Cfap97	2	2351
Cfb	1	2537
Cfd	1	2250
Cfdp1	0	1508
Cfh	3	295
Cfl1	1	2802
Cfl2	0	1074
Cflar	2	495
Cfp	1	2051
Cggbp1	3	2477
Cgnl1	1	684
Cgref1	1	113
Cgrrf1	0	541
Chac1	0	32
Bahcc1	0	9
Chac2	1	379
Chaf1a	3	99
Champ1	2	3161
Chchd1	4	28
Camk2b	0	7
Chchd10	0	97
Chchd3	4	40
Chchd4	0	79
Chchd5	0	104
Chchd6	0	607
Chchd7	0	164
Chd1	2	2340
Chd1l	2	1280
Chd2	2	1396
Chd3	2	656
Chd4	2	597
Chd6	2	1334
Chd8	2	2413
Chd9	2	1705
Cherp	0	2492
Chfr	3	830
Chi3l1	1	912
Chic2	2	1377
Chid1	3	896
Chka	2	1254
Chkb	2	550
Chm	0	1923
Chmp1a	0	380
Chmp2a	0	598
Chmp2b	3	3436
Chmp3	0	92
Chmp4b	0	121
Chmp4c	2	25
Chmp5	3	2488
Chmp6	0	167
Asmtl	0	16
Chmp7	0	1394
Chn1	1	1022
Chn2	1	4
Chp1	0	1332
Chp2	1	1603
Chpf	1	1898
Chpf2	2	2783
Chpt1	4	31
Chrac1	0	614
Chrd	1	100
Chrdl1	1	1769
Chrna5	2	216
Chrnb1	0	1153
Chrnd	0	4
Chst1	1	1722
Chst12	1	890
Chst14	1	1983
Chst15	1	1132
Chst3	1	1174
Chsy1	1	2823
Chtf8	1	2541
Chtop	0	2046
Chtopl1	0	1705
Chuk	1	645
Churc1	0	196
Ciao1	3	21
Ciao2a	0	372
Ciao2b	0	958
Ciao3	0	80
Ciapin1	1	844
Ciart	4	67
Cib1	3	1766
Cibar1	1	3
Cic	2	1877
Cidea	0	744
Cidec	1	1537
Ciita	1	267
Cilk1	0	1531
Cilp	1	83
Cinp	3	1280
Cipc	0	1453
Cir1	3	1251
Cisd1	0	152
Cisd3	0	454
Cited2	0	189
Cited4	2	3
Ciz1	0	1541
Ckap4	1	1531
Ckap5	0	1473
Ckb	1	379
Cklf	1	609
Ckm	4	159
Ckmt2	4	43
Cks1b	3	18
Clasp1	4	76
Clasp2	0	566
Clasrp	2	2051
Clcc1	0	216
Clcn1	4	95
Clcn3	0	61
Clcn5	1	1688
Clcn6	2	2396
Clcn7	2	2946
Cldn1	1	143
Cldn12	0	224
Adamts13	0	5
Cldnd1	0	823
Clec10a	1	1742
Clec11a	1	88
Clec14a	1	1311
Clec16a	0	313
Clec1a	1	1334
Clec20a	2	292
Clec2g	3	1968
Clec2l	1	21
Clec3b	1	697
Clec4a1	1	2380
Clec4a3	1	1878
Clec4d	1	828
Clec5a	2	227
Clic1	1	2812
Clic2	1	1752
Clic4	1	61
AABR07003049.1	3	2
AABR07059232.1	3	7
Clic5	0	28
Abcb10	4	14
Clint1	0	2348
Clip1	0	994
Clip2	1	2179
Clip3	3	11
Clip4	0	50
Clk1	2	1606
Clk2	0	1987
Clk3	2	275
Clk4	2	723
Clmn	1	132
Clmp	1	2157
Cln3	0	1723
Cln5	3	3121
Cln6	2	17
AABR07065781.1	2	1
Cln8	1	2907
Clns1a	0	1392
Clock	0	165
Clp1	3	1370
Clpb	0	1148
Clpp	0	908
Clptm1	0	2072
Clptm1l	3	1928
Clpx	0	744
AC109542.1	0	5
Clstn1	1	1947
Clta	3	1700
Cltb	0	1293
Cltc	2	1530
Cluap1	0	370
Cluh	0	34
Clybl	4	12
Cma1	1	1282
Cmahp	1	1321
Cmas	0	1854
Cmbl	4	1
Cmc2	4	17
Cmip	1	2811
Cmklr1	1	2514
Cmpk1	3	1352
Cmtm3	1	2565
Cmtm4	1	60
Cmtm6	1	1863
Cmtm7	1	2570
Cmtm8	1	473
Cmtr1	2	2492
Cmtr2	2	1174
Cmya5	4	14
AC094643.2	4	3
Cnbp	0	558
Cndp2	3	2702
Cnep1r1	0	83
Cnih1	1	71
Cnih4	0	613
Cnksr1	0	1186
Cnksr3	1	1802
Cnn1	1	10
Cnn2	1	3252
Cnn3	1	2158
Cnnm2	1	2511
Cnnm4	1	169
Cnot1	0	1404
Cnot10	2	2306
Cnot11	0	1765
Cnot2	0	1995
Cnot3	2	2103
Cnot4	2	489
Cnot6	1	3100
Cnot6l	2	185
Cnot7	0	547
Cnot8	3	2409
Cnot9	1	1661
Cnp	0	1126
Cnppd1	3	484
Cnpy2	3	1454
Cnpy3	1	2736
Cnr2	2	1010
Cnrip1	1	232
Cnst	4	61
Cntf	2	24
Cntn1	1	44
Cntn2	1	1378
Cntrl	2	2547
Coa3	0	636
Coa4	3	401
Coa6	0	8
Coa7	3	44
Coasy	0	1517
Cobl	0	376
Cobll1	1	926
Cog1	0	1866
Cog2	3	386
Cog3	0	1703
Cog4	0	361
Cog5	2	31
Cog6	0	978
Cog7	2	1119
Cog8	3	1914
Coil	2	118
Col12a1	1	494
Col14a1	1	715
Col15a1	1	627
Col16a1	1	1597
Col18a1	1	1553
Col19a1	0	6
Col1a1	1	48
Capn6	1	9
Col1a2	1	166
Col20a1	2	1528
Col3a1	1	86
Col4a1	1	1537
Col4a2	1	1596
Col4a3	4	5
Col4a4	1	17
Col4a5	4	8
Col5a1	1	312
Col5a2	1	414
Col5a3	1	89
Col6a1	1	1616
Col6a2	1	1529
Col6a3	1	456
Col6a6	4	17
Col7a1	0	9
Anapc16	0	2
Col8a1	1	811
Col8a2	1	201
Colec11	3	1112
Colec12	1	2156
Colgalt1	1	3342
Colgalt2	1	138
Commd10	0	469
Commd2	1	2281
Commd3	0	1122
Commd4	0	1596
Commd6	0	348
Commd7	3	287
Commd8	0	9
Commd9	0	114
Comt	3	1000
Comtd1	0	285
Cop1	4	53
Copa	2	3366
Copb1	2	3193
Cope	0	2500
Copg2	2	386
Coprs	3	35
Cops2	0	1348
Cops3	0	1389
Cops4	0	1202
Cops5	0	1437
Cops6	0	1398
Cops7a	0	345
Cops7b	2	913
Cops8	0	1193
Copz1	3	2080
Copz2	0	377
Coq10a	4	10
Coq10b	4	36
Coq2	4	62
Coq3	4	33
Coq4	0	1205
Coq6	4	7
Coq7	4	6
Coq8a	0	27
Acads	4	2
Coq8b	2	1208
Coq9	4	128
Coro1a	1	1249
Coro1b	1	3193
Coro1c	1	1962
Coro2b	1	1176
Coro6	0	1083
Coro7	2	2056
Cotl1	1	1748
Cox10	4	14
Acss1	4	1
Cox11	0	19
Cox15	0	200
Cox18	2	13
Cox19	0	84
Cox4i1	4	25
Cox4i2	1	169
Cox5a	4	74
Cox5b	4	45
Cox6a1	1	972
Cox6a2	4	9
Cox6b1	4	36
Cox6c	4	54
Cox7a2l	3	551
Cox7b	4	52
Cox7c	4	34
Chchd2	4	6
Cp	1	854
Cpa1	4	5
Cpa3	1	1142
Cpd	0	215
Cpe	4	19
AC098459.1	4	3
Cpeb2	4	61
AABR07051450.1	4	2
Cpeb3	0	119
Cpeb4	4	15
Asb4	4	4
Cped1	0	17
Cpg1	2	441
Cplane2	2	633
Cnnm3	2	10
Cplx2	1	99
Cpm	2	257
AABR07061001.1	1	18
Cpn1	2	178
Cpne1	1	3516
Cpne2	1	2314
Cpne3	1	2773
Cpne8	1	1114
Cpox	0	1726
Cpq	1	1718
Cpsf1	0	1848
Cpsf2	1	2978
Cpsf3	0	2341
Cpsf4	0	1527
Cpsf6	2	2082
Cpsf7	2	2009
Cpt1a	1	1076
Cpt1b	0	866
Cpt1c	4	5
Cpt2	0	21
Cpxm1	1	1207
Cpxm2	1	44
Cpz	1	626
Cr1l	1	3489
Crabp2	1	1414
Cracr2b	1	616
Cradd	3	29
Cramp1	2	2446
Crat	0	87
Crb3	4	6
Crbn	0	1191
Creb1	3	2198
Creb3l1	1	352
Creb3l2	2	412
Arrdc4	2	11
Creb5	1	590
Crebbp	2	473
Crebl2	3	57
Crebrf	0	1357
Crebzf	2	2000
Creg1	0	528
Creld1	0	1098
Creld2	1	2221
Crem	4	33
Crhr2	4	9
Crim1	0	446
Crip1	1	1011
Crip2	1	1605
Cript	0	383
Crispld2	1	713
Crk	0	92
Crkl	2	1521
Crlf2	1	2090
Crlf3	1	3220
Crls1	0	879
Crnkl1	3	931
Crot	0	116
Crtapl1	1	3051
Crtc1	0	1761
Crtc2	0	206
Crtc3	2	1707
Cry1	4	9
Cry2	0	42
Cryab	0	345
Cryl1	1	72
Crym	4	3
Actc1	4	6
Cryzl1	0	392
Cs	4	19
Csad	1	487
Csde1	0	189
Cse1l	0	1688
Csf1	1	2212
Csf1r	1	2304
Csf2ra	1	2028
Csf2rb	1	1660
Csgalnact1	1	2141
Csgalnact2	0	1347
Csk	1	2230
Csnk1a1	0	957
Csnk1d	0	1708
Csnk1e	0	2027
Csnk1g1	2	2372
Csnk1g2	0	1142
Csnk1g3	2	477
Csnk2a1	0	1395
Csnk2a2	0	2245
Csnk2b	0	599
Cspg4	1	494
Cspg4b	4	20
Cspp1	2	875
Csrnp1	4	31
Csrp1	1	1425
Csrp2	1	916
Csrp3	4	41
Cst3	3	1201
Cst7	3	72
Cstb	3	1659
Cstf1	2	825
Cstf2	1	343
Cstf2t	1	1531
Cstf3	3	1317
Ctbp1	0	173
Ctbp2	0	595
Ctbs	1	182
Ctc1	0	1081
Ctcf	0	1388
Ctdnep1	4	79
Ctdp1	2	1181
Ctdsp1	0	84
Ctdsp2	2	1376
Ctdspl	2	387
Ctdspl2	2	3220
Ctf1	0	264
Cth	0	30
Ctif	1	353
Ctla2a	1	2172
Ctnna1	1	3395
Ctnnal1	1	35
Ctnnb1	3	2298
Ctnnbl1	2	2569
Ctnnd1	1	2985
Ctns	1	2477
Ctps1	0	1326
AABR07071195.1	0	1
Ctps2	2	2982
Ctr9	2	2890
Ctsa	1	2172
Ctsb	1	1813
Ctsc	3	1936
Ctsd	0	1548
Ctse	1	1586
Ctsf	1	1147
Ctsh	1	1574
Ctsk	1	1401
Ctsl	0	468
Ctso	1	917
Ctss	1	2299
Ctsw	1	386
Ctsz	3	2638
Cttn	1	1724
Cttnbp2nl	1	1885
Ctu1	3	1935
Ctu2	2	1449
Ctxn3	0	32
Cuedc1	4	31
Cuedc2	3	484
Cul1	0	1740
Cul2	0	1209
Cul3	0	1153
Cul4a	0	1437
Cul4b	0	2384
Cul5	0	872
Cul7	1	2402
Cul9	2	632
Cuta	0	98
Cutc	0	423
Cux1	0	689
Cwc15	0	580
Cwc22	2	2452
Cwc25	1	2129
Cwc27	2	221
Cwf19l1	2	54
Cwf19l2	0	70
Cx3cl1	1	264
Cxcl1	4	3
Cxcl10	1	23
Cxcl12	1	1888
Cxcl13	1	1570
Cxcl14	0	99
Cxcl16	1	2076
Cxcl9	3	106
Cxcr4	1	2611
Cxcr5	1	793
Cxxc1	0	1274
Cxxc5	4	10
Cyb561	1	1187
Cyb561a3	1	2333
Cyb561d1	1	1419
Cyb561d2	3	1497
Cyb5a	3	804
Cyb5b	0	1174
Cyb5d1	0	722
Cyb5d2	3	42
Cyb5r1	0	469
Cyb5r3	1	1038
Cyb5r4	0	370
Cyb5rl	3	14
Cyba	1	2216
Cybb	1	2425
Cybc1	1	2278
Cybrd1	1	2422
Cyc1	4	80
Cycs	4	40
Cyfip1	0	1515
Cyfip2	1	10
Cygb	1	2945
Cyhr1	4	109
Cyld	0	1142
Cyp1b1	1	1312
Cyp20a1	3	937
Cyp26b1	1	1370
Cyp2c12	5	34
Cyp2c7	5	28
Cyp2d3	1	140
Cyp2d4	1	1629
Cyp2e1	5	13
Cyp2t1	1	1562
Cyp2u1	3	1392
Cyp4b1	1	332
Cyp4f18	4	68
Cyp4f39	2	657
Cyp4f5	1	491
Cd79b	1	3
Cyp4v3	1	2886
Cyp51	3	1620
Cyp7b1	1	32
Cyria	1	3418
Cyrib	0	502
Cysltr1	1	2398
Cysltr2	2	245
Cystm1	0	1261
Cyth1	2	1296
Cyth2	3	1964
Cyth3	1	1452
Cyth4	1	1547
Cytip	1	420
Cytl1	1	778
Cyyr1	1	896
Czib	3	25
D030056L22Rik	1	1605
D430041D05Rik	4	1
D5Ertd579e	0	127
Daam1	1	2130
Daam2	1	1095
Dab2	1	2744
Dach1	1	233
Dact2	1	40
Dad1	0	1104
Dag1	0	49
Dagla	4	111
Daglb	1	749
Dalrd3	0	1646
Dap	1	2421
Dap3	2	660
Dapk1	1	245
Dapk3	0	1212
Dapp1	1	1010
Dars1	0	593
Dars2	3	30
Daxx	3	3197
Dazap1	0	1663
Dazap2	0	2066
Dbi	4	3
Dbn1	1	1828
Dbndd2	0	533
Dbnl	2	3009
Dbp	0	72
Dbr1	3	1495
Dbt	0	242
Dcaf1	0	977
Dcaf10	2	1549
Dcaf11	0	932
Dcaf12	1	2918
Dcaf13	2	2390
Dcaf15	2	1866
Dcaf17	1	2873
Dcaf4	0	869
Dcaf5	0	765
Dcaf6	4	45
Dcaf7	2	2099
Dcaf8	0	1074
Dcakd	0	1107
Dcbld1	1	283
Dcbld2	1	159
Asph	1	5
Dcdc2b	1	1535
Dchs1	1	1393
Dck	3	1022
Dclk1	1	1731
Dclre1a	2	568
Bcl6	2	4
Dclre1b	1	1541
Dclre1c	2	2720
Dcn	1	1090
Dcp1a	2	1809
Dcp1b	2	2043
Dcp2	2	1626
Dctn1	0	1210
Dctn2	0	1562
Dctn3	0	213
Dctn4	0	1487
Dctn5	0	829
Dctn6	0	881
Dctpp1	0	125
Dcun1d1	0	231
Dcun1d2	0	58
Dcun1d3	0	104
Dcun1d4	2	1831
Dcun1d5	0	1319
Dda1	0	1354
Ddah1	0	615
Ddb1	0	1951
Ddb2	0	888
Ddc	0	4
Ddhd1	2	2283
Ddhd2	4	12
Ddi2	0	251
Ddit4	0	1284
Ddost	3	3227
Ddr1	0	8
Ddr2	1	2114
Ddrgk1	0	1602
Ddt	0	1465
Ddx1	0	1239
Ddx10	1	1666
Ddx17	2	2735
Ddx19a	0	333
Ddx19b	0	100
Ddx20	3	2212
Ddx21	3	2491
Ddx23	0	543
Ddx24	0	1582
Ddx27	3	2657
Ddx28	1	548
Ddx31	2	2435
Ddx39a	3	2352
Ddx39b	2	2056
Ddx3x	3	883
Ddx41	1	3004
Ddx42	2	2396
Ddx46	0	1003
Ddx47	3	1738
Ddx49	0	2661
Ddx5	2	1541
Ddx50	0	1491
Ddx51	1	2779
Ddx52	3	1964
Ddx55	3	1229
Ddx56	3	580
Ddx58	1	16
Ddx59	0	1062
Ddx6	3	894
Deaf1	2	146
Decr1	0	245
Dedd	0	1217
Dedd2	3	235
Def6	1	419
Degs1	1	2191
Dek	0	1057
Dele1	0	652
Dennd10	0	1572
Dennd1a	2	793
Dennd1b	0	50
Dennd1c	1	994
Dennd2a	1	1521
Dennd2b	1	736
Dennd2c	0	55
Dennd2d	1	1396
Dennd3	1	1296
Dennd4a	2	3126
Dennd4b	4	15
Cabcoco1	4	1
Dennd4c	0	1513
Dennd5a	3	1834
Dennd5b	2	738
Dennd6a	2	1525
Dennd6b	0	886
Denr	0	247
Depdc5	0	1461
Depp1	2	34
Deptor	0	8
Dera	1	380
Derl1	0	2573
Derl2	3	2366
Derl3	2	253
Des	0	210
Desi1	0	275
Desi2	0	89
Det1	0	477
Dffa	4	7
Ankh	4	5
Dffb	2	821
Dgat1	0	111
Dgat2	0	144
Dgcr2	1	2789
Dgcr6	0	858
Dgcr8	2	1741
Dgka	2	1921
Dgkd	2	1990
Dgke	2	444
Dgkh	1	1074
Dgkq	2	1027
Dgkz	4	18
Arhgap19	4	3
Dglucy	0	414
Dguok	0	10
Dhcr24	4	13
Dhcr7	1	247
Dhdds	1	1188
Dhdh	2	393
Dhfr	2	1701
Dhodh	2	901
Dhps	0	931
Dhrs1	1	1956
Dhrs11	4	40
AABR07045431.1	4	4
Dhrs3	1	653
Dhrs4	0	17
Dhrs7	1	561
Dhrs7b	3	494
Dhrs7c	4	145
Dhrsx	1	14
Dhtkd1	2	150
Dhx15	0	3021
Dhx16	2	1760
Dhx29	0	1952
Dhx30	2	2220
Dhx32	0	67
Dhx33	1	2500
Dhx34	2	1523
Dhx35	4	7
Dhx36	2	603
Dhx37	0	769
Dhx38	2	858
Dhx40	0	1651
Dhx57	0	1635
Dhx58	1	843
Dhx8	3	1785
Dhx9	2	2731
Diablo	3	1353
Diaph1	2	94
Dicer1	0	476
Dido1	2	1305
Dimt1	3	206
Dip2a	1	2199
Dip2b	2	826
Dip2c	0	131
Dipk1a	4	33
Dipk1b	1	384
Dipk2a	1	1105
Dipk2b	1	999
Diras1	2	41
Diras3	2	1
Dis3	0	1613
Dis3l	0	752
Dis3l2	0	1600
Disp1	2	5
Dkk2	2	5
Colq	4	2
Dkk3	1	400
Dlat	4	120
Dlc1	1	1789
Dld	4	13
Dlg1	0	492
Dlg3	1	1570
Dlg5	1	1411
Dlgap4	1	323
Dll1	4	9
Aldh4a1	4	4
Dll4	1	252
Dlst	4	25
Dlx6	2	119
Dmac2	3	29
Dmac2l	4	7
Dmap1	3	619
Dmd	0	27
Dmpk	4	20
Dmrt2	4	7
Dmtf1	2	1965
Dmwd	0	1110
Adamts20	0	17
Dmxl1	2	405
Dna2	2	2954
Dnaaf2	1	1470
Dnaaf5	0	633
Dnaaf9	1	1728
Dnaja1	1	1434
Dnaja2	0	647
Dnaja3	0	1008
Dnaja4	4	28
Dnajb1	1	2099
Dnajb11	3	2216
Dnajb12	0	1430
Dnajb14	2	704
Dnajb2	0	1183
Dnajb4	0	694
Dnajb6	0	1151
Dnajb9	3	835
Dnajc1	1	2038
Dnajc10	3	1111
Dnajc11	0	752
Dnajc13	0	1612
Dnajc14	3	2037
Dnajc15	0	229
Dnajc16	0	58
Dnajc17	2	50
Dnajc18	0	1093
Dnajc19	0	181
Dnajc2	0	1380
Dnajc21	0	780
Dnajc22	2	38
Dnajc24	0	800
Dnajc25	0	12
Dnajc27	0	238
Dnajc28	0	245
Dnajc3	3	2255
Dnajc30	0	1423
Dnajc4	0	371
Dnajc5	0	2028
Dnajc7	0	160
Dnajc8	0	1805
Dnajc9	2	1225
Dnal1	0	39
Dnal4	0	23
Dnase1l1	0	473
Dnase1l3	1	621
Dnase2	1	2794
Dnlz	4	10
Dnm1	1	808
Dnm2	2	3435
Dnm3	1	723
Dnmt1	1	2684
Dnmt3a	4	34
Dnpep	1	358
Dnph1	3	10
Dnttip1	0	1501
Dnttip2	0	1217
Doc2b	1	908
Doc2g	4	1
Dock10	1	2703
Dock11	1	2928
Dock4	4	25
Dock6	1	1118
Dock7	2	1117
Dock8	1	2717
Dock9	1	1913
Dohh	0	1244
Dok1	1	1451
Dok2	1	1233
Dok3	3	447
Dok7	4	21
Bbs9	4	5
Dolk	4	8
Dolpp1	1	1230
Donson	2	202
Dop1a	2	998
Dop1b	2	358
Dot1l	2	270
Dpagt1	3	3175
Dpcd	3	12
Dpep1	1	343
Aifm2	1	9
Dpep2	1	1952
Dpf2	0	960
Dpf3	4	53
Dph1	3	2033
Dph2	1	677
Dph5	3	1441
Dph6	2	801
Dph7	2	1255
