	cluster	degree
Bag1	3	1842
Bag2	3	2324
Bag3	1	2432
Bag4	2	654
Bag5	3	3205
Bag6	2	317
Bahcc1	2	94
Bahd1	0	1663
Baiap2	0	1293
Baiap2l1	2	156
Baiap2l2	0	1174
Baiap3	1	231
Bak1	1	123
Bambi	3	2085
Banf1	3	1634
Bap1	0	1314
Barhl1	3	2590
Barhl2	3	2606
Barx2	0	237
Basp1	0	1475
Bax	4	20
Baz1a	1	281
Baz1b	2	1403
Baz2a	2	639
Baz2b	1	1651
Bbc3	3	1590
Bbln	0	684
Bbof1	5	60
Bbox1	3	2601
Bbs1	2	890
Bbs10	3	3210
Bbs12	5	186
Bbs2	1	1636
Bbs4	2	1274
Bbs5	3	75
Bbs7	2	6
Bbs9	3	1396
Bbx	3	2666
BC005537	5	142
BC024063	3	1248
BC024139	1	1343
BC049762	1	6
BC051019	2	70
BC055324	3	1150
Bcam	1	339
Bcan	0	595
Bcap31	4	2188
Bcar1	3	3413
Bcar3	0	347
Bcas1	1	463
Bcas2	4	364
Bcas3	4	686
Bcat1	4	277
Bcat2	4	193
Bccip	3	2041
Bcdin3d	3	1907
Bche	3	2512
Bckdha	3	1700
Bckdhb	3	1931
Bcl10	4	980
Bcl11a	0	1455
Bcl11b	0	1410
Bcl2	5	16
Bcl2a1	1	11
Bcl2l1	1	658
Bcl2l11	2	4
Bcl2l12	5	32
Bcl2l13	0	473
Bcl2l2	0	60
Bcl6	3	3098
Bcl6b	5	13
Bcl7b	2	2440
Bcl7c	3	1833
Bcl9	0	1038
Bcl9l	0	1241
Bclaf1	2	1037
Bclaf3	2	80
Bco1	0	514
Bco2	5	143
Bcor	0	1278
Bcorl1	2	203
Bcr	0	1523
Bcs1l	4	63
Bdh2	1	802
Bdnf	0	25
Bean1	0	569
Becn1	0	1107
Begain	0	1204
Bend3	2	54
Bend4	0	954
Bend5	5	490
Bend6	3	1464
Bend7	1	8
Bet1	3	1640
Bet1l	2	340
Bex2	4	183
Bex3	4	259
Bex4	3	1695
Bfar	2	684
Bgn	1	83
Bhlhb9	2	2452
Bhlhe22	2	252
Anks1b	2	21
Bhlhe40	0	1554
Bhlhe41	1	843
Bhmt	0	86
Bicc1	1	226
Bicd1	2	2674
Bicd2	2	239
Bicdl1	0	973
Bicra	2	170
Bicral	2	1845
Bid	0	76
Bin1	1	259
Aven	1	18
Bin2	1	19
Bin3	4	219
Birc2	3	3371
Birc6	2	1935
Birc7	1	27
Bivm	3	2088
Blcap	4	324
Bles03	3	2123
Blm	3	3106
Blmh	3	3194
Blnk	0	209
Bloc1s1	3	79
Bloc1s3	4	32
Bloc1s4	3	1609
Bloc1s5	1	2204
Blvra	0	7
Blvrb	0	61
Blzf1	2	2223
Bmerb1	0	1460
Bmf	1	57
Adora2a	1	4
Bmi1	2	1636
Bmp1	3	528
Bmp2	1	16
Bmp2k	1	244
Bmp3	0	1542
Bmp4	1	18
Bmp5	1	4
Bmp6	1	109
Bmp7	1	36
Bmper	0	632
Bmpr1a	1	152
Bmpr1b	1	96
Bmpr2	0	1104
Bms1	2	3001
Bmt2	2	1516
Bmyc	4	1623
Bnc2	1	435
Bnip1	2	291
Bnip2	1	989
Bnip3	1	11
Anxa4	1	13
Bnip3l	3	2822
Bnip5	0	459
Boc	3	1548
Bod1	4	675
Bod1l1	2	927
Bok	4	497
Bola1	4	527
Bola2	0	7
Bola3	3	2569
Bop1	2	1139
Bora	5	3
Borcs5	2	114
Borcs6	4	1384
Borcs7	1	64
Borcs8	1	140
Bpgm	1	224
Bphl	1	43
Bpifc	5	296
Bpnt1	4	642
Bpnt2	2	2551
Bptf	2	1939
Braf	0	491
Brap	4	575
Brat1	2	95
Arglu1	2	6
Brca2	2	1093
Brcc3	2	1698
Brd1	2	1913
Brd2	2	706
Brd3	2	1596
Brd4	2	333
Brd7	2	1923
Brd8	2	2119
Brd9	1	655
Brdt	0	1338
Brf1	2	698
Brf2	3	2775
Bri3bp	0	626
Brinp1	0	992
Brinp2	0	1645
Brinp3	0	689
Brix1	2	1493
Brk1	0	131
Brme1	0	41
Brms1	0	752
Brms1l	0	1106
Brox	3	3284
Brpf1	3	3428
Brpf3	0	1287
Brsk1	0	1151
Brsk2	2	152
Brwd1	2	1843
Brwd3	2	684
Bscl2	4	2184
Bsdc1	4	92
Bsg	4	234
Bsn	0	1239
Bspry	1	2167
Bst2	1	81
Btaf1	2	804
Btbd1	0	62
Btbd10	0	1428
Btbd11	4	1947
Btbd17	4	100
Btbd19	0	383
Btbd2	0	18
Btbd3	3	1495
Btbd6	4	475
Btbd7	2	633
Btbd8	0	454
Btbd9	0	1699
Btc	3	138
Btd	1	559
Btf3	3	2279
Btf3l4	2	194
Btg1	3	3020
Btg2	0	33
Btg3	0	1277
Btk	1	13
Btn1a1	5	332
Btn2a2	5	360
AABR07002093.1	5	13
Btrc	0	660
Bub3	3	2558
Bud13	3	3227
Bud23	4	39
Bud31	0	35
Bysl	2	821
Bzw1	0	618
Bzw2	0	39
C10H5orf58	5	77
C17h6orf52	0	6
C1galt1	0	9
C1galt1c1	3	1349
C1H10orf95	0	355
C1qa	1	79
C1qb	1	75
C1qbp	4	513
C1qc	1	75
C1ql1	1	33
C1ql2	1	321
C1ql3	0	1395
C1qtnf2	0	12
C1qtnf3	3	1360
C1qtnf4	0	70
C1qtnf5	1	718
C1qtnf9	1	807
C1r	3	1630
C1rl	1	179
AABR07044397.1	1	4
C1s	1	430
C2cd2	2	3152
C2cd2l	0	1452
C2cd3	2	349
C2cd4b	5	336
C2cd4c	0	1471
C2cd5	2	674
C3	1	126
C4a	1	146
C4b	1	102
C5ar2	1	63
C8b	5	411
C8g	5	18
Ca11	0	1107
Ca12	0	187
Ca13	1	311
Ca14	1	1428
Ca4	3	1092
Ca5a	5	72
Ca5b	1	1107
Ca6	0	1057
Ca8	3	1510
Caap1	2	990
Cab39	2	2119
Cab39l	3	2146
Cabcoco1	1	203
Cabin1	2	459
Cables1	0	14
Cables2	1	49
Cabp1	0	549
Cabp7	1	396
Cachd1	1	165
Cacna1a	2	1210
Cacna1b	0	1481
Cacna1c	0	519
Cacna1d	0	849
Cacna1e	0	1056
Cacna1g	3	2546
Cacna1h	0	1375
Cacna1i	0	1033
Cacna2d1	0	1576
Cacna2d2	3	3495
Cacna2d3	0	1401
Cacnb1	0	1579
Cacnb2	0	330
Cacnb3	0	1140
Cacnb4	2	1156
Cacng2	2	985
Cacng3	0	1618
Cacng4	0	1258
Cacng5	2	16
Cacng6	5	476
Cacng7	3	933
Cacng8	0	1544
Cactin	2	1687
Cacul1	0	134
Cacybp	3	336
Cad	3	3299
Cadm1	0	1507
Cadm2	0	1505
Cadm3	2	1583
Cadm4	1	1301
Cadps	4	220
Cadps2	3	2174
Cage1	0	11
Calb1	3	2360
Calb2	3	2804
Calca	1	23
Calcoco1	4	266
Calcrl	1	432
Cald1	3	1410
Calhm2	2	154
Calm-ps2	3	9
Calm1	0	1341
Calm2	2	71
Arf5	0	3
Caln1	3	2659
Calr	4	150
Calr4	0	113
Calu	3	2590
Caly	4	605
Camk1	0	76
Camk1d	0	658
Camk1g	4	172
Camk2a	0	1197
Camk2b	2	481
Camk2d	3	2182
Camk2g	1	77
Camk2n1	0	1123
Camk4	2	597
Camkk1	0	1230
Camkk2	0	102
Camkmt	3	2740
Camkv	0	1450
Camlg	4	536
Camsap1	2	770
Camsap2	0	631
Camsap3	4	420
Camta1	3	2010
Camta2	0	860
Cand1	4	1224
Cand2	1	748
Cant1	4	396
Canx	4	1348
Cap1	0	1418
Cap2	0	1245
Capg	1	1235
Capn1	3	3346
Capn10	3	54
Capn15	2	1178
Capn2	1	767
Capn5	0	852
Capn7	3	1458
Capns1	1	1374
Caprin1	2	2876
Caprin2	1	1753
Capza1	1	2214
Capza2	0	635
Capzb	4	153
Car10	2	176
Car2	1	96
Car7	3	1984
Card10	1	34
Card11	1	136
Card19	3	2756
Card6	1	79
Carf	2	110
Carhsp1	1	602
Carm1	0	630
Carmil1	1	220
Carmil2	0	27
Carmil3	2	631
Carnmt1	2	12
Carns1	1	336
Cars	4	531
Cars2	0	17
Cartpt	1	17
Casc3	2	2538
Casd1	2	246
Cask	0	1016
Caskin1	0	25
Caskin2	1	164
Casp1	1	85
Casp12	5	68
Casp2	2	315
Casp3	3	1172
Casp4	3	1854
Casp6	3	1
Casp7	1	62
Casp8	1	62
Casp8ap2	3	2929
Casp9	0	1487
Casq1	3	1973
Casq2	3	2071
Cast	4	114
C1qtnf12	2	4
Castor1	1	15
Castor2	0	1352
Casz1	1	134
Cat	1	587
Catsper4	5	217
Catsperd	5	26
Catsperg	5	323
Cav1	1	183
Apcdd1	1	9
Cav2	1	750
Cavin2	1	67
Cavin3	0	779
Cavin4	1	82
Cbarp	0	1379
Cbfa2t2	2	1452
Cbfa2t3	0	40
Cbfb	1	345
Cbl	0	1461
Cblb	2	1818
Cbll1	2	2042
Cbln1	3	2778
Cbln2	0	786
Cbln3	3	2461
Cbln4	1	121
Cbr1	1	1337
Cbr2	3	240
Cbr3	0	715
Cbr4	4	14
Cbs	0	877
Cbwd1	3	92
Cbx1	2	942
Cbx2	2	1991
Ankrd37	2	20
Cbx3	2	1732
Cbx4	2	176
Cbx5	1	90
Cbx6	0	975
Cbx7	3	2492
Cbx8	4	1724
Cc2d1a	0	299
Cc2d1b	1	1142
Cc2d2a	5	211
Cc2d2b	2	551
Ccar1	2	1342
Ccar2	2	1136
Ccbe1	3	563
Ccdc102a	1	5
Ccdc106	0	1190
Ccdc107	3	47
Ccdc112	2	866
Ccdc115	4	198
Ccdc117	3	1534
Ccdc12	3	916
Ccdc120	3	2284
Ccdc124	4	61
Ccdc126	3	1898
Ccdc127	4	525
Ccdc13	1	64
Ccdc130	2	134
Adam1a	2	1
Ccdc134	1	26
Ccdc136	3	3080
Ccdc137	4	969
Ccdc138	5	233
Ccdc14	2	389
Ccdc141	1	49
Ak3	1	4
Ccdc142	3	429
Ccdc149	1	970
Ccdc15	2	619
Ccdc153	1	19
Ccdc157	0	790
Ccdc159	0	149
Ccdc162	5	19
Ccdc163	3	492
Ccdc167	1	22
Ccdc17	1	1497
Ccdc170	5	273
Ccdc174	2	973
Ccdc177	0	344
Ccdc18	3	661
Ccdc181	0	663
Ccdc183	3	2059
Ccdc184	4	151
Ccdc186	2	2235
Ccdc191	1	420
Ccdc22	3	2921
Ccdc25	0	316
Ccdc28a	4	142
Ccdc28b	3	1151
Ccdc3	1	142
Ccdc30	0	182
Ccdc32	0	771
Ccdc34	3	11
Ccdc39	0	21
Ccdc42	0	1194
Ccdc43	3	211
Ccdc47	2	2282
Ccdc50	2	1555
Ccdc51	4	319
Ccdc57	5	164
Ccdc59	2	732
Ccdc6	0	255
Ccdc61	4	1409
Ccdc62	2	173
Arhgap4	5	10
Ccdc65	0	635
Ccdc66	2	155
Ccdc71	2	40
Ccdc71l	0	32
Ccdc77	5	156
Ccdc78	1	801
Ccdc8	3	2115
Ccdc80	1	177
Ccdc81	1	157
Ccdc82	3	2302
Ccdc85a	0	1445
Ccdc85c	3	385
Ccdc86	4	955
Ccdc88a	0	423
Ccdc88b	3	2422
Ccdc88c	1	1460
Ccdc89	1	938
Ccdc9	0	775
Ccdc90b	3	1732
Ccdc91	3	2888
Ccdc92	3	2369
Ccdc92b	2	694
Ccdc93	1	126
Ccdc96	2	29
Ccdc97	2	373
Ccdc9b	1	17
Ccer2	1	14
Cchcr1	1	551
Cck	0	1310
Cckbr	0	1484
Ccl17	0	767
Ccl19	1	50
Ccl24	5	89
Ccl27	0	379
Ccl28	5	37
Ccl5	1	46
Ccl9	5	42
Ccm2	0	1068
Ccm2l	5	15
Ccn2	0	33
Acp5	0	1
Ccn3	0	1280
Ccn4	3	11
Ccn5	1	30
Ccna1	0	1185
Ccnb1	3	2546
Ccnc	3	2508
Ccnd1	1	95
Ccnd2	0	1503
Ccnd3	4	793
Ccndbp1	3	2146
Ccne1	0	439
Ccne2	3	3031
Ccnf	0	1050
Ccng1	0	1577
Ccng2	3	2163
Ccnh	3	361
Ccni	3	32
Ccnjl	3	2424
Ccnk	4	725
Ccnl1	2	377
Ccno	5	422
Ccnq	0	18
Ccnt1	2	2388
Ccnt2	2	906
Ccny	0	1623
Ccnyl1	0	15
Ccp110	1	1512
Ccpg1	3	2317
Ccr3	5	143
Ccr5	1	16
Alpk3	5	9
Ccr9	5	253
Ccs	4	499
Ccsap	0	845
Ccser1	2	1472
Ccser2	1	260
Cct2	3	2554
Cct3	4	1089
Cct4	4	1323
Cct5	3	2216
Cct6a	4	1028
Cct6b	3	1169
Cct7	4	1827
Cct8	4	1369
Ccz1b	2	2133
Cd14	3	2553
Cd151	1	700
Cd163	1	30
Cd164	1	2071
Cd164l2	1	241
Cd1d1	1	57
Cd200	0	791
Cd200r1	0	849
Cd22	5	3
Cd226	1	182
Cd24	0	1328
Cd248	0	1203
Cd274	3	2044
Cd276	5	137
Cd2ap	1	362
Cd2bp2	2	586
Cd300a	1	14
Cd300le	3	1769
Cd300lf	5	21
Cd302	3	1830
Cd33	1	17
Cd34	0	711
Cd37	1	38
Cd38	1	227
Cd3e	1	17
Cd40	5	13
Cd247	5	7
Cd44	1	507
Cd47	2	1685
Cd48	1	27
Cd52	1	5
Cd53	1	113
Cd55	1	52
Cd59	1	1379
Cd63	3	1770
Cd68	1	126
Cd70	3	1715
Cd74	1	64
Cd81	5	131
Cd82	1	847
Cd83	1	303
Cd84	5	54
Cd86	1	40
Cd8a	3	354
Cd8b	5	213
Cd9	3	1792
Cd93	1	8
Cda	1	1232
Cdadc1	3	2374
Cdan1	2	1099
Cdc123	3	906
Cdc14a	1	229
Cdc14b	3	1781
Cdc16	4	2139
Cdc20	3	2350
Cdc23	3	3207
Cdc25a	3	3003
Cdc27	2	70
Cdc34	0	1058
Atp5if1	0	10
Cdc37	4	1027
Cdc37l1	1	1295
Cdc40	2	360
Cdc42	2	1310
Cdc42bpa	2	95
Cdc42bpb	0	1480
Cdc42bpg	3	2531
Cdc42ep1	3	3038
Cdc42ep2	1	1032
Cdc42ep3	2	34
Cdc42ep4	3	1130
Cdc42se2	0	1447
Cdc45	1	35
Cdc5l	2	2152
Cdc7	2	207
Cdc73	2	270
Cdca4	3	2061
Cdh1	1	49
Cdh10	0	1525
Cdh11	0	1384
Cdh12	0	1382
Cdh13	0	590
Cdh15	3	3173
Cdh18	3	1864
Cdh19	1	419
Cdh2	0	156
Cdh20	3	1331
Cdh22	0	28
Adra2c	2	5
Cdh23	1	386
Cdh3	1	774
Cdh4	0	1106
Cdh5	1	111
Cdh6	0	922
Cdh7	3	1937
Cdh8	2	1710
Cdh9	0	1413
Cdhr1	0	1217
Cdhr2	1	876
Cdhr4	1	192
Cdin1	3	872
Cdip1	4	389
Cdipt	4	595
Cdk10	0	99
Cdk11b	2	705
Cdk12	2	1016
Cdk13	2	2056
Cdk14	0	1578
Cdk16	2	127
Cdk17	0	1528
Cdk18	1	165
Cdk19	2	272
Cdk2	1	89
Cdk20	2	220
Cdk2ap1	3	19
Cdk2ap2	4	1479
Cdk4	4	454
Cdk5	4	97
Cdk5r1	0	1596
Cdk5r2	0	1415
Cdk5rap2	3	2473
Cdk5rap3	1	753
Cdk6	0	238
Cdk7	2	2825
Cdk9	0	126
Cdkal1	3	2113
Cdkl1	3	2457
Cdkl2	0	1418
Cdkl3	5	100
Cdkl5	0	1539
Cdkn1a	1	419
Cdkn1b	3	3238
Cdkn1c	3	1606
Cdkn2aip	3	2116
Cdkn2aipnl	1	775
Cdkn2c	3	1738
Cdkn2d	4	183
Cdo1	4	170
Cdon	3	3081
Cdpf1	1	136
Cdr2	3	2348
Cdr2l	3	3047
Cds1	0	270
Cds2	2	811
Cdt1	3	2628
Cdv3	4	138
Cdyl	3	1412
Cdyl2	0	244
Ceacam1	2	102
Ceacam18	2	113
Ceacam9	5	75
Cebpz	2	3148
Cebpzos	3	174
Cecr2	3	2337
Cela3b	3	669
Celf1	0	723
Celf2	0	664
Celf3	0	1482
Celf4	0	1292
Celf5	0	1460
Celf6	0	183
Celsr1	0	1028
Celsr2	0	1560
Celsr3	2	476
Cemip	3	543
Cemip2	0	141
Cenatac	2	47
Cend1	4	902
Cenpb	1	110
Cenpc	3	2269
Cenpj	2	141
Cenpk	3	589
Cenpl	3	1804
Cenpm	5	234
Cenpn	3	3081
Cenpo	5	14
Cenpq	3	2016
Cenpu	5	292
Cep104	0	962
Cep112	5	15
Cep120	3	3145
Cep126	3	2693
Cep128	1	251
Cep131	2	135
Cep135	2	188
Cep152	3	1075
Cep162	2	406
Cep164	1	78
Cep170	2	2758
Cep170b	0	1314
Cep19	3	2858
Cep192	2	2293
Cep20	3	2301
Cep250	2	1446
Cep290	2	57
Cep295nl	0	515
Acot1	0	8
Cep350	3	2899
Cep41	0	538
Cep43	3	2108
Cep44	3	666
Cep57	2	1688
Cep57l1	2	2014
Cep63	3	1832
Cep68	0	381
Cep70	3	1028
Cep76	3	2996
Cep78	3	797
Cep85	2	1807
Cep85l	5	154
Cep95	5	183
Cep97	1	1503
Cept1	3	2005
Cercam	1	344
Cep89	1	6
Cerk	3	2824
Cerkl	2	346
Cers1	1	7
Cers2	1	1717
Cers4	1	84
Cers5	4	252
Arrdc1	1	3
Cers6	2	388
Cert1	1	707
Ces5a	0	274
Cetn2	4	114
Cetn3	3	5
Atp5mf	1	13
Cfap126	1	82
Ccdc190	1	7
Cfap161	3	2012
Cfap20	4	93
Cfap20dc	1	249
Cfap298	4	148
Cfap36	4	1444
Cfap410	1	308
Cfap43	1	115
Cfap52	0	141
Cfap53	0	100
Cfap61	0	861
Cfap69	0	13
Cfap70	0	1458
Cfap74	5	71
Cfap77	0	18
Cfap91	0	220
Cfap97	2	559
Cfap99	2	324
Cfb	1	185
Cfd	1	29
Cfdp1	2	400
Cfh	1	83
Cfl1	0	846
Cfl2	3	2655
Cflar	5	132
Cfp	5	145
Cggbp1	3	2525
Cgn	1	1655
Cgnl1	1	1488
Cgref1	0	392
Cgrrf1	3	2377
Ch25h	1	39
Chac1	4	518
Chac2	3	508
Chadl	3	1815
Chaf1a	2	149
Chaf1b	1	1760
Champ1	2	1674
Chchd1	3	72
Chchd10	4	168
Chchd2	4	399
Chchd3	3	2200
Chchd5	2	612
Chchd7	3	1967
Chd1	2	1175
Chd1l	1	535
Chd2	2	1676
Chd3	0	1397
Chd4	2	820
Chd5	0	1523
Chd6	2	3143
Chd7	3	2566
Chd8	2	2033
Chd9	2	356
Chdh	0	58
Chek1	1	14
Chek2	1	362
Cherp	2	977
Chfr	2	445
Chga	4	534
Chgb	2	641
Chi3l1	0	26
Chic2	3	2537
Chid1	0	325
Chka	1	1571
Chkb	3	543
Chl1	2	842
Chm	2	613
Chml	3	2646
Chmp1a	0	170
Chmp2a	3	478
Chmp2b	1	1378
Chmp3	0	854
Chmp4b	4	625
Chmp4c	1	214
Chmp5	4	762
Chmp6	4	259
Chmp7	4	567
Chn1	0	1545
Chn2	3	3029
Chodl	1	267
Chordc1	2	198
Chp1	0	236
Chpf	0	425
Chpf2	4	232
Chpt1	3	1593
Chrac1	3	1401
Chrdl1	0	1074
Chrm1	0	1385
Chrm2	1	84
Chrm3	0	1592
Chrm4	0	1541
Chrna3	2	336
Chrna4	0	864
Chrna5	0	419
Chrna7	0	1527
Chrnb2	0	561
Chrnb3	1	57
Chrnb4	3	1989
Chst1	0	1614
Chst10	0	171
Chst11	0	328
Chst12	2	2268
Chst14	1	55
Chst15	3	1313
Chst2	0	1210
Chst3	1	65
Acer2	1	16
Chst5	2	258
Chst7	3	2581
Chst9	1	59
Chsy1	2	596
Chsy3	0	1324
Chtf18	3	1784
Chtf8	0	106
B9d1	0	4
Chtop	4	2073
Chtopl1	2	22
Chuk	5	142
Churc1	4	869
Ciao1	3	1921
Ciao2a	3	740
Ciao2b	1	33
Ciao3	4	626
Ciapin1	0	605
Ciart	2	28
Cib1	1	30
Cibar1	3	507
Cic	0	1178
Cidea	1	16
Cilk1	5	146
Cinp	0	745
Cipc	2	1266
Cir1	2	2120
Cisd1	3	1626
Cisd3	4	1661
Cit	0	1336
Cited1	3	232
Cited2	3	2498
Cited4	3	2539
Ciz1	2	76
Chrd	2	7
Ckap4	3	2506
Ckap5	2	3049
Ckb	3	1866
Cklf	1	124
Ckmt1	4	462
Clasp1	2	1750
Clasp2	2	1671
Clasrp	5	73
Clba1	0	522
Clcc1	4	2174
Clcn1	1	564
Clcn2	0	1055
Clcn3	2	2220
Clcn4	2	477
Clcn5	1	2343
Clcn6	0	219
Clcn7	2	752
Cldn1	1	80
Aqp1	1	12
Chchd4	1	4
Cldn10	0	899
Cldn11	1	836
Cldn12	2	1914
Cldn15	5	45
Cldn19	0	52
Cldn2	1	18
Calml4	1	4
Cldn6	5	345
Cldnd1	1	872
Clec10a	1	143
Clec11a	0	874
Clec12a	1	172
Clec14a	1	22
Clec16a	2	1094
Clec18a	5	13
Clec20a	5	318
Clec2g	1	157
Clec2l	4	74
Clec3b	1	75
Clec4a1	5	32
Clec4a3	1	99
Clec5a	5	393
Clec7a	1	195
Clgn	1	68
Clic1	1	144
Clic2	5	352
Clic4	1	1727
Clic5	0	7
Clic6	3	1276
Clint1	4	146
Clip1	2	2180
Clip2	0	574
Clip3	2	1620
Clip4	0	255
Clk1	1	9
Clk2	2	2151
Clk3	2	1186
Clk4	2	287
Clmn	2	1097
Clmp	2	2645
Cln3	4	287
Cln5	3	2527
Cln6	3	2264
Cln8	3	2998
Clns1a	3	331
Clock	2	1141
Clp1	3	1290
Clpb	2	868
Clpp	4	390
Clptm1	4	814
Clptm1l	4	316
Clpx	2	3194
Clrn1	3	1287
Clstn1	0	782
Clstn2	0	164
Clstn3	4	1199
Clta	4	1108
Cltb	3	2053
Cltc	4	480
Cltrn	1	25
Cfap300	1	9
Clu	0	101
Cluap1	4	242
Bex1	2	7
Cluh	0	192
Clvs1	3	2961
Clvs2	0	400
Clybl	3	1436
Cmas	0	260
Cmbl	1	85
Cmc2	4	1073
Cmip	0	1664
Cmklr1	1	41
Cmpk1	3	2539
Cmpk2	1	56
Cmss1	4	18
Cmtm3	1	50
Cmtm4	0	1563
Cmtm5	1	647
Cmtm6	1	65
Cmtm7	1	96
Cmtm8	1	19
Cmtr1	2	1484
Cmtr2	3	3427
Cnbd2	1	8
Cnbp	3	2225
Cndp1	1	27
Cndp2	4	1617
Cnep1r1	3	837
Cnga4	5	470
Cngb1	1	282
Cnih1	3	1977
Cnih2	0	1144
Cnih3	0	1282
Cnih4	3	3098
Cnksr2	0	354
Cnksr3	3	2894
Cnn1	1	18
Cnn2	1	121
Cnn3	1	118
Cnnm1	2	1738
Cnnm2	2	2607
Cnnm3	2	2702
Cnnm4	3	3078
Cnot1	2	2086
Cnot10	2	904
Cnot11	4	675
Cnot2	2	3122
Cnot3	2	837
Cnot4	2	818
Cnot6	2	1487
Cnot6l	2	624
Cnot7	0	185
Cnot8	4	851
Cnot9	2	2670
Cnp	1	942
Cnppd1	1	683
Cnpy1	3	2236
Cnpy2	2	26
Cnpy3	4	252
Cnr1	2	246
Cnr2	5	165
Cnrip1	0	634
Cnst	2	3013
Cntf	1	1514
Cntfr	3	814
Cntln	3	1345
Cntn1	3	2765
Cntn2	3	2994
Cntn3	0	1519
Cntn4	0	1574
Cntn5	5	81
Cntn6	3	1004
Cenpp	3	3
Cntnap1	0	107
Cntnap2	0	532
Cntnap4	3	2837
Cntnap5a	0	991
Cntnap5b	0	1485
Cntnap5c	0	1004
Cntrl	5	342
Cep295	2	13
Cntrob	2	1218
Coa4	1	17
Coa6	2	17
Coa7	2	516
Coa8	4	395
Coasy	4	63
Cobl	0	1603
Cobll1	1	1322
Coch	1	55
Cog1	2	985
Cog2	2	1343
Cog3	2	819
Cog4	4	1000
Cog5	3	3309
Cog6	2	2190
Cog7	4	386
Cog8	4	1981
Coil	4	1925
Col11a1	1	41
Col11a2	0	1098
Col12a1	1	81
Col14a1	1	93
Col15a1	1	117
Col16a1	1	53
Col18a1	3	2885
Col19a1	0	1172
Col1a1	1	125
Col1a2	1	122
Col20a1	5	520
Col23a1	3	1291
Col25a1	0	1318
Col27a1	5	62
Col3a1	1	142
Col4a2	0	193
Col4a1	1	10
Col4a4	1	49
Col4a5	1	282
Col4a6	1	159
Col5a1	0	18
Col5a3	0	362
Col6a1	0	114
Col6a2	1	177
Col6a3	3	922
Col8a1	1	13
Col8a2	1	31
Col9a2	3	3147
Col9a3	1	359
Colca2	5	283
Colec11	1	44
Colec12	1	106
Colgalt1	4	1621
Colgalt2	1	31
Colq	3	2318
Commd10	0	491
Commd2	3	2461
Commd3	3	2073
Commd4	4	66
Commd5	4	1088
Commd6	3	146
Commd7	4	340
Commd8	4	263
Commd9	3	711
Comp	3	2561
Comt	1	585
Comtd1	4	1573
Cop1	2	122
Copa	2	2456
Copb1	3	3215
Cope	4	713
Copg2	3	2970
Coprs	4	520
Cops2	3	1775
Cops3	3	1967
Cops4	4	528
Cops5	4	530
Cops6	1	38
Cops7a	4	710
Cops7b	0	397
Cops8	4	683
Copz1	4	252
Copz2	1	114
Coq10a	2	2514
Coq2	0	932
Coq3	3	1969
Coq4	0	84
Coq5	4	573
Coq7	4	441
Coq8a	3	2127
Coq8b	0	1236
Coq9	1	950
Coro1a	0	84
Coro1b	1	1223
Coro1c	4	142
Coro2a	2	194
Coro2b	2	775
Coro6	2	87
Coro7	4	140
Cotl1	1	1141
Cox10	2	58
Cox11	2	791
Cox15	2	1163
Cox18	4	23
Cox19	3	3238
Cox4i1	4	60
Cox4i2	3	115
Cox5a	4	730
Cox5b	3	125
Cox6a1	4	3
Cox6b1	4	178
Cox6c	1	15
Cox7a1	1	9
Cox7a2l	1	74
Cox7a2l2	2	4
Cox7b	1	114
Cox7c	3	120
Cp	1	538
Cpa2	1	118
Cpd	1	1145
Cpe	0	1402
Cpeb1	1	136
Cpeb2	0	206
Cpeb3	2	1473
Cpeb4	2	757
Cped1	1	115
Cpg1	5	414
Cplane1	2	1134
Cplane2	5	203
Cplx2	0	604
Cplx3	0	1076
Cpm	1	1038
Cpn1	5	402
Cpne1	2	2907
Cpne2	1	394
Cpne3	1	1883
Cpne4	0	1513
Cpne5	0	1509
Cpne6	0	1540
Cpne7	0	1184
Cpne8	0	1451
Cpne9	3	850
Cpox	1	1206
Cpped1	1	726
Cpq	1	9
Cpsf1	2	860
Cpsf2	2	2417
Cpsf3	2	1817
Cpsf4	2	711
Cpsf6	2	1382
Cpsf7	2	1751
Cpt1a	1	224
Cpt1b	3	2373
Cpt1c	0	1517
Cpt2	3	2438
Cptp	4	173
Cpxm1	0	7
C1qtnf1	1	3
Cpxm2	1	7
Cpz	4	217
Cr1l	3	2639
Crabp1	1	15
Crabp2	1	105
Cracd	1	228
Cracdl	0	1374
Cracr2a	0	1028
Cracr2b	3	2518
Cramp1	0	287
Crat	1	874
Crb1	3	38
Crb3	1	5
Crbn	3	2773
Creb1	2	2278
Creb3l1	3	1429
Creb3l2	1	560
Creb5	1	2095
Crebbp	2	770
Crebl2	1	111
Crebrf	3	1252
Crebzf	3	1464
Creg1	4	9
Creg2	0	1474
Creld1	4	480
Creld2	3	2374
Crhbp	0	1078
Crhr1	3	1690
Crim1	0	1273
Crip1	1	35
Crip2	0	1254
Crip3	5	350
Cript	3	1402
Crispld1	0	50
Crispld2	3	3291
Crk	2	86
Crkl	3	3662
Crlf1	3	2037
Crlf2	0	25
Crls1	2	1072
Crmp1	2	692
Crnkl1	2	1244
Crocc	2	15
Crot	3	501
Crppa	1	327
Crtac1	0	1089
Crtam	3	2128
Crtapl1	1	76
Crtc1	0	140
Crtc2	4	857
Crtc3	2	750
Cry1	3	2729
Cry2	2	105
Cryab	1	1450
Crybb1	1	14
