	cluster	degree
Crybg3	1	587
Cryga	0	6
Cryl1	0	38
Chchd6	0	6
Crym	0	1008
Cryz	1	933
Cryzl1	5	9
Cs	4	919
Csad	3	2187
Csdc2	3	2735
Csde1	2	2697
Cse1l	2	2894
Csf1	1	2014
Csf1r	1	79
Csf2ra	0	25
Amdhd2	0	5
Csf2rb	1	82
Csf3r	1	5
Csgalnact1	0	1315
Csgalnact2	3	3477
Csk	1	1228
Csmd1	0	1578
Csmd2	0	1334
Csmd3	0	691
Csn1s2a	5	285
Csnk1a1	2	1699
Csnk1d	4	1102
Csnk1e	0	162
Csnk1g1	2	164
Csnk1g2	0	218
Csnk1g3	2	2602
Csnk2a1	2	912
Csnk2a2	0	660
Csnk2b	4	979
Cspg4	0	907
Cspg4b	2	1403
Cspg5	0	1422
Cspp1	5	250
Csrnp1	0	80
Csrnp2	0	928
Csrnp3	0	1610
Csrp1	1	452
Csrp2	3	33
Cst3	1	420
Cst6	0	52
Cstb	1	197
Cstf1	2	1746
Cstf2	2	124
Cstf2t	2	511
Cstf3	2	942
Ctbp1	0	21
Ctbp2	3	2534
Ctbs	1	14
Ctc1	2	1005
Ctcf	2	3126
Ctdnep1	0	1074
Ctdp1	3	3364
Ctdsp1	1	620
Ctdsp2	2	1112
Ctdspl	0	1489
Ctdspl2	2	2941
Ctf1	0	7
Cth	0	770
Ctif	4	200
Ctla2a	1	40
Ctnna1	1	1871
Ctnna2	0	1634
Ctnnal1	2	1578
Ctnnb1	0	685
Ctnnbip1	1	180
Ctnnbl1	3	2316
Ctnnd1	0	91
Ctnnd2	0	1256
Ctns	1	354
Ctps1	4	900
Ctps2	2	1186
Ctr9	4	1380
Ctrc	5	45
Ctsa	4	335
Ctsb	3	2795
Ctsc	1	64
Ctsd	4	627
Ctse	1	31
Ctsf	4	1684
Ctsh	1	276
Ctsk	0	523
Cd6	0	5
Ctsl	1	11
Ctso	1	16
Ctss	1	68
Ctsw	1	60
Ctsz	1	101
Cttn	4	536
Cttnbp2	0	1503
Cttnbp2nl	1	207
Ctu1	2	267
Ctu2	3	1835
Ctxn2	1	54
Ctxn3	3	1940
Cuedc1	1	1231
Cuedc2	1	125
Cul1	2	2306
Cul2	4	225
Cul3	2	1408
Cul4a	2	3311
Cul4b	3	3053
Cul5	2	2260
Cul7	2	1194
Cul9	0	1417
Cuta	4	970
Cutc	1	1793
Cux1	2	988
Cux2	0	1465
Cwc15	3	823
Cwc22	2	1259
Cwc25	2	1906
Cwc27	2	1217
Cwf19l1	2	1009
Coq6	2	16
Cwf19l2	2	485
Cx3cl1	0	1488
Cx3cr1	0	641
Adora3	0	4
Cxadr	0	233
Cxcl10	1	31
Cxcl12	0	445
Cxcl14	0	1
Cxcl16	1	201
Cxcl9	1	26
Cxcr1	5	416
Cxcr2	5	229
Cxcr4	3	1142
Cxxc1	2	2620
Cxxc4	2	600
Cxxc5	3	1807
Cyb561	4	222
Cyb561a3	1	104
Cyb561d1	0	184
Cyb561d2	0	88
Cyb5a	1	98
Cyb5b	0	369
Cyb5d1	2	1309
Cyb5d2	0	193
Cyb5r1	2	74
Cyb5r2	1	856
Cyb5r3	1	168
Cyb5r4	3	1574
Cyba	1	97
Cybb	1	221
Cybc1	1	1110
Cybrd1	3	2280
Cyc1	4	851
Cycs	3	58
Cyct	0	144
Cyfip1	0	176
Cyfip2	0	1404
Cygb	4	2029
Cyhr1	4	75
Cyld	0	1632
Cym	5	199
Cyp11b1	0	1070
Cyp19a1	5	309
Cyp1b1	1	50
Cyp20a1	3	1540
Cyp26a1	0	1321
Cyp26b1	3	687
Cyp27a1	3	1673
Cyp2a2	5	303
Cyp2d3	1	3
Cyp2d4	3	2598
Cyp2j10	1	321
Cyp2j4	3	735
Cyp2s1	1	161
Accs	1	21
Cyp2t1	3	2642
Cyp2u1	1	1319
Cyp3a62	0	103
Cyp3a9	1	156
Cyp46a1	0	1562
Cyp4a2	5	329
Cyp4a8	5	193
Cyp4f1	0	5
Cyp4f39	1	30
Cyp4f4	0	1269
Cyp4f6	1	94
Cyp4v3	1	12
Cyp4x1	0	1393
Cyp51	1	10
Cyp7b1	0	30
Cyren	4	37
Cyria	0	1602
Cyrib	2	339
Cys1	4	15
Cysltr2	5	414
Cystm1	3	1694
Cyth1	2	2973
Cyth2	0	592
Cyth3	2	1283
Cyth4	1	29
Cytip	1	128
Cytl1	1	75
Cyyr1	1	20
D030056L22Rik	3	2591
D2hgdh	4	1526
D430041D05Rik	0	603
D5Ertd579e	2	2658
D7Ertd443e	1	121
Daam1	2	2265
Daam2	1	257
Dab1	0	642
Dab2	1	82
Dab2ip	2	226
Dach1	3	3189
Dact1	3	1694
Dact2	0	1297
Dact3	0	1139
Dad1	4	92
Dag1	4	227
Dagla	0	430
Daglb	4	138
Dalrd3	0	55
Dao	3	1759
Dap	1	661
Dapk1	0	1556
Dapk2	1	29
Dapk3	4	130
Dapp1	1	58
Dars1	3	3160
Dars2	4	360
Daxx	2	802
Dazap1	2	1830
Dazap2	1	1025
Dbh	1	435
Dbi	3	971
Dbn1	0	1640
Dbndd1	0	71
Dbndd2	3	2485
Dbnl	4	603
Dbp	0	24
Dbr1	3	2725
Dbt	1	22
Dbx2	1	127
Dcaf1	2	2113
Dcaf10	2	2396
Dcaf11	2	286
Dcaf12	0	66
Dcaf12l1	0	709
Dcaf13	4	738
Dcaf15	2	236
Dcaf17	2	192
Dcaf4	4	320
Dcaf5	0	1136
Dcaf6	0	1284
Dcaf7	0	455
Dcaf8	2	2833
Dcakd	4	113
Dcbld1	0	153
Dcbld2	2	1558
Dcc	0	1270
Dcdc2	1	52
Dcdc2b	5	13
AABR07053304.1	5	3
Dcdc5	5	50
Dchs1	1	503
Dchs2	1	237
Dck	0	1203
Dclk1	0	1677
Dclk2	2	259
Dclk3	0	1173
Dclre1a	2	927
Dclre1b	1	894
Dclre1c	5	18
Dcn	1	106
Dcp1a	2	2502
Dcp1b	2	276
Dcp2	2	1429
Dctd	5	42
Dctn1	4	615
Dctn2	4	918
Dctn3	4	1
Dctn4	2	906
Dctn5	4	370
Dctn6	2	964
Dctpp1	3	430
Dcun1d1	3	2086
Dcun1d2	2	990
Dcun1d3	2	1642
Dcun1d4	1	586
Dcun1d5	2	910
Dcx	0	526
Dda1	0	217
Ddah1	0	320
Ddb1	4	1181
Ddb2	1	12
Ddhd1	1	93
Ddhd2	3	2675
Ddi2	2	597
Ddit3	4	191
Ddit4	1	577
Cebpd	1	4
Ddn	0	1145
Ddo	0	272
Ddost	4	323
Ddr1	1	864
Ddr2	1	28
Ddrgk1	4	15
Bloc1s2	4	3
Ddt	3	1737
Ddx1	4	1229
Ddx10	2	287
Ddx11	5	45
Ddx17	2	362
Ddx19a	3	2509
Ddx19b	2	417
Ddx20	2	2351
Ddx21	2	2096
Ddx23	4	954
Ddx24	4	800
Ddx25	4	985
Ddx27	2	650
Ddx28	2	1646
Ddx39a	3	1130
Ddx39b	2	1802
Ddx3x	2	2795
Ddx41	0	19
Ddx42	2	1371
Ddx46	2	2301
Ddx47	4	963
Ddx49	4	407
Ddx5	2	2836
Ddx50	4	466
Ddx51	3	3169
Ddx52	3	2705
Ddx55	2	1519
Ddx56	4	2248
Ddx58	1	95
Ddx59	4	1425
Ddx6	2	1484
Deaf1	2	2789
Decr1	1	25
Dedd	0	46
Dedd2	4	590
Def6	1	35
Art3	1	2
Def8	2	1166
Defb1	1	14
Degs1	3	3130
Dek	2	2593
Dele1	3	1901
Dennd10	1	100
Dennd11	3	2647
Dennd1a	0	1356
Dennd1b	3	1583
Dennd1c	2	397
Dennd2a	1	614
Dennd2b	2	487
Dennd2c	2	43
Dennd3	1	102
Dennd4a	5	109
Dennd4b	0	127
Dennd4c	3	2421
Dennd5a	1	237
Dennd5b	2	2111
Dennd6a	2	495
Dennd6b	2	451
Denr	0	266
Depdc5	2	147
Depdc7	1	422
Depp1	1	8
Deptor	0	240
Dera	1	949
Derl1	3	2016
Derl2	4	474
Derl3	0	1
Des	1	66
Desi1	1	1418
Desi2	2	176
Det1	4	38
Dffa	1	38
Dffb	2	295
Dgat1	4	487
Dgat2	0	1200
Dgcr2	4	3161
Dgcr6	4	556
Dgcr8	2	2876
Adal	2	6
Dgka	5	29
Dgkb	0	1594
Dgkd	3	2625
Dgke	2	2179
Dgkg	3	2487
Dgkh	0	1075
Dgki	0	1351
Dgkq	2	2380
Dgkz	0	105
Dglucy	1	107
Dguok	3	2335
Dhcr24	4	354
Dhcr7	0	219
Dhdds	4	489
Dhdh	5	353
Dhfr	2	1636
Dhodh	5	80
Dhps	4	1111
Dhrs1	2	52
Dhrs11	1	403
Dhrs3	3	235
Dhrs4	1	250
Dhrs7	3	844
Dhrs7b	4	371
Dhrsx	3	954
Dhtkd1	1	33
Dhx15	3	3297
Dhx16	3	2257
Dhx29	2	1208
Dhx30	4	856
Dhx32	2	660
Dhx33	2	679
Dhx34	2	1383
Dhx35	2	6
Dhx36	2	2431
Dhx37	2	1101
Dhx38	2	1857
Dhx40	1	241
Dhx57	0	224
Dhx58	1	227
Dhx8	2	1513
Dhx9	2	1735
Diablo	4	796
Diaph1	0	890
Diaph3	0	41
Dicer1	2	2020
Dido1	2	1233
Dimt1	3	1375
Dio2	5	169
Dip2a	1	973
Dip2b	2	795
Dip2c	4	477
Dipk1a	4	592
Dipk1b	4	573
Dipk1c	4	1
Abhd8	4	3
Dipk2a	3	2448
Diras2	2	244
Diras3	5	311
Dis3	2	2920
Dis3l	3	3088
Dis3l2	2	723
Disc1	3	30
Disp1	1	144
Disp2	4	521
Disp3	2	285
Dixdc1	1	291
Dkk3	0	714
Dlat	4	446
Dlc1	3	2842
Dld	4	807
Dleu7	1	139
Dlg1	2	168
Dlg2	0	1111
Dlg3	0	1433
Dlg4	0	1369
Dlg5	2	352
Dlgap1	0	828
Dlgap2	0	1601
Dlgap3	0	1094
Dlgap4	0	1322
Dlk1	1	249
Dlk2	0	1393
Dll1	1	18
Dlst	2	1341
Dlx1	0	1413
Dlx2	0	1069
Dlx5	0	1075
Dlx6	5	207
Dmac1	3	2403
Dmac2	1	668
Dmac2l	4	56
Dmap1	4	1269
Dmd	0	1504
Dmpk	1	162
Dmrtb1	0	1290
Dmrtc1a	0	1239
Dmtf1	0	232
Ankrd24	0	3
Dmtn	0	1578
Dmwd	0	1593
Dmxl1	2	2029
Dmxl2	0	625
Dna2	2	1777
Dnaaf11	0	1111
Dnaaf2	3	1537
Dnaaf3	0	8
Dnaaf5	1	393
Dnaaf8	1	21
Dnaaf9	1	183
Dnah11	3	3045
Dnah12	1	177
Dnah5	3	2308
Dnah9	1	11
Dnai1	1	50
Dnai3	1	28
Dnai4	0	526
Dnai7	1	247
Dnaja1	4	198
Dnaja2	4	601
Dnaja3	4	1934
Dnaja4	4	328
Dnajb1	4	267
Dnajb11	2	1617
Dnajb12	2	1511
Dnajb13	0	1113
Dnajb14	2	551
Dnajb2	4	1912
Dnajb3	4	26
Dnajb4	2	1026
Dnajb5	0	1362
Dnajb6	2	356
Dnajb9	3	2182
Dnajc1	1	45
Dnajc10	4	378
Dnajc11	2	608
Dnajc12	3	2740
Dnajc13	2	1003
Dnajc14	2	237
Dnajc15	1	8
Dnajc16	0	693
Dnajc17	3	1512
Dnajc18	2	2500
Dnajc2	0	505
Dnajc22	5	164
Dnajc24	3	1538
Dnajc25	2	268
Dnajc27	0	1423
Dnajc28	0	10
Dnajc3	3	2455
Dnajc30	2	18
Dnajc4	3	2106
Dnajc5	2	474
Dnajc6	0	1207
Dnajc7	4	201
Dnajc8	3	2200
Dnajc9	3	2858
Dnal1	0	226
Dnal4	0	317
Dnali1	1	12
Dnase1l1	3	1424
Dnase2	1	159
Dner	3	2583
Dnhd1	5	263
Dnlz	4	594
Dnm1	0	429
Dnm1l	4	892
Dnm2	1	1537
Dnm3	2	2953
Dnmbp	2	915
Dnmt1	2	1579
Dnmt3a	2	1658
Dnpep	4	276
Dnph1	3	1285
Dnttip1	2	722
Dnttip2	3	2298
Doc2a	0	1464
Doc2b	3	2150
Doc2g	0	67
Dock10	1	331
Bcl3	1	11
Dock11	1	1230
Dock3	0	1562
Dock4	2	830
Dock5	1	914
Dock6	1	102
Dock7	1	2008
Dock8	1	67
Dock9	2	1328
Dohh	4	74
Cish	4	2
Dok1	1	1
Dok3	1	36
Dok4	0	1427
Dok5	0	587
Dok6	0	1175
Dok7	1	68
Dolk	4	1528
Dolpp1	3	2978
Donson	3	1884
Dop1a	2	2493
Dop1b	2	383
Dot1l	2	1241
Dpagt1	3	1444
Dpcd	0	653
Dpf1	0	1226
Dpf2	2	3049
Dpf3	3	2878
Dph1	0	224
Dph2	4	1412
Dph5	1	250
Dph6	2	428
Dph7	3	946
Dpm1	2	4
Dpm3	3	1948
Dpp10	0	1338
Dpp3	4	1085
Dpp4	0	510
Dpp6	2	2976
Dpp7	3	2267
Dpp8	2	111
Dpp9	4	495
Dpt	0	15
Dpy19l1	1	66
Dpy19l3	0	850
Dpy19l4	1	1363
Dpysl2	4	356
Dpysl3	1	953
Dpysl4	3	2670
Dpysl5	1	273
Dqx1	2	65
Dr1	2	1685
Dram1	1	44
Dram2	3	2428
Drap1	3	1776
Draxin	5	285
Drc1	5	5
Drc3	0	1173
Drd1	0	1211
Drd2	1	83
Drd5	0	81
Drg1	4	926
Drg2	4	1427
Drgx	1	1369
Drosha	2	767
Drp2	0	1452
Dscam	0	1388
Dscaml1	0	1535
Dse	1	93
Dsel	0	1267
Dst	2	2080
Dstn	3	2285
Dstyk	1	2333
Dtd1	4	266
Dtd2	1	471
Dtna	2	1526
Dtnb	0	244
Dtnbp1	1	48
Dtwd1	3	2093
Dtwd2	3	1145
Dtx1	2	542
Dtx2	2	1008
Dtx3	2	40
Dtx3l	1	248
Dtx4	0	839
Dtymk	4	507
Dus1l	3	1745
Dus2	1	562
Dus3l	3	1382
Dusp10	3	2503
Dusp11	2	665
Dusp12	3	2377
Dusp13	5	353
Dusp14	0	408
Dusp15	1	1955
Dusp16	3	1948
Dusp18	0	740
Dusp19	1	311
Dusp2	0	65
Dusp22	1	38
Dusp23	3	1594
Dusp26	0	478
Dusp29	5	205
Dusp3	0	94
Dusp4	0	213
Dusp5	3	2477
Dusp6	0	1038
Dusp7	0	1320
Dusp8	0	1000
Dut	3	2822
Dux4	5	67
Dvl1	3	88
Dvl2	2	821
Dvl3	2	213
Dxo	3	1943
Dym	3	1618
Dync1h1	4	387
Dync1i1	4	296
Dync1i2	1	2292
Dync1li1	4	670
Dync1li2	1	1034
Dync2h1	2	590
Dync2i1	0	19
Dync2i2	4	117
Dync2li1	0	49
Dynll1	0	1436
Dynll2	4	1645
Dynlrb1	5	7
Dynlrb2	1	8
Dynlt1	3	1643
Dynlt5	0	97
Dyrk1a	2	784
Dyrk1b	0	1346
Dyrk2	0	1545
Dyrk3	0	1059
Dyrk4	3	1948
Dysf	1	1081
Dzank1	1	1126
Dzip1	1	139
Dzip1-ps1	5	167
Dzip1l	0	1389
Dzip3	0	1130
E130309D02Rik	2	1069
E2f2	3	2185
E2f3	0	1479
E2f4	2	839
E2f5	3	280
E2f6	1	850
E4f1	2	1041
Eaf1	2	2985
Eapp	2	6
Ears2	4	881
Ebag9	2	1303
Ebf1	3	3090
Ebf2	3	3153
Ebf3	1	1447
Ebf4	1	60
Ebi3	5	135
Ebna1bp2	3	1066
Ebp	3	2175
Ebpl	1	419
Ecd	2	793
Ece1	3	3091
Ece2	3	1849
Ecel1	1	322
Ech1	3	2471
Echdc1	1	226
Echdc2	5	126
Echdc3	1	76
Echs1	1	494
Eci1	1	298
Eci2	1	2323
Eci3	1	315
Ecm1	1	42
Ecm2	3	2143
Ecpas	2	1928
Ecrg4	3	929
Ecscr	1	7
Ecsit	4	1948
Eda	0	246
Eda2r	5	197
Brip1	5	9
Edar	1	140
Edaradd	5	140
Edc3	2	2454
Edc4	2	612
Eddm13	5	196
Edem1	0	114
Edem2	4	737
Edem3	2	2782
Edf1	4	62
Edil3	1	210
Edn1	0	1
Edn3	3	1329
Ednra	1	86
Ednrb	3	2623
Edrf1	2	2396
Eea1	2	66
Eed	3	3008
Eef1a1	1	48
Eef1a2	2	822
Eef1akmt1	3	2061
Eef1akmt2	3	2508
Eef1akmt4	3	42
Eef1aknmt	4	1908
Eef1b2	3	1061
Eef1g	4	367
Eef2	1	9
Eef2k	1	88
Eef2kmt	1	83
Eefsec	2	283
Eepd1	0	482
Efcab14	1	890
Efcab15	3	16
Efcab2	2	381
Efcab6	0	1055
Efcab7	3	2125
Efcc1	1	248
Efemp1	1	11
Efemp2	1	56
Efhc1	1	38
Efhc2	3	1642
Efhd1	1	837
Efhd2	0	1085
Efl1	3	1698
Efna1	1	687
Efna2	3	857
Efna3	0	1522
Efna5	0	971
Efnb1	0	1146
Efnb2	0	1350
Efnb3	0	1254
Efr3a	3	3067
Efr3b	2	1745
Efs	1	25
Eftud2	2	737
Egf	1	45
Egfem1	0	462
Egfl6	1	144
Egfl7	1	18
Egfl8	3	425
Egflam	1	44
Chit1	1	1
Egfr	0	1443
Egln1	3	1388
Egln2	0	393
Egln3	0	175
Egr1	0	1357
Egr2	0	1120
Egr3	0	1455
Egr4	0	1166
Ehbp1	2	181
Ehbp1l1	0	1148
Ehd1	3	2569
Ehd2	1	229
Ehd3	0	582
Ehd4	4	2503
Ehhadh	3	872
Ehmt1	3	2742
Ehmt2	0	1369
Ei24	2	23
Eid1	3	1889
Eif1	4	854
Eif1a	3	2399
Eif1ad	4	40
Bdh1	4	5
Eif1ax	2	95
Eif1b	4	1110
Eif2a	2	2652
Eif2ak1	2	1191
Eif2ak2	2	1901
Eif2ak3	2	2837
Eif2ak4	2	1147
Eif2b1	2	1179
Eif2b2	4	30
Eif2b3	4	2085
Eif2b4	3	2822
Eif2b5	3	3110
Eif2d	1	9
Eif2s1	3	1042
Eif2s2	3	1200
Eif2s3x	3	2217
Eif3a	2	406
Eif3b	4	327
Eif3c	4	889
Eif3d	4	1301
Eif3el1	3	1177
Eif3g	4	1264
Eif3h	3	2308
Eif3i	3	240
Eif3j	2	63
Eif3k	4	304
Eif3l	3	2262
Eif3m	3	2210
Eif4a1	4	191
Eif4a2	3	2717
Eif4a3	4	2038
Eif4e	2	140
Eif4e2	2	549
Eif4e3	3	1231
Eif4ebp1	0	290
Eif4ebp2	1	250
Eif4ebp3	2	1772
Eif4enif1	2	589
Eif4g1	0	127
Eif4g2	1	1848
Eif4g3	2	747
Eif4h	4	1499
Eif5a	4	128
Eif5a2	1	1368
Eif5b	2	535
Eif6	4	1702
Elac1	2	2775
Elac2	2	303
Elapor1	0	1554
Elapor2	1	2027
Elavl1	2	1576
Elavl2	1	183
Elavl3	3	2070
Elavl4	0	237
Elf1	1	520
Elf2	3	1812
Elf4	1	80
Elfn1	0	1486
Elfn2	0	1484
Elk1	0	331
Elk3	1	50
Arhgef15	1	4
Elk4	1	195
Ell	2	982
Ell2	0	1101
Cep83	0	12
Elmo1	2	2930
Elmo2	0	990
Elmo3	3	64
Elmod1	0	1457
Elmod2	3	3421
Elmod3	3	1597
Eln	1	54
Eloa	2	1303
Elob	4	9
Eloc	3	314
Elof1	4	273
Elovl1	1	957
Elovl2	1	89
Elovl4	4	2766
Elovl5	1	1359
Elovl6	2	94
Elovl7	1	603
Elp1	0	755
Elp2	4	1346
Elp3	0	886
Elp5	4	495
Elp6	3	1592
Emb	3	1635
Emc1	2	2686
Emc10	4	855
Emc2	1	124
Emc3	4	133
Emc4	3	1737
Emc6	3	1633
Emc7	4	105
Emc8	4	854
Emc9	4	1840
Emcn	1	1
Emd	3	648
Eme2	0	1002
Emg1	0	3
Emid1	0	108
Emilin1	1	10
Emilin2	1	1109
Eml1	1	1339
Eml2	1	232
Eml4	0	889
Eml5	3	2119
Eml6	3	2863
Emp1	1	75
Emp2	3	17
Emp3	1	190
Emsy	2	675
Emx1	0	1137
Emx2	0	782
En1	3	1203
En2	3	2527
Enah	0	251
Enc1	0	1542
Endod1	1	1464
Endog	4	1191
Endou	1	1088
Eng	1	17
Engase	4	490
Enho	1	706
Enkd1	3	569
Enkur	0	162
Eno1	4	211
Eno2	2	1807
Eno3	3	456
Eno4	1	37
Enoph1	4	104
Enox1	5	206
Enpep	1	105
Enpp1	3	2890
Enpp2	1	1002
Enpp4	1	989
Enpp5	4	278
Enpp6	1	309
Ensa	0	793
Entpd1	0	586
Entpd3	0	554
Entpd4	4	435
Entpd5	1	104
Entpd6	4	403
Entpd7	2	1759
Entr1	5	126
Eny2	2	73
Eogt	0	90
Eola2	3	2730
Eomes	3	859
Ep300	2	1536
Ep400	2	727
Epas1	1	187
Epb41	3	3047
Epb41l1	1	46
Epb41l2	1	106
Epb41l3	1	1974
Epb41l4a	3	2018
Epb41l4b	5	36
Epb41l5	5	299
Epb42	1	79
Epc1	2	2837
Epc2	2	1229
Epcam	5	28
Epdr1	1	51
Epg5	2	207
Epgn	1	4
Cdkn3	1	1
Crh	1	3
Epha10	1	156
Epha2	1	12
Epha3	0	457
Epha4	0	1546
Epha5	0	1600
Epha6	0	1528
Epha7	0	779
Epha8	3	3113
Ephb1	3	1455
Ephb2	3	2255
Ephb3	0	1253
Ephb4	1	74
Ephb6	0	1059
Ephx1	1	30
Ephx4	0	1353
Epm2a	0	86
Epm2aip1	2	2672
Epn1	0	1222
Epn2	0	1270
Epn3	3	3060
Epop	0	1202
Eprs	2	2650
Eps15	1	85
Eps15l1	2	915
Eps8	2	53
Eps8l2	3	1554
Epsti1	1	42
Eqtn	5	156
Eral1	2	189
Erap1	2	1628
Erbb2	1	138
Erbb3	1	243
Erbb4	0	627
Erbin	1	381
Erc1	3	2667
Erc2	0	1506
Ercc1	4	197
Ercc2	2	222
Ercc3	0	1381
Ercc4	4	565
Ercc5	2	1039
Ercc6	2	553
Ercc6l2	2	2319
Ercc8	2	20
Erf	0	1202
Erg	1	27
Erg28	3	2929
Ergic1	0	717
Ergic2	3	1796
Ergic3	3	1174
Erh	3	102
Eri1	3	3295
Eri2	2	833
Eri3	0	522
Erich1	3	2592
Erich2	1	20
Erich3	2	82
Erich5	0	118
Erich6	5	388
Erlec1	1	555
Erlin1	0	122
Erlin2	3	3056
Ermard	1	115
Ermn	1	910
Ermp1	3	3250
Ern1	2	386
Ero1a	4	182
Ero1b	2	1804
Erp29	4	1026
Erp44	3	3006
Errfi1	1	2282
Esam	1	61
Esco1	3	488
Esco2	1	825
Esd	4	507
Esf1	0	5
Esm1	1	133
Espn	3	2171
Esrra	4	958
Esrrb	3	2643
Esrrg	3	2819
Ess2	2	207
Esyt1	1	2562
Esyt2	2	258
Esyt3	0	1046
Etaa1l1	3	3117
Etf1	4	699
Etfa	3	1899
Etfb	4	63
Etfbkmt	1	22
Etfdh	3	457
Etfrf1	1	312
Ethe1	4	1012
Etl4	0	1206
Etnk1	0	268
Etnk2	1	142
Etnppl	1	13
Ets1	1	25
Ets2	2	727
Etv1	3	2368
Etv3	2	979
Etv4	3	2
Etv5	0	811
Etv6	5	4
Eva1a	1	544
Eva1b	1	73
Eva1c	1	42
Evc	1	1155
Evc2	1	620
Evi2a	1	720
Evi5	3	1612
Evi5l	0	271
Evl	0	1602
Ewsr1	2	1097
Exd1	5	303
Exd2	0	1217
Exo5	3	2225
Exoc1	4	774
Exoc1l	1	490
Exoc2	2	814
Exoc3	4	1013
Exoc3l2	5	30
Exoc4	2	526
Exoc5	2	176
Exoc6	0	913
Exoc6b	2	373
Exoc7	0	1508
Exoc8	2	2907
Exog	2	1476
Exosc1	2	193
Exosc10	2	2474
Exosc2	4	2756
Exosc3	2	1546
Exosc4	4	879
Exosc5	4	39
Exosc6	4	133
Exosc7	2	453
Exosc8	3	1380
Exosc9	2	64
Exph5	3	1565
Ext1	0	1410
Ext2	4	360
AABR07061825.2	4	9
Extl1	1	87
Ddit4l	1	2
Extl2	2	1898
Extl3	0	856
Eya1	0	111
Eya2	1	282
Eya3	2	450
Eya4	0	41
Ezh1	2	1543
Ezh2	2	153
Ezr	0	214
F11r	1	48
F12	0	981
F13a1	1	143
F2r	0	60
F5	1	50
F8	5	150
F8a1	3	3049
Fa2h	1	1238
Faah	0	1282
Faap100	2	509
Faap20	3	2675
Fabp3	0	110
Fabp4	5	16
Fadd	2	575
Fads1	0	27
Ccdc158	1	2
Fads2	0	415
Fads3	0	1120
Fads6	3	2181
Faf1	3	2219
Faf2	2	2930
Fah	1	450
Fahd1	3	2280
Fahd2a	4	165
Faim	1	63
Faim2	4	689
Fam102a	0	379
Fam102b	0	320
Fam104a	3	297
Fam107a	0	357
Fam107b	3	2751
Fam110a	0	510
Fam110b	0	279
Fam110d	1	3
Fam114a1	1	124
Fam114a2	3	2806
Fam117a	3	2202
Fam117b	2	510
Fam118a	0	106
Fam118b	3	2163
Fam120a	0	1303
Fam120b	2	1252
FAM120C	1	234
Fam122b	3	2121
Fam124a	2	253
Fam126a	1	139
Fam126b	0	229
Fam131a	0	1075
Fam131b	0	18
Fam133b	3	2052
Fam135a	2	2130
Fam135b	2	1041
Fam136a	0	71
Fam13a	3	2920
Fam13b	2	1916
Fam13c	4	6
Fam149a	1	431
Fam149b1	0	666
Fam151b	0	21
Fam155a	0	1407
Fam155b	2	288
Fam161b	0	605
Fam162a	3	1740
Fam163a	0	1164
Fam163b	0	1427
Fam168a	2	1075
Fam168b	2	1372
Fam169a	2	843
Fam169b	5	128
Fam171a1	0	787
Fam171a2	0	1233
Fam171b	0	1676
Fam172a	2	953
Fam174b	2	215
Fam177a1	1	2090
Fam180a	1	13
Fam181b	1	926
Fam183a	1	7
Fam184a	3	2684
Fam184b	0	1174
Fam189a1	0	1528
Fam189a2	0	166
Fam189b	0	1623
Fam193a	2	996
Fam193b	5	175
Fam199x	2	1845
Fam204a	4	571
Fam207a	4	91
Fam20a	1	1755
Fam20b	0	839
Fam20c	0	159
Fam210a	1	1772
Fam210b	3	1780
Fam214a	2	2249
Fam214b	1	145
Fam216a	4	1678
Fam217b	0	1305
Fam219a	0	452
Fam219b	1	71
Fam220a	4	2108
Fam222a	3	3504
Fam222b	2	123
Fam227a	0	193
Fam227b	1	166
Fam228b	5	270
Fam229a	1	4
Fam229b	4	1
Fam234a	1	1027
Fam234b	0	1455
Fam241b	0	945
Fam3a	2	2647
Fam3c	2	415
Fam43a	1	1402
Fam43b	0	619
Fam47e	5	36
Fam50a	4	444
Fam53a	3	2767
Fam53b	2	1203
Fam53c	0	1301
Fam72a	2	833
Fam76a	0	393
Fam76b	2	1467
Fam78a	2	13
Fam78b	0	614
Fam81a	0	1520
Fam83d	1	145
Fam83h	2	439
Fam89a	0	83
Fam89b	0	233
Fam8a1	2	235
Fam91a1	2	1441
Fam98a	1	1661
Fam98c	4	402
Fan1	2	2507
Fanca	1	1640
Fancb	3	31
Fancc	3	2506
Fancd2	2	1061
Fance	3	901
Fancf	3	2170
Fancg	2	104
Fancl	5	78
Fancm	2	994
Far1	2	1118
Far2	2	137
Farp1	0	1415
Farp2	2	2709
Fars2	0	75
Farsa	4	2286
Farsb	2	1376
Fas	1	10
Fasn	1	198
Fastk	0	526
Fastkd1	1	42
Fastkd2	3	2287
Fastkd3	2	676
Fat1	3	3254
Fat2	3	3140
Fat3	0	1415
Fat4	0	1035
Fau	4	271
Faxc	2	158
Faxdc2	1	42
Fbf1	2	474
Fbh1	2	364
Fbl	3	2469
Fblim1	5	145
Fbll1	4	557
Fbln1	1	120
Fbln2	0	127
Fbln5	3	2794
Fbln7	0	384
Fbn1	1	143
Fbrs	2	304
Fbrsl1	0	617
Fbxl12	5	412
Fbxl14	2	348
Fbxl15	4	95
Fbxl16	0	1115
Fbxl17	2	182
Fbxl18	0	173
Fbxl19	0	1475
Fbxl2	0	1618
Fbxl20	2	329
Fbxl21	0	106
